original,translation
Возраст батареи                : {},Wiek baterii                : {}
Возраст батареи                : {}%,Wiek baterii                : {}%
 {} минута, {} minuta
Возрастной рейтинг,Ocena wiekowa
Восстановить,Przywróć
Восстановить бекап...,Przywróć kopię zapasową...
Восстановить для...,Przywróć dla...
Восстановить как бекап сохранения,Przywróć jako kopię zapasową zapisu
Восстановление бекапа,Przywracanie kopii zapasowej
Восстановление не удалось,Przywracanie nie powiodło się
Восстановление успешно,Przywracanie powiodło się
Восстановление: {},Przywracanie: {}
 {} минуты, {} minuty
Время гашения экрана в секундах,Czas wygaszenia ekranu w sekundach
Время игры: {:02}:{:02}:{:02},Czas gry: {:02}:{:02}:{:02}
Время передачи {:d}:{:02d}:{:02d},Czas transferu {:d}:{:02d}:{:02d}
Все игровые сессии,Wszystkie sesje gry
Все игроки,Wszyscy gracze
Все объекты,Wszystkie obiekty
Все файлы в порядке,Wszystkie pliki są w porządku
Всего {} байт получен,Odebrano łącznie {} bajt
Всего {} байт послан,Wysłano łącznie {} bajt
Всего {} байта получено,Odebrano łącznie {} bajty
 Да,Tak
Всего {} байта послано,Wysłano łącznie {} bajty
Всего {} байтов получено,Odebrano łącznie {} bajtów
Всего {} байтов послано,Wysłano łącznie {} bajtów
Всего записей: {},Łącznie wpisów: {}
Всего освобождено места : ,Całkowite zwolnione miejsce:
Всего отослано: {} ({}/сек),Wysłano łącznie: {} ({}/s)
Всего программ: {},Łącznie programów: {}
Вставить,Wklej
Вставка...,Wklejanie...
Всё время. Всего: {} час,Cały czas. Łącznie: {} godzina
 Да ,Tak
Всё время. Всего: {} часа,Cały czas. Łącznie: {} godziny
Всё время. Всего: {} часов,Cały czas. Łącznie: {} godzin
Вы собираетесь удалить следующие бекапы:,Zamierzasz usunąć następujące kopie zapasowe:
Вы собираетесь удалить следующие игры:,Zamierzasz usunąć następujące gry:
Вы собираетесь удалить следующие сохранения:,Zamierzasz usunąć następujące zapisy:
Вы собираетесь удалить следующие тикеты:,Zamierzasz usunąć następujące bilety:
Вы уверены в удалении {} записей?\n\n(+) - ДА   B - Отмена,Czy na pewno chcesz usunąć {} wpisów?\n\n(+) - TAK   B - Anuluj
Вы уверены в удалении {} записи?\n\n(+) - ДА   B - Отмена,Czy na pewno chcesz usunąć {} wpis?\n\n(+) - TAK   B - Anuluj
Вы уверены в удалении {} объекта?\n\n(+) - ДА   B - Отмена,Czy na pewno chcesz usunąć {} obiekt?\n\n(+) - TAK   B - Anuluj
Вы уверены в удалении {} объектов?\n\n(+) - ДА   B - Отмена,Czy na pewno chcesz usunąć {} obiektów?\n\n(+) - TAK   B - Anuluj
    {:>2} сек,    {:>2} sek
 Закрытие игры, Zamknięcie gry
"Вы уверены, что хотите удалить {}?\n\n(+) - ДА, другая кнопка - НЕТ","Czy na pewno chcesz usunąć {}?\n\n(+) - TAK, inny przycisk - NIE"
"Вы уверены, что хотите удалить\n{}?\n\n(+) - ДА  В - Отмена",Czy na pewno chcesz usunąć\n{}?\n\n(+) - TAK  B - Anuluj
Выберите пользователя,Wybierz użytkownika
Выберите тип сохранения,Wybierz typ zapisu
Выбрать все файлы игры,Wybierz wszystkie pliki gry
Выбрать того же пользователя,Wybierz tego samego użytkownika
Выбрать ту же игру,Wybierz tę samą grę
Выйти из DBI           : ,Wyjść z DBI           :
Выключать экран,Wyłącz ekran
Выключить экран        : ,Wyłączyć ekran        :
 Запуск игры, Uruchomienie gry
Вырезать,Wytnij
Выход на рабочий стол,Wyjdź do pulpitu
Вычисление хэша,Obliczanie hasha
Вычисленное время конца : {},Obliczony czas zakończenia: {}
Вычисленное время начала: {},Obliczony czas rozpoczęcia: {}
Генерация DLC [{:016X}][v{}],Generowanie DLC [{:016X}][v{}]
Генерация DLC анлокера...,Generowanie odblokowania DLC...
Генерируется анлокер для {:016X} с номером {} и версией {}...,Generowanie odblokowania dla {:016X} z numerem {} i wersją {}...
Генерируется ярлык для пути '{}' и аргументов '{}'...,Generowanie skrótu dla ścieżki '{}' i argumentów '{}'...
 Логаут пользователя \x1b[36;1m{}\x1b[37;1m,Wylogowanie: \x1b[36;1m{}\x1b[37;1m
Главное меню,Menu główne
Голландский,Holenderski
Да,Tak
"Да, я уверен","Tak, jestem pewien"
Дамп анлокера в '{}'...,Zrzut odblokowania do '{}'...
Дамп текущей прошивки,Zrzut bieżącego oprogramowania
Дамп ярлыка в '{}'...,Zrzut skrótu do '{}'...
Дата первого игрового события : {},Data pierwszego zdarzenia w grze : {}
Действия с файлами,Operacje na plikach
Действия с файлами ({}),Operacje na plikach ({})
 Логин пользователя \x1b[36;1m{}\x1b[37;1m,Logowanie: \x1b[36;1m{}\x1b[37;1m
Декабрь,Grudzień
День,Dzień
Диаграмма активности,Wykres aktywności
Для бекапов,Dla kopii zapasowych
Для выхода нажмите любую кнопку,"Naciśnij dowolny przycisk, aby wyjść"
Для дампов,Dla zrzutów
Для логов,Dla logów
Добавить в любимые,Dodaj do ulubionych
Добавлять суффикс к имени файла,Dodaj sufiks do nazwy pliku
Достаточное питание            : {},Wystarczające zasilanie            : {}
 Переключение на игру, Przełączenie na grę
Европа,Europa
Есть исправление RCM бага   : {},Jest poprawka błędu RCM   : {}
"Есть несохранёные изменения.\nВы хотите их сохранить?\n\n(+) - Да, сохранить\n\n(-) - Выйти без сохранения\n\nДругая кнопка - Отмена","Są niezapisane zmiany.\nCzy chcesz je zapisać?\n\n(+) - Tak, zapisz\n\n(-) - Wyjdź bez zapisywania\n\nInny przycisk - Anuluj"
Желаемая версия: {},Żądana wersja: {}
Журнал активности,Dziennik aktywności
Журналирование действий,Logowanie działań
Завершено,Zakończono
Загружается список обновлений...,Pobieranie listy aktualizacji...
Загружено ,Pobrano
Загрузка изображения...,Ładowanie obrazu...
 Режим работы изменился: {}, Tryb pracy zmienił się: {}
Загрузка текста...{}%,Ładowanie tekstu...{}%
Загрузка файла... {}%,Ładowanie pliku... {}%
Задать размер файла {} не удалось: {},Ustawienie rozmiaru pliku {} nie powiodło się: {}
Закладки на SD,Zakładki na SD
Закончено за {:02d}:{:02d}:{:02d},Zakończono w {:02d}:{:02d}:{:02d}
Закончилась память при посылке ответа,Brak pamięci podczas wysyłania odpowiedzi
Закончились дополнительные буферы. Скорость записи на носитель слишком низка,Zabrakło dodatkowych buforów. Prędkość zapisu na nośnik jest zbyt niska
Закрытие соединения,Zamykanie połączenia
Закрытие соединения к {}:{},Zamykanie połączenia z {}:{}
 Сброс системных часов,Reset zegara systemowego
Запаковать LFS в romfs.bin,Spakuj LFS do romfs.bin
Запаковать в romfs.bin,Spakuj do romfs.bin
Запаковка папки в RomFS,Pakowanie folderu do RomFS
Записанное время конца  : {},Zapisany czas zakończenia: {}
Записанное время начала : {},Zapisany czas rozpoczęcia: {}
Запись в CAL0 разрешена     : {},Zapis do CAL0 dozwolony     : {}
Запись в файл...,Zapisywanie do pliku...
Запись за пределами файла,Zapis poza plikiem
Заполнение нулями,Wypełnianie zerami
Заполнить свободное место на SD нулями,Wypełnij wolne miejsce na SD zerami
 Сворачивание игры, Minimalizowanie gry
Запрет захвата видео,Zakaz przechwytywania wideo
Запрет скриншотов,Zakaz zrzutów ekranu
Запрещено,Zabronione
Запрос на удаление ,Żądanie usunięcia
Запускавшиеся игры,Uruchamiane gry
Запускать точку доступа,Uruchamiaj punkt dostępu
Запустить FTP сервер,Uruchom serwer FTP
Запустить FTP сервер...,Uruchom serwer FTP...
Запустить HTTP сервер,Uruchom serwer HTTP
Запустить HTTP сервер...,Uruchom serwer HTTP...
 Состояние электропитания изменилось: {}, Stan zasilania zmienił się: {}
Запустить МТР соединение,Uruchom połączenie MTP
Запустить случайную игру,Uruchom losową grę
Заряд батареи                  : {},Naładowanie baterii                  : {}
Заряд батареи                  : {}%,Naładowanie baterii                  : {}%
Заряд батареи (сырое значение) : {}%,Naładowanie baterii (wartość surowa) : {}%
Зарядка батареи                : {},Ładowanie baterii                : {}
Здесь пусто,Tu jest pusto
Игра анонсирует SDK {},Gra zgłasza SDK {}
" и {} новое DLC,"," i {} nowe DLC,"
"Игра анонсирует более новый SDK ({}), чем текущая прошивка ({})",Gra zgłasza nowsze SDK ({}) niż obecny firmware ({})
Игра использует titleId от дополнения,Gra używa titleId z dodatku
Игра использует titleId от обновления,Gra używa titleId z aktualizacji
Извлечь в LFS,Wyodrębnij do LFS
Изменение размера сохранения на {} [{}]...,Zmiana rozmiaru zapisu na {} [{}]...
Изменить версию DLC (десятичную),Zmień wersję DLC (dziesiętną)
Изменить номер DLC (десятичный),Zmień numer DLC (dziesiętny)
Изменить номер DLC (шестнадцатеричный),Zmień numer DLC (szesnastkowy)
Изменён размер SaveFS,Zmieniono rozmiar SaveFS
"    Великий колдун сказал, что ракеты","    Wielki czarownik powiedział, że rakiety"
" и {} новых DLC,"," i {} nowych DLC,"
Импорт исправленного тикета...,Importowanie naprawionego biletu...
Импорт тикета...,Importowanie biletu...
Имя     : ,Nazwa   :
"Имя каталога\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","Nazwa katalogu\n'{}'\nzawiera nieprawidłowe znaki.\nNie można go utworzyć.\n\nNaciśnij A - przerwij, B - pomiń, X - zmień nazwę"
"Имя файла\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","Nazwa pliku\n'{}'\nzawiera nieprawidłowe znaki.\nNie można go utworzyć.\n\nNaciśnij A - przerwij, B - pomiń, X - zmień nazwę"
Инсталлируется romfs.bin,Instalowanie romfs.bin
Инструменты,Narzędzia
Информация о зарядке батареи,Informacje o ładowaniu baterii
Информация о контенте,Informacje o zawartości
Информация о контенте ({}),Informacje o zawartości ({})
 сортировка по дате создания, sortowanie według daty utworzenia
Информация о прошивке,Informacje o oprogramowaniu
Информация о системе,Informacje o systemie
Информация о сохранении,Informacje o zapisie
Информация о сохранении...,Informacje o zapisie...
Информация о тикете,Informacje o bilecie
Информация о тикете...,Informacje o bilecie...
Информация об NSP,Informacje o NSP
Информация об атмосфере,Informacje o Atmosphere
Информация об игровой активности,Informacje o aktywności w grach
Информация об источние питания,Informacje o źródle zasilania
 сортировка по имени, sortowanie według nazwy
Информация об оборудовании,Informacje o sprzęcie
Информация...,Informacje...
Испанский,Hiszpański
Использовано дополнительной памяти: {}. Создано буферов: {},Użyto dodatkowej pamięci: {}. Utworzono buforów: {}
Использовать 5 GHz,Użyj 5 GHz
Использовать MSG_WAITALL в recv,Użyj MSG_WAITALL w recv
Использовать для неё TitleID,Użyj dla niego TitleID
Использовать папку для...,Użyj folderu dla...
Использовать разгон,Użyj podkręcania
Использовать скрытый SSID,Użyj ukrytego SSID
 сортировка по имени игры, sortowanie według nazwy gry
Используется ,Używany
Используется USB{},Używany USB{}
"Испытания ракет продолжаются,","Testy rakiet trwają,"
Источник питания                : {},Źródło zasilania                : {}
Итальянский,Włoski
Ищется control для ProgramId {},Szukanie control dla ProgramId {}
Ищется exefs/romfs для ProgramId {},Szukanie exefs/romfs dla ProgramId {}
Ищется exefs/romfs/logo для ProgramId {},Szukanie exefs/romfs/logo dla ProgramId {}
Ищется {},Szukanie {}
 сортировка по месту установки, sortowanie według miejsca instalacji
Июль,Lipiec
Июнь,Czerwiec
Канадский французский,Kanadyjski francuski
"Когда ваше устройство подключится, нажмите любую кнопку","Gdy urządzenie się połączy, naciśnij dowolny przycisk"
Код партии батареи    : {} ({}),Kod partii baterii    : {} ({})
Кодировка,Kodowanie
Конвертация в фейковые ,Konwersja na fałszywe
Конец игры            : -,Koniec gry            : -
Конец игры            : {},Koniec gry            : {}
 сортировка по общему размеру, sortowanie według całkowitego rozmiaru
Контент уже на месте,Zawartość jest już na miejscu
Копирование IVFC слой {} в nca: {},Kopiowanie warstwy IVFC {} do nca: {}
Копирование PFS0 в nca,Kopiowanie PFS0 do nca
Копирование PFS0 хэш таблицы в nca,Kopiowanie tabeli hashy PFS0 do nca
Копирование SDK {} в файл: {}...,Kopiowanie SDK {} do pliku: {}...
Копировать,Kopiuj
Корейский,Koreański
Корень не найден,Nie znaleziono roota
Корень сохранения не существует,Katalog główny zapisu nie istnieje
 сортировка по пользователю, sortowanie według użytkownika
Корея,Korea
Курсор на обеих панелях,Kursor na obu panelach
Латиноамериканский испанский,Latynoamerykański hiszpański
Май,Maj
Март,Marzec
Масштаб: По ширине,Skala: Do szerokości
Масштаб: По экрану,Skala: Do ekranu
Масштаб: Точка в точку,Skala: Piksel w piksel
Масштаб: Увеличение x2,Skala: Powiększenie x2
 сортировка по порядку игры, sortowanie według kolejności gry
Место в  NAND         : {},Miejsce w  NAND         : {}
Место на SD карте     : {},Miejsce na karcie SD     : {}
Место на приставке не занято,Miejsce na konsoli nie jest zajęte
Место установки        : ,Miejsce instalacji        :
Мета контент отсутствует,Brak metadanych zawartości
Миссия провалена\n\nНажмите А для выхода,"Misja nieudana\n\nNaciśnij A, aby wyjść"
Миссия успешна\n\nОсталось ходов: {}\n\nНажмите А для выхода,"Misja udana\n\nPozostało ruchów: {}\n\nNaciśnij A, aby wyjść"
Модификация файла не удалась,Modyfikacja pliku nie powiodła się
На выбранном устройстве нет достаточного свободного места для установки,Na wybranym urządzeniu nie ma wystarczającej ilości wolnego miejsca do instalacji
На месте нет достаточно свободного места,Brak wystarczającej ilości wolnego miejsca
 сортировка по размеру, sortowanie według rozmiaru
Нажмите (+) для перезаписи конфига обновлённым\n\nЛюбую другую кнопку для пропуска,"Naciśnij (+), aby nadpisać konfigurację zaktualizowaną\n\nDowolny inny przycisk, aby pominąć"
"Нажмите (+) для удаления, любую другую кнопку для пропуска...\n (-) Удалять все, больше не спрашивая","Naciśnij (+), aby usunąć, dowolny inny przycisk, aby pominąć...\n (-) Usuń wszystko, nie pytaj ponownie"
"Нажмите A, чтобы продолжить, другую кнопку, чтобы выйти","Naciśnij A, aby kontynuować, inny przycisk, aby wyjść"
"Нажмите B, чтобы вернуться","Naciśnij B, aby wrócić"
Нажмите любую кнопку,Naciśnij dowolny przycisk
Название: ,Nazwa:
Найден SDK: {},Znaleziono SDK: {}
Найден {} зарегистрированный контент-файл,Znaleziono {} zarejestrowany plik zawartości
Найден {} контент-файл,Znaleziono {} plik zawartości
Найден {} пользователь,Znaleziono {} użytkownika
%% заряд-разряд    : {},%% ładowanie/rozładowanie: {}
Найден {} потерянный контент-файл,Znaleziono {} utracony plik zawartości
Найден {} файл,Znaleziono {} plik
Найден {} файл с ошибками,Znaleziono {} plik z błędami
Найден и удалён {} неиспользуемый тикет,Znaleziono i usunięto {} nieużywany bilet
Найдена {} запись об игре,Znaleziono {} wpis o grze
Найдена {} запись об ошибках,Znaleziono {} wpis o błędach
Найдена {} установленная игра,Znaleziono {} zainstalowaną grę
Найдено {} записей об играх,Znaleziono {} wpisów o grach
Найдено {} записей об ошибках,Znaleziono {} wpisów o błędach
Найдено {} записи об играх,Znaleziono {} wpisy o grach
    Дело здесь в одном из основных,    Chodzi tu o jedną z podstawowych
({}/{}) Устанавливается {},({}/{}) Instalowanie {}
Найдено {} записи об ошибках,Znaleziono {} wpisy o błędach
Найдено {} зарегистрированных контент-файла,Znaleziono {} zarejestrowane pliki zawartości
Найдено {} зарегистрированных контент-файлов,Znaleziono {} zarejestrowanych plików zawartości
Найдено {} контент-файла,Znaleziono {} pliki zawartości
Найдено {} контент-файлов,Znaleziono {} plików zawartości
Найдено {} обновление,Znaleziono {} aktualizację
Найдено {} обновлений,Znaleziono {} aktualizacji
Найдено {} обновления,Znaleziono {} aktualizacje
Найдено {} пользователей,Znaleziono {} użytkowników
Найдено {} пользователя,Znaleziono {} użytkowników
Найдено {} потерянных контент-файла,Znaleziono {} utracone pliki zawartości
Найдено {} потерянных контент-файлов,Znaleziono {} utraconych plików zawartości
Найдено {} сохранение,Znaleziono {} zapis
Найдено {} сохранение...,Znaleziono {} zapis...
Найдено {} сохранений,Znaleziono {} zapisów
Найдено {} сохранений...,Znaleziono {} zapisów...
Найдено {} сохранения,Znaleziono {} zapisy
Найдено {} сохранения...,Znaleziono {} zapisy...
Найдено {} установленные игры,Znaleziono {} zainstalowane gry
Найдено {} установленных игр,Znaleziono {} zainstalowanych gier
Найдено {} файла,Znaleziono {} pliki
Найдено {} файла с ошибками,Znaleziono {} pliki z błędami
Найдено {} файлов,Znaleziono {} plików
Найдено {} файлов с ошибками,Znaleziono {} plików z błędami
Найдено и удалено {} неиспользуемых тикета,Znaleziono i usunięto {} nieużywane bilety
Найдено и удалено {} неиспользуемых тикетов,Znaleziono i usunięto {} nieużywanych biletów
Найдено существующее сохранение. Восстанавливаю бекап в него...,Znaleziono istniejący zapis. Przywracam do niego kopię zapasową...
Настройки,Ustawienia
Настройки DBI,Ustawienia DBI
Настройки FB2,Ustawienia FB2
Начало игры           : -,Początek gry           : -
Начало игры           : {},Początek gry           : {}
Начало создания Control.nca,Rozpoczęcie tworzenia Control.nca
Начало создания Program.nca,Rozpoczęcie tworzenia Program.nca
Начало установки. Место установки: ,Rozpoczęcie instalacji. Miejsce instalacji:
Начать установку,Rozpocznij instalację
Не доступно,Niedostępne
Не известно,Nieznany
"Не найден USB диск, который смог бы вместить получившийся дамп. Убедитесь, что он отформатирован в ExFAT.","Nie znaleziono dysku USB, który mógłby pomieścić powstały zrzut. Upewnij się, że jest sformatowany w ExFAT."
Не найдены требуемые тикеты,Nie znaleziono wymaganych biletów
. Время простоя \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m,. Czas bezcz. \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m
Не получилось создать NSP,Nie udało się utworzyć NSP
Не удалось получить список,Nie udało się uzyskać listy
Не удалось установить аватар\n{},Nie udało się ustawić awatara\n{}
Не установлен,Nie ustawiono
Невозможно найти путь,Nie można znaleźć ścieżki
Невозможно открыть папку журналов ошибок,Nie można otworzyć folderu dzienników błędów
Невозможно переименовать '{}' в '{}':,Nie można zmienić nazwy '{}' na '{}':
Невозможно получить список LFS,Nie można uzyskać listy LFS
Невозможно получить список пользователей,Nie można uzyskać listy użytkowników
Невозможно получить статус связи с Nintendo Account,Nie można uzyskać statusu połączenia z kontem Nintendo
...готово,...gotowe
Невозможно получить число записей об ошибках,Nie można uzyskać liczby wpisów o błędach
Невозможно прочитать общие тикеты,Nie można odczytać wspólnych biletów
Невозможно прочитать персонализированные тикеты,Nie można odczytać spersonalizowanych biletów
Невозможно разобрать content meta,Nie można sparsować metadanych zawartości
Невозможно разобрать content meta. Неожиданная ошибка,Nie można sparsować metadanych zawartości. Nieoczekiwany błąd
Невозможно разобрать content meta. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,Nie można sparsować metadanych zawartości. PRZESTARZAŁE OPROGRAMOWANIE. Wymagana aktualizacja HOS
Невозможно разобрать nca. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,Nie można sparsować nca. PRZESTARZAŁE OPROGRAMOWANIE. Wymagana aktualizacja HOS
Невозможно разобрать индекс кеша,Nie można sparsować indeksu pamięci podręcznej
Невозможно распаковать '{}':,Nie można rozpakować '{}':
Невозможно скопировать файл\n   '{}'\n➡ '{}'\n,Nie można skopiować pliku\n   '{}'\n➡ '{}'\n
Невозможно смонтировать сохранение,Nie można zamontować zapisu
Невозможно смонтировать устройство сохраниения,Nie można zamontować urządzenia zapisu
Невозможно создать выходной zip-файл: ,Nie można utworzyć wyjściowego pliku zip:
Невозможно создать каталог,Nie można utworzyć katalogu
Невозможно создать каталог '{}':,Nie można utworzyć katalogu '{}':
Невозможно создать файл,Nie można utworzyć pliku
Невозможно создать файл '{}':,Nie można utworzyć pliku '{}':
Недопустимый идентификатор,Nieprawidłowy identyfikator
Неизвестная игра [{:016x}],Nieznana gra [{:016x}]
: {:>4} сохранение,: {:>4} zapis
Неизвестно,Nieznany
Неизвестный тайтл,Nieznany tytuł
Неиспользуемый тикет: ,Nieużywany bilet:
Немецкий,Niemiecki
Неправильное хранилище,Nieprawidłowa pamięć masowa
Неправильный родительский объект,Nieprawidłowy obiekt nadrzędny
Нет,Nie
Нет ,Nie
Нет VFS. Прекращение работы,Brak VFS. Zatrzymywanie pracy
Нет exefs VFS. Прекращение работы,Brak exefs VFS. Zatrzymywanie pracy
: {:>4} сохранений,: {:>4} zapisów
Нет logo VFS. Прекращение работы,Brak logo VFS. Zatrzymywanie pracy
Нет romfs VFS. Прекращение работы,Brak romfs VFS. Zatrzymywanie pracy
Нет лого,Brak logo
Нечего устанавливать,Nic do zainstalowania
Никнейм консоли         : {},Nazwa konsoli         : {}
Но у гиби транзисторы собирают с,Ale u Gibi tranzystory zbiera się z
Новое имя для '{}',Nowa nazwa dla '{}'
Новый каталог,Nowy katalog
Новый размер сохранения в МБ,Nowy rozmiar zapisu w MB
Новый рейтинг (-1 для удаления),Nowa ocena (-1 aby usunąć)
: {:>4} сохранения,: {:>4} zapisy
Номер страницы,Numer strony
Ночь,Noc
Нужен связанный аккаунт,Wymagane połączone konto
ОШИБКА ПОЛУЧЕНИЯ ЭКСТРА ДАННЫХ,BŁĄD POBIERANIA DODATKOWYCH DANYCH
Обнаружены недопустимые символы,Wykryto nieprawidłowe znaki
Обновить DBI,Zaktualizuj DBI
Обновить DBI из этого файла,Zaktualizuj DBI z tego pliku
Обновить TitleDB,Zaktualizuj TitleDB
   {:>3} мин,   {:>3} min
Обновление TitleDB,Aktualizacja TitleDB
Обновление базы данных...,Aktualizowanie bazy danych...
Обновление версии до {} {}\n\nНажмите (+) для продолжения\nЛюбую другую кнопку для отмены,"Aktualizacja do wersji {} {}\n\nNaciśnij (+), aby kontynuować\nDowolny inny przycisk, aby anulować"
Обновление времени...,Aktualizacja czasu...
Обновление закончено\n\nНажмите любую кнопку\nдля перезапуска DBI,Aktualizacja zakończona\n\nNaciśnij dowolny przycisk\naby ponownie uruchomić DBI
Обновление фейковой записи {} ➡ [v{}],Aktualizacja fałszywego wpisu {} ➡ [v{}]
Обновление. Пожалуйста подождите...,Aktualizacja. Proszę czekać...
Обновляется запись об игре...,Aktualizowanie wpisu gry...
Обрабатывается запись {:016X},Przetwarzanie wpisu {:016X}
Обратный альбом (180°),Odwrócona pozioma (180°)
Обратный портрет (270°),Odwrócona pionowa (270°)
Общее время активной игры     : {} часов,Całkowity czas aktywnej gry     : {} godzin
Общее время дампа {:d}:{:02d}:{:02d},Całkowity czas zrzutu {:d}:{:02d}:{:02d}
Общее время запущенных игр    : {} часов,Całkowity czas uruchomionych gier    : {} godzin
Общее время игры      : -,Całkowity czas gry      : -
Общее время игры      : {:d} часов {:02d} минут,Całkowity czas gry      : {:d} godzin {:02d} minut
Общее время установки: {:d}:{:02d}:{:02d},Całkowity czas instalacji: {:d}:{:02d}:{:02d}
Общее время: {:02}:{:02}:{:02},Całkowity czas: {:02}:{:02}:{:02}
Общее занимаемое место: N:{} + S:{} = {},Całkowite zajmowane miejsce: N:{} + S:{} = {}
Общее число запусков  : -,Całkowita liczba uruchomień  : -
Общее число игровых сессий    : {},Całkowita liczba sesji gier    : {}
Общие,Ogólne
Общий размер передачи  : ,Całkowity rozmiar transferu  :
Общий размер установки : ,Całkowity rozmiar instalacji :
Общий размер установки: {},Całkowity rozmiar instalacji: {}
Объединение списков,Łączenie list
Объект {} не допустим,Obiekt {} jest nieprawidłowy
Объект {} не может быть создан,Nie można utworzyć obiektu {}
Объект не открыт для редактирования,Obiekt nie jest otwarty do edycji
Объект удалён,Obiekt usunięty
Bluetooth MAC адрес   : {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X},Adres MAC Bluetooth   : {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X}
Объект уже открыт для редактирования,Obiekt jest już otwarty do edycji
Огибка получения адреса сокета: {} {},Błąd pobierania adresu gniazda: {} {}
Ожидаемый размер: {},Oczekiwany rozmiar: {}
Ожидается ,Oczekiwano
Ожидается большой (>4GB) файл,Oczekiwano dużego (>4GB) pliku
Ожидается запуск dbibackend на стороне ПК...,Oczekiwanie na uruchomienie dbibackend po stronie PC...
Ожидание включения интерфейса: ,Oczekiwanie na włączenie interfejsu:
Ожидание: {} секунд,Oczekiwanie: {} sekund
Ожидание: {} секунда,Oczekiwanie: {} sekunda
Ожидание: {} секунды,Oczekiwanie: {} sekundy
CDIR в листинге,CDIR w listingu
Ориентация,Orientacja
Ориентация...,Orientacja...
Освобождено места в NAND: ,Zwolnione miejsce w NAND:
Освобождено места на SD : ,Zwolnione miejsce na SD:
Основной SDK не найден. Пробуем мультипрограмный вариант,Główny SDK nie został znaleziony. Próba wariantu wieloprogramowego
Оставить сохранения,Pozostaw zapisy
Осталось ходов:    {:>3},Pozostało ruchów:  {:>3}
Остаток файла пропускается,Pomijanie pozostałej części pliku
Отключение связи с мобильным приложением...,Odłączanie od aplikacji mobilnej...
Configuration Id1     : {},Configuration Id1     : {}
Открываем папку прошивки...,Otwieranie folderu oprogramowania...
Открыть,Otwórz
Открыть вторую панель,Otwórz drugi panel
Открыть как 7Z,Otwórz jako 7Z
Открыть как RAR,Otwórz jako RAR
Открыть как ZIP,Otwórz jako ZIP
Открыть как hex,Otwórz jako hex
Открыть как текст,Otwórz jako tekst
Открыть контент по MTP,Otwórz zawartość przez MTP
Открыть папку LFS,Otwórz folder LFS
Content meta не найден. Установка прервана,Nie znaleziono metadanych zawartości. Instalacja przerwana
Отослано {}/{} байт,Wysłano {}/{} bajtów
Отсутствуют ES сигпатчи!,Brakujące sigpatche ES!
Очистка /atmosphere/contents,Czyszczenie /atmosphere/contents
Очистка кеша rightsId...,Czyszczenie cache rightsId...
Очистка папки...,Czyszczenie folderu...
Очистка плейсхолдеров...,Czyszczenie placeholderów...
Очистка системы от мусора,Czyszczenie systemu ze śmieci
Очистка сохранений,Czyszczenie zapisów
Очистка...,Czyszczenie...
Ошибка FTP сервера,Błąd serwera FTP
DBI Просмотр альбома,DBI Przeglądanie albumu
Ошибка во время копирования файла,Błąd podczas kopiowania pliku
Ошибка во время обновления тайтла,Błąd podczas aktualizacji tytułu
Ошибка выделения сокета: {},Błąd alokacji gniazda: {}
Ошибка завершения соединения: {},Błąd zamykania połączenia: {}
Ошибка загрузки картинки,Błąd ładowania obrazka
Ошибка загрузки файла из альбома: {},Błąd ładowania pliku z albumu: {}
Ошибка закрытия сокета: {},Błąd zamykania gniazda: {}
Ошибка записи файла: {},Błąd zapisu pliku: {}
Ошибка изменения размера файла,Błąd zmiany rozmiaru pliku
Ошибка инициализации {}: {},Błąd inicjalizacji {}: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз","DPAD i drążki - przewijanie, L - str. w górę, R - str. w dół"
Ошибка опроса сокета: {},Błąd odpytywania gniazda: {}
Ошибка открытия каталога: {},Błąd otwierania katalogu: {}
Ошибка открытия сокета: {},Błąd otwierania gniazda: {}
Ошибка открытия файла,Błąd otwierania pliku
Ошибка открытия файла '{}': {},Błąd otwierania pliku '{}': {}
Ошибка открытия файла: {},Błąd otwierania pliku: {}
Ошибка отсылки: {},Błąd wysyłania: {}
Ошибка переименования: {},Błąd zmiany nazwy: {}
Ошибка подключения: {},Błąd połączenia: {}
Ошибка подмены SDK: {},Błąd podmiany SDK: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз, R3 - Текст/Hex","DPAD i drążki - przewijanie, L - str. w górę, R - str. w dół, R3 - Tekst/Hex"
Ошибка получения адреса узла: {},Błąd uzyskiwania adresu hosta: {}
Ошибка получения внеочередных данных: {},Błąd odbierania danych pozapasmowych: {}
Ошибка получения имени сокета: {} {},Błąd pobierania nazwy gniazda: {} {}
Ошибка получения информаци о файле: {},Błąd pobierania informacji o pliku: {}
Ошибка получения размера файла: {},Błąd pobierania rozmiaru pliku: {}
