original,translation
Дата первого игрового события : {},首次游戏事件日期 : {}
Действия с файлами,文件操作
Действия с файлами ({}),文件操作 ({})
 Логин пользователя \x1b[36;1m{}\x1b[37;1m,用户登录 \x1b[36;1m{}\x1b[37;1m
Декабрь,十二月
День,日间
Диаграмма активности,活动图表
Для бекапов,备份
Для выхода нажмите любую кнопку,按任意键退出
Для дампов,转储
Для логов,日志
Добавить в любимые,添加到收藏夹
Добавлять суффикс к имени файла,在文件名后添加后缀
Достаточное питание            : {},电源充足            : {}
 Переключение на игру, 切换到游戏
Европа,欧洲
Есть исправление RCM бага   : {},有 RCM 漏洞修复   : {}
"Есть несохранёные изменения.\nВы хотите их сохранить?\n\n(+) - Да, сохранить\n\n(-) - Выйти без сохранения\n\nДругая кнопка - Отмена",有未保存的更改。\n您想保存它们吗？\n\n(+) - 是，保存\n\n(-) - 不保存退出\n\n其他键 - 取消
Желаемая версия: {},所需版本：{}
Журнал активности,活动日志
Журналирование действий,活动日志
Завершено,已完成
Загружается список обновлений...,正在下载更新列表...
Загружено ,已下载
Загрузка изображения...,正在加载图像...
 Режим работы изменился: {}, 操作模式已更改：{}
Загрузка текста...{}%,正在加载文本...{}%
Загрузка файла... {}%,正在加载文件... {}%
Задать размер файла {} не удалось: {},设置文件大小 {} 失败：{}
Закладки на SD,SD 卡书签
Закончено за {:02d}:{:02d}:{:02d},完成于 {:02d}:{:02d}:{:02d}
Закончилась память при посылке ответа,发送响应时内存不足
Закончились дополнительные буферы. Скорость записи на носитель слишком низка,额外缓冲区已用尽。介质写入速度太慢
Закрытие соединения,正在关闭连接
Закрытие соединения к {}:{},正在关闭到 {}:{} 的连接
 Сброс системных часов,重置系统时钟
Запаковать LFS в romfs.bin,将 LFS 打包到 romfs.bin
Запаковать в romfs.bin,打包到 romfs.bin
Запаковка папки в RomFS,将文件夹打包到 RomFS
Записанное время конца  : {},记录的结束时间  : {}
Записанное время начала : {},记录的开始时间 : {}
Запись в CAL0 разрешена     : {},允许写入 CAL0     : {}
Запись в файл...,正在写入文件...
Запись за пределами файла,写入超出文件范围
Заполнение нулями,正在用零填充
Заполнить свободное место на SD нулями,用零填充 SD 卡上的可用空间
 Сворачивание игры, 最小化游戏
Запрет захвата видео,禁止视频录制
Запрет скриншотов,禁止截图
Запрещено,禁止
Запрос на удаление ,删除请求
Запускавшиеся игры,已启动的游戏
Запускать точку доступа,启动接入点
Запустить FTP сервер,启动 FTP 服务器
Запустить FTP сервер...,启动 FTP 服务器...
Запустить HTTP сервер,启动 HTTP 服务器
Запустить HTTP сервер...,启动 HTTP 服务器...
 Состояние электропитания изменилось: {}, 电源状态已更改：{}
Запустить МТР соединение,启动 MTP 连接
Запустить случайную игру,启动随机游戏
Заряд батареи                  : {},电池电量                  : {}
Заряд батареи                  : {}%,电池电量                  : {}%
Заряд батареи (сырое значение) : {}%,电池电量（原始值） : {}%
Зарядка батареи                : {},电池充电                : {}
Здесь пусто,这里是空的
Игра анонсирует SDK {},游戏 SDK {}
" и {} новое DLC,"," 和 {} 个新 DLC,"
"Игра анонсирует более новый SDK ({}), чем текущая прошивка ({})",游戏 SDK ({}) 高于当前固件 ({})
Игра использует titleId от дополнения,游戏使用了附加内容的 titleId
Игра использует titleId от обновления,游戏使用了更新的 titleId
Извлечь в LFS,提取到 LFS
Изменение размера сохранения на {} [{}]...,正在将存档大小调整为 {} [{}]...
Изменить версию DLC (десятичную),更改 DLC 版本（十进制）
Изменить номер DLC (десятичный),更改 DLC 编号（十进制）
Изменить номер DLC (шестнадцатеричный),更改 DLC 编号（十六进制）
Изменён размер SaveFS,SaveFS 大小已更改
"    Великий колдун сказал, что ракеты",    伟大的巫师说，火箭
" и {} новых DLC,"," 和 {} 个新 DLC,"
Импорт исправленного тикета...,正在导入已修复的凭证...
Импорт тикета...,正在导入凭证...
Имя     : ,名称     :
"Имя каталога\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать",目录名称\n'{}'\n包含无效字符。\n无法创建。\n\n按 A - 中止，B - 跳过，X - 重命名
"Имя файла\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать",文件名\n'{}'\n包含无效字符。\n无法创建。\n\n按 A - 中止，B - 跳过，X - 重命名
Инсталлируется romfs.bin,正在安装 romfs.bin
Инструменты,工具
Информация о зарядке батареи,电池充电信息
Информация о контенте,内容信息
Информация о контенте ({}),内容信息 ({})
 сортировка по дате создания, 按创建日期排序
Информация о прошивке,固件信息
Информация о системе,系统信息
Информация о сохранении,存档信息
Информация о сохранении...,存档信息...
Информация о тикете,凭证信息
Информация о тикете...,凭证信息...
Информация об NSP,NSP 信息
Информация об атмосфере,Atmosphere 信息
Информация об игровой активности,游戏活动信息
Информация об источние питания,电源信息
 сортировка по имени, 按名称排序
Информация об оборудовании,硬件信息
Информация...,信息...
Испанский,西班牙语
Использовано дополнительной памяти: {}. Создано буферов: {},已用额外内存：{}。已创建缓冲区：{}
Использовать 5 GHz,使用 5 GHz
Использовать MSG_WAITALL в recv,在 recv 中使用 MSG_WAITALL
Использовать для неё TitleID,为其使用 TitleID
Использовать папку для...,使用文件夹用于...
Использовать разгон,使用超频
Использовать скрытый SSID,使用隐藏 SSID
 сортировка по имени игры, 按游戏名称排序
Используется ,正在使用
Используется USB{},正在使用 USB{}
"Испытания ракет продолжаются,",火箭试验仍在继续，
Источник питания                : {},电源                : {}
Итальянский,意大利语
Ищется control для ProgramId {},正在为 ProgramId {} 搜索 control
Ищется exefs/romfs для ProgramId {},正在为 ProgramId {} 搜索 exefs/romfs
Ищется exefs/romfs/logo для ProgramId {},正在为 ProgramId {} 搜索 exefs/romfs/logo
Ищется {},正在搜索 {}
 сортировка по месту установки, 按安装位置排序
Июль,七月
Июнь,六月
Канадский французский,加拿大法语
"Когда ваше устройство подключится, нажмите любую кнопку",当您的设备连接后，请按任意键
Код партии батареи    : {} ({}),电池批号    : {} ({})
Кодировка,编码
Конвертация в фейковые ,转换为伪凭证
Конец игры            : -,游戏结束            : -
Конец игры            : {},游戏结束            : {}
 сортировка по общему размеру, 按总大小排序
Контент уже на месте,内容已就位
Копирование IVFC слой {} в nca: {},正在将 IVFC 层 {} 复制到 nca：{}
Копирование PFS0 в nca,正在将 PFS0 复制到 nca
Копирование PFS0 хэш таблицы в nca,正在将 PFS0 哈希表复制到 nca
Копирование SDK {} в файл: {}...,正在将 SDK {} 复制到文件：{}...
Копировать,复制
Корейский,韩语
Корень не найден,未找到根目录
Корень сохранения не существует,存档根目录不存在
 сортировка по пользователю, 按用户排序
Корея,韩国
Курсор на обеих панелях,双面板光标
Латиноамериканский испанский,拉丁美洲西班牙语
Май,五月
Март,三月
Масштаб: По ширине,缩放：适应宽度
Масштаб: По экрану,缩放：适应屏幕
Масштаб: Точка в точку,缩放：点对点
Масштаб: Увеличение x2,缩放：放大 x2
 сортировка по порядку игры, 按游戏顺序排序
Место в  NAND         : {},NAND 空间         : {}
Место на SD карте     : {},SD 卡空间     : {}
Место на приставке не занято,主机上未占用空间
Место установки        : ,安装位置        :
Мета контент отсутствует,内容元数据缺失
Миссия провалена\n\nНажмите А для выхода,任务失败\n\n按 A 退出
Миссия успешна\n\nОсталось ходов: {}\n\nНажмите А для выхода,任务成功\n\n剩余移动次数：{}\n\n按 A 退出
Модификация файла не удалась,文件修改失败
На выбранном устройстве нет достаточного свободного места для установки,所选设备没有足够的可用空间进行安装
На месте нет достаточно свободного места,没有足够的可用空间
 сортировка по размеру, 按大小排序
Нажмите (+) для перезаписи конфига обновлённым\n\nЛюбую другую кнопку для пропуска,按 (+) 用更新后的配置覆盖\n\n按其他任意键跳过
"Нажмите (+) для удаления, любую другую кнопку для пропуска...\n (-) Удалять все, больше не спрашивая",按 (+) 删除，按其他任意键跳过...\n (-) 全部删除，不再询问
"Нажмите A, чтобы продолжить, другую кнопку, чтобы выйти",按 A 继续，按其他键退出
"Нажмите B, чтобы вернуться",按 B 返回
Нажмите любую кнопку,按任意键
Название: ,名称：
Найден SDK: {},找到 SDK：{}
Найден {} зарегистрированный контент-файл,找到 {} 个已注册的内容文件
Найден {} контент-файл,找到 {} 个内容文件
Найден {} пользователь,找到 {} 个用户
%% заряд-разряд    : {},%% 充放电    : {}
Найден {} потерянный контент-файл,找到 {} 个丢失的内容文件
Найден {} файл,找到 {} 个文件
Найден {} файл с ошибками,发现 {} 个文件有错误
Найден и удалён {} неиспользуемый тикет,找到并删除了 {} 个未使用的凭证
Найдена {} запись об игре,找到 {} 条游戏记录
Найдена {} запись об ошибках,找到 {} 条错误记录
Найдена {} установленная игра,找到 {} 个已安装的游戏
Найдено {} записей об играх,找到 {} 条游戏记录
Найдено {} записей об ошибках,找到 {} 条错误记录
Найдено {} записи об играх,找到 {} 条游戏记录
    Дело здесь в одном из основных,    这其中的原因在于沙多克逻辑的
({}/{}) Устанавливается {},({}/{}) 正在安装 {}
Найдено {} записи об ошибках,找到 {} 条错误记录
Найдено {} зарегистрированных контент-файла,找到 {} 个已注册的内容文件
Найдено {} зарегистрированных контент-файлов,找到 {} 个已注册的内容文件
Найдено {} контент-файла,找到 {} 个内容文件
Найдено {} контент-файлов,找到 {} 个内容文件
Найдено {} обновление,找到 {} 个更新
Найдено {} обновлений,找到 {} 个更新
Найдено {} обновления,找到 {} 个更新
Найдено {} пользователей,找到 {} 个用户
Найдено {} пользователя,找到 {} 个用户
Найдено {} потерянных контент-файла,找到 {} 个丢失的内容文件
Найдено {} потерянных контент-файлов,找到 {} 个丢失的内容文件
Найдено {} сохранение,找到 {} 个存档
Найдено {} сохранение...,找到 {} 个存档...
Найдено {} сохранений,找到 {} 个存档
Найдено {} сохранений...,找到 {} 个存档...
Найдено {} сохранения,找到 {} 个存档
Найдено {} сохранения...,找到 {} 个存档...
Найдено {} установленные игры,找到 {} 个已安装的游戏
Найдено {} установленных игр,找到 {} 个已安装的游戏
Найдено {} файла,找到 {} 个文件
Найдено {} файла с ошибками,发现 {} 个文件有错误
Найдено {} файлов,找到 {} 个文件
Найдено {} файлов с ошибками,发现 {} 个文件有错误
Найдено и удалено {} неиспользуемых тикета,找到并删除了 {} 个未使用的凭证
Найдено и удалено {} неиспользуемых тикетов,找到并删除了 {} 个未使用的凭证
Найдено существующее сохранение. Восстанавливаю бекап в него...,找到现有存档。正在将备份恢复到其中...
Настройки,设置
Настройки DBI,DBI 设置
Настройки FB2,FB2 设置
Начало игры           : -,游戏开始           : -
Начало игры           : {},游戏开始           : {}
Начало создания Control.nca,开始创建 Control.nca
Начало создания Program.nca,开始创建 Program.nca
Начало установки. Место установки: ,开始安装。安装位置：
Начать установку,开始安装
Не доступно,不可用
Не известно,未知
"Не найден USB диск, который смог бы вместить получившийся дамп. Убедитесь, что он отформатирован в ExFAT.",未找到可以容纳生成的转储的 USB 驱动器。请确保其格式为 ExFAT。
Не найдены требуемые тикеты,未找到所需的凭证
. Время простоя \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m,. 待机时间 \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m
Не получилось создать NSP,无法创建 NSP
Не удалось получить список,无法获取列表
Не удалось установить аватар\n{},设置头像失败\n{}
Не установлен,未设置
Невозможно найти путь,无法找到路径
Невозможно открыть папку журналов ошибок,无法打开错误日志文件夹
Невозможно переименовать '{}' в '{}':,无法将 '{}' 重命名为 '{}'：
Невозможно получить список LFS,无法获取 LFS 列表
Невозможно получить список пользователей,无法获取用户列表
Невозможно получить статус связи с Nintendo Account,无法获取 Nintendo Account 关联状态
...готово,...完成
Невозможно получить число записей об ошибках,无法获取错误记录数
Невозможно прочитать общие тикеты,无法读取通用凭证
Невозможно прочитать персонализированные тикеты,无法读取个人凭证
Невозможно разобрать content meta,无法解析内容元数据
Невозможно разобрать content meta. Неожиданная ошибка,无法解析内容元数据。意外错误
Невозможно разобрать content meta. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,无法解析内容元数据。固件已过时。需要更新 HOS
Невозможно разобрать nca. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,无法解析 nca。固件已过时。需要更新 HOS
Невозможно разобрать индекс кеша,无法解析缓存索引
Невозможно распаковать '{}':,无法解压 '{}'：
Невозможно скопировать файл\n   '{}'\n➡ '{}'\n,无法复制文件\n   '{}'\n➡ '{}'\n
Невозможно смонтировать сохранение,无法挂载存档
Невозможно смонтировать устройство сохраниения,无法挂载存档设备
Невозможно создать выходной zip-файл: ,无法创建输出 zip 文件：
Невозможно создать каталог,无法创建目录
Невозможно создать каталог '{}':,无法创建目录 '{}'：
Невозможно создать файл,无法创建文件
Невозможно создать файл '{}':,无法创建文件 '{}'：
Недопустимый идентификатор,无效标识符
Неизвестная игра [{:016x}],未知游戏 [{:016x}]
: {:>4} сохранение,: {:>4} 个存档
Неизвестно,未知
Неизвестный тайтл,未知标题
Неиспользуемый тикет: ,未使用的凭证：
Немецкий,德语
Неправильное хранилище,存储不正确
Неправильный родительский объект,父对象不正确
Нет,否
Нет ,否
Нет VFS. Прекращение работы,无 VFS。正在中止
Нет exefs VFS. Прекращение работы,无 exefs VFS。正在中止
: {:>4} сохранений,: {:>4} 个存档
Нет logo VFS. Прекращение работы,无 logo VFS。正在中止
Нет romfs VFS. Прекращение работы,无 romfs VFS。正在中止
Нет лого,无标志
Нечего устанавливать,无可安装内容
Никнейм консоли         : {},主机昵称         : {}
Но у гиби транзисторы собирают с,但吉比人是从菜园里生长的
Новое имя для '{}','{}' 的新名称
Новый каталог,新目录
Новый размер сохранения в МБ,新的存档大小（MB）
Новый рейтинг (-1 для удаления),新评级（-1 为删除）
: {:>4} сохранения,: {:>4} 个存档
Номер страницы,页码
Ночь,夜间
Нужен связанный аккаунт,需要关联账户
ОШИБКА ПОЛУЧЕНИЯ ЭКСТРА ДАННЫХ,获取额外数据时出错
Обнаружены недопустимые символы,检测到无效字符
Обновить DBI,更新 DBI
Обновить DBI из этого файла,从此文件更新 DBI
Обновить TitleDB,更新 TitleDB
   {:>3} мин,   {:>3} 分钟
Обновление TitleDB,更新 TitleDB
Обновление базы данных...,正在更新数据库...
Обновление версии до {} {}\n\nНажмите (+) для продолжения\nЛюбую другую кнопку для отмены,更新至版本 {} {}\n\n按 (+) 继续\n按其他任意键取消
Обновление времени...,正在更新时间...
Обновление закончено\n\nНажмите любую кнопку\nдля перезапуска DBI,更新完成\n\n按任意键\n重启 DBI
Обновление фейковой записи {} ➡ [v{}],更新伪记录 {} ➡ [v{}]
Обновление. Пожалуйста подождите...,正在更新。请稍候...
Обновляется запись об игре...,正在更新游戏记录...
Обрабатывается запись {:016X},正在处理记录 {:016X}
Обратный альбом (180°),反向横向 (180°)
Обратный портрет (270°),反向纵向 (270°)
Общее время активной игры     : {} часов,总活跃游戏时间     : {} 小时
Общее время дампа {:d}:{:02d}:{:02d},总转储时间 {:d}:{:02d}:{:02d}
Общее время запущенных игр    : {} часов,总游戏启动时间    : {} 小时
Общее время игры      : -,总游戏时间      : -
Общее время игры      : {:d} часов {:02d} минут,总游戏时间      : {:d} 小时 {:02d} 分钟
Общее время установки: {:d}:{:02d}:{:02d},总安装时间：{:d}:{:02d}:{:02d}
Общее время: {:02}:{:02}:{:02},总时间：{:02}:{:02}:{:02}
Общее занимаемое место: N:{} + S:{} = {},总占用空间：N:{} + S:{} = {}
Общее число запусков  : -,总启动次数  : -
Общее число игровых сессий    : {},总游戏会话数    : {}
Общие,通用
Общий размер передачи  : ,总传输大小  :
Общий размер установки : ,总安装大小 :
Общий размер установки: {},总安装大小：{}
Объединение списков,正在合并列表
Объект {} не допустим,对象 {} 无效
Объект {} не может быть создан,无法创建对象 {}
Объект не открыт для редактирования,对象未打开以供编辑
Объект удалён,对象已删除
Bluetooth MAC адрес   : {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X},蓝牙 MAC 地址   : {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X}
Объект уже открыт для редактирования,对象已打开以供编辑
Огибка получения адреса сокета: {} {},获取套接字地址时出错：{} {}
Ожидаемый размер: {},预期大小：{}
Ожидается ,需要
Ожидается большой (>4GB) файл,需要大文件 (>4GB)
Ожидается запуск dbibackend на стороне ПК...,正在等待 PC 端启动 dbibackend...
Ожидание включения интерфейса: ,正在等待接口启用：
Ожидание: {} секунд,等待：{} 秒
Ожидание: {} секунда,等待：{} 秒
Ожидание: {} секунды,等待：{} 秒
CDIR в листинге,列表中的 CDIR
Ориентация,方向
Ориентация...,方向...
Освобождено места в NAND: ,NAND 释放空间：
Освобождено места на SD : ,SD 卡释放空间：
Основной SDK не найден. Пробуем мультипрограмный вариант,未找到主 SDK。正在尝试多程序变体
Оставить сохранения,保留存档
Осталось ходов:    {:>3},剩余移动次数：    {:>3}
Остаток файла пропускается,正在跳过文件剩余部分
Отключение связи с мобильным приложением...,正在取消与移动应用的关联...
Configuration Id1     : {},Configuration Id1     : {}
Открываем папку прошивки...,正在打开固件文件夹...
Открыть,打开
Открыть вторую панель,打开第二面板
Открыть как 7Z,以 7Z 方式打开
Открыть как RAR,以 RAR 方式打开
Открыть как ZIP,以 ZIP 方式打开
Открыть как hex,用十六进制打开
Открыть как текст,以文本方式打开
Открыть контент по MTP,通过 MTP 打开内容
Открыть папку LFS,打开 LFS 文件夹
Content meta не найден. Установка прервана,未找到内容元数据。安装已中止
Отослано {}/{} байт,已发送 {}/{} 字节
Отсутствуют ES сигпатчи!,缺少 ES 签名补丁！
Очистка /atmosphere/contents,正在清理 /atmosphere/contents
Очистка кеша rightsId...,正在清理 rightsId 缓存...
Очистка папки...,正在清理文件夹...
Очистка плейсхолдеров...,正在清理占位符...
Очистка системы от мусора,清理系统垃圾
Очистка сохранений,正在清理存档
Очистка...,正在清理...
Ошибка FTP сервера,FTP 服务器错误
DBI Просмотр альбома,DBI 相册浏览器
Ошибка во время копирования файла,复制文件时出错
Ошибка во время обновления тайтла,更新标题时出错
Ошибка выделения сокета: {},分配套接字时出错：{}
Ошибка завершения соединения: {},终止连接时出错：{}
Ошибка загрузки картинки,加载图片时出错
Ошибка загрузки файла из альбома: {},从相册加载文件时出错：{}
Ошибка закрытия сокета: {},关闭套接字时出错：{}
Ошибка записи файла: {},写入文件时出错：{}
Ошибка изменения размера файла,调整文件大小时出错
Ошибка инициализации {}: {},初始化 {} 时出错：{}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз","方向键和摇杆 - 滚动, L - 上一页, R - 下一页"
Ошибка опроса сокета: {},轮询套接字时出错：{}
Ошибка открытия каталога: {},打开目录时出错：{}
Ошибка открытия сокета: {},打开套接字时出错：{}
Ошибка открытия файла,打开文件时出错
Ошибка открытия файла '{}': {},打开文件 '{}' 时出错：{}
Ошибка открытия файла: {},打开文件时出错：{}
Ошибка отсылки: {},发送时出错：{}
Ошибка переименования: {},重命名时出错：{}
Ошибка подключения: {},连接时出错：{}
Ошибка подмены SDK: {},替换 SDK 时出错：{}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз, R3 - Текст/Hex","方向键和摇杆 - 滚动, L - 上一页, R - 下一页, R3 - 文本/十六进制"
Ошибка получения адреса узла: {},获取主机地址时出错：{}
Ошибка получения внеочередных данных: {},获取带外数据时出错：{}
Ошибка получения имени сокета: {} {},获取套接字名称时出错：{} {}
Ошибка получения информаци о файле: {},获取文件信息时出错：{}
Ошибка получения размера файла: {},获取文件大小时出错：{}
Ошибка получения флагов сокета: {},获取套接字标志时出错：{}
Ошибка получения хранилища {},获取存储 {} 时出错
Ошибка получения: {},接收时出错：{}
Ошибка получения: {} {},接收时出错：{} {}
Ошибка посылки файла: {},发送文件时出错：{}
   Получение списка бекапов...   ,   正在获取备份列表...
Ошибка привязки сокета к порту {}: {},将套接字绑定到端口 {} 时出错：{}
Ошибка привязки: {},绑定时出错：{}
Ошибка принятия соединения: {} {},接受连接时出错：{} {}
Ошибка приёма соединения: {},接受连接时出错：{}
Ошибка проверси метки сокета: {},检查套接字标记时出错：{}
Ошибка прослушивания: {},监听时出错：{}
Ошибка прослушки сокета: {},监听套接字时出错：{}
Ошибка сжатия,压缩错误
Ошибка создания каталога: {},创建目录时出错：{}
Ошибка создания сокета: {},创建套接字时出错：{}
DPAD/Стики - Навигация по страницам\n\n     ZR+ZL - Переход к странице... \n\n       L/R - Навигация по главам   \n\n       (-) - Эта подсказка         \n\n       (+) - Меню                  ,DPAD/摇杆 - 页面导航\n\n     ZR+ZL - 跳转页面... \n\n       L/R - 章节导航   \n\n       (-) - 帮助         \n\n       (+) - 菜单
Ошибка создания сохранения,创建存档时出错
Ошибка удаления каталога: {},删除目录时出错：{}
Ошибка удаления файла: {},删除文件时出错：{}
Ошибка установки флагов сокета: {},设置套接字标志时出错：{}
Ошибка чтения записи об игре: {},读取游戏记录时出错：{}
Ошибка чтения каталога: {},读取目录时出错：{}
Ошибка чтения регистров max17050: ,读取 max17050 寄存器时出错：
Ошибка чтения сохранённых параметров контроллера: ,读取保存的控制器参数时出错：
Ошибка чтения файла: {},读取文件时出错：{}
DeviceId                : {0:} ({0:016X}),DeviceId                : {0:} ({0:016X})
Ошибок не найдено,未发现错误
Ошибочный номер DLC (Должен быть в диапазоне 0x001-0x7FF),DLC 编号错误（应在 0x001-0x7FF 范围内）
Ошибочный номер DLC (Должен быть в диапазоне 1-2047),DLC 编号错误（应在 1-2047 范围内）
"Ошибочный тикет {0}: kg {1:02X}, pm {2:02X}","错误的凭证 {0}: kg {1:02X}, pm {2:02X}"
Папка LFS не найдена,未找到 LFS 文件夹
Папка для бекапа сохранений,存档备份文件夹
Папка для дампа игр,游戏转储文件夹
Папка журналов,日志文件夹
Папка обновления очищена,更新文件夹已清除
DramId                  : {} ({}),DramId                  : {} ({})
Параметры FTP,FTP 参数
Параметры MTP,MTP 参数
Параметры установки,安装参数
Пароль,密码
Перевернуть джойконы,翻转 Joy-Con
Перевернуть экран,翻转屏幕
Передача окончена,传输完成
Переименование объекта,重命名对象
Переименовать,重命名
Перейти к первой странице,转到第一页
Emummc включён              : {},EmuMMC 已启用              : {}
Перейти к последней странице,转到最后一页
Перейти к странице...,转到页面...
Переместить,移动
Переместить в NAND,移动到 NAND
Переместить на SD карту,移动到 SD 卡
"Перемещение {} ({}, {}) в {}","正在将 {} ({}, {}) 移动到 {}"
Перемещение {} записей,正在移动 {} 条记录
Перемещение {} записи,正在移动 {} 条记录
Перемещение {} игр,正在移动 {} 个游戏
Перемещение {} игры,正在移动 {} 个游戏
FTP сервер (нажмите B для остановки),FTP 服务器（按 B 停止）
Перемещение контента,移动内容
Перенос строк,自动换行
Переносить слова,自动换行
Переоткрытие ФС сохранения: {},正在重新打开存档文件系统：{}
Пишется новая запись о контенте...,正在写入新的内容记录...
Пишется новый cnmt.nca...,正在写入新的 cnmt.nca...
Платформа               : {},平台               : {}
Подготовка...,正在准备...
Подключаемся к {}...,正在连接到 {}...
FullCap              : {:04x} ({} mAh),FullCap              : {:04x} ({} mAh)
Подключено к {}:{},已连接到 {}:{}
Подмена SDK,SDK 替换
Подменить SDK,替换 SDK
Подсвечивать файлы обновлений,高亮显示更新文件
Подсчитывается размер установки...,正在计算安装大小...
Подсчитывается размер установки...{}%,正在计算安装大小...{}%
Подсчитываются объекты в альбоме в NAND,正在计算 NAND 相册中的项目
Подсчитываются объекты в альбоме на SD карте,正在计算 SD 卡相册中的项目
Подсчёт метаданных...,正在计算元数据...
Подсчёт основного хэша,正在计算主哈希
FullCapNom           : {:04x} ({} mAh),FullCapNom           : {:04x} ({} mAh)
Подсчёт хэша секции,正在计算分区哈希
"Пожалуйста, подключите вашу консоль к ПК кабелем USB Type-C или нажмите B",请使用 USB Type-C 数据线将您的主机连接到 PC，或按 B
"Пожалуйста, подождите...",请稍候...
Поиск записей об ошибках,正在搜索错误记录
Поиск неиспользуемых тикетов,正在搜索未使用的凭证
Поиск подготовленного системного обновления,正在搜索已准备好的系统更新
Поиск потерянных тайтлов,正在搜索丢失的标题
Поиск потерянных файлов в NAND,正在 NAND 中搜索丢失的文件
Поиск потерянных файлов на SD,正在 SD 卡上搜索丢失的文件
Поиск сохранений удалённых пользователей...,正在搜索已删除用户的存档...
Get chargeInfoFields : {},Get chargeInfoFields : {}
Показываемая версия     : {},显示版本     : {}
Показываемое название   : {},显示名称   : {}
Показывать 'Обновить отсюда',显示“从此处更新”
Показывать объединённый NSP,显示合并的 NSP
Показывать папку 'Mods&Cheats',显示“Mods&Cheats”文件夹
Показывать прогрев кеша,显示缓存预热
Показывать размер LFS (долго),显示 LFS 大小（慢）
Показывать секунды,显示秒数
Показывать часы в статусе,在状态栏显示时钟
Поколение ключа             : {},密钥代数             : {}
Git commit hash             : {:016X},Git commit hash             : {:016X}
Полная ёмкость     : {} mAh,满电容量     : {} mAh
Получен список из {} записей,收到 {} 条记录的列表
Получен список из {} записи,收到 {} 条记录的列表
Получение версий установленных игр,正在获取已安装游戏的版本
Получение информации из hac_versionlist...,正在从 hac_versionlist 获取信息...
Получение информации из системы...,正在从系统获取信息...
Получение информации об играх...,正在获取游戏信息...
Получение списка тикетов...,正在获取凭证列表...
Получение файла: {} МБ ({:.2f} МБ/сек),正在接收文件：{} MB ({:.2f} MB/秒)
Получение файла: {}/\x1b[36;1m{}\x1b[37;1m МБ (\x1b[32;1m{}%\x1b[37;1m) (\x1b[33;1m{:.2f}\x1b[37;1m МБ/сек),接收中: {}/\x1b[36;1m{}\x1b[37;1m MB (\x1b[32;1m{}%\x1b[37;1m) (\x1b[33;1m{:.2f}\x1b[37;1m MB/s)
   Получение списка бекапов...{}/{}    ,   正在获取备份列表...{}/{}
IavgEmpty            : {:04x},IavgEmpty            : {:04x}
Полученное время: {},接收到的时间：{}
Полученный размер: {},接收大小：{}
"Получено: {}, ({:.2f} МБ/сек)","已接收：{}, ({:.2f} MB/秒)"
Пользователь {} не найден. Создание сохранения невозможно,未找到用户 {}。无法创建存档
Пользователь не найден,未找到用户
Пользовательские хранилища,用户存储
Попытаться разобрать,尝试解析
Попытка исправить,正在尝试修复
Портрет (90°),纵向 (90°)
Португальский,葡萄牙语
"L+⬅-Начало, L+➡-Конец, ZL-Регистр, ZR-Ввод, Y-Пробел, X-Забой, R3-Язык","L+⬅-开始, L+➡-结束, ZL-大小写, ZR-回车, Y-空格, X-退格, R3-语言"
После удаления игры не будут запускаться,删除后游戏将无法启动
Посылается файл: {},正在发送文件：{}
Посылается файл: {}/\x1b[36;1m{}\x1b[37;1m МБ (\x1b[32;1m{}\x1b[37;1m%) (\x1b[33;1m{:.2f}\x1b[37;1m МБ/сек),发送中: {}/\x1b[36;1m{}\x1b[37;1m MB (\x1b[32;1m{}\x1b[37;1m%) (\x1b[33;1m{:.2f}\x1b[37;1m MB/s)
Превышен размер командного буфера,超出命令缓冲区大小
Предел входного тока            : {} mA,输入电流限制            : {} mA
Предел напряжения заряда батареи: {} mV,电池充电电压限制: {} mV
LFS мод.: -,LFS Mod: -
Предназначение          : {},用途          : {}
Предоставить по FTP,通过 FTP 提供
Предупреждения: ,警告：
Прекращение прослушивания на {}:{},正在停止在 {}:{} 上的监听
Прервано пользователем,用户已中止
Привязка к {}:{},正在绑定到 {}:{}
Принято соединение от {}:{},已接受来自 {}:{} 的连接
Проверить целостность,检查完整性
"LFS мод.: Присутствует, Размер: ",LFS 模组：存在，大小：
Проверка magic...,正在检查 magic...
"Проверка {} ({}, {}), {}","正在检查 {} ({}, {}), {}"
Проверка картриджа...,正在检查卡带...
Проверка на наличие  {}...,正在检查 {}...
Проверка обновлений,正在检查更新
Проверка обновлений игр,检查游戏更新
Проверка сохранений,检查存档
Проверка целостности ({}),检查完整性 ({})
Проверяется: {},正在验证：{}
