original,translation
Всего записей: {},Total de registros: {}
Всего освобождено места : ,Espacio total liberado: 
Всего отослано: {} ({}/сек),Total enviado: {} ({}/s)
Всего программ: {},Total de programas: {}
Вставить,Pegar
Вставка...,Insertando...
Всё время. Всего: {} час,Todo el tiempo. Total: {} hora
 Да ,Sí
Всё время. Всего: {} часа,Todo el tiempo. Total: {} horas
Всё время. Всего: {} часов,Todo el tiempo. Total: {} horas
Вы собираетесь удалить следующие бекапы:,Vas a eliminar las siguientes copias de seguridad:
Вы собираетесь удалить следующие игры:,Vas a eliminar los siguientes juegos:
Вы собираетесь удалить следующие сохранения:,Vas a eliminar las siguientes partidas guardadas:
Вы собираетесь удалить следующие тикеты:,Vas a eliminar los siguientes tiques:
Вы уверены в удалении {} записей?\n\n(+) - ДА   B - Отмена,¿Seguro que quieres eliminar {} registros?\n\n(+) - SÍ   B - Cancelar
Вы уверены в удалении {} записи?\n\n(+) - ДА   B - Отмена,¿Seguro que quieres eliminar {} registro?\n\n(+) - SÍ   B - Cancelar
Вы уверены в удалении {} объекта?\n\n(+) - ДА   B - Отмена,¿Seguro que quieres eliminar {} objeto?\n\n(+) - SÍ   B - Cancelar
Вы уверены в удалении {} объектов?\n\n(+) - ДА   B - Отмена,¿Seguro que quieres eliminar {} objetos?\n\n(+) - SÍ   B - Cancelar
    {:>2} сек,    {:>2} s
 Закрытие игры, Cerrar juego
"Вы уверены, что хотите удалить {}?\n\n(+) - ДА, другая кнопка - НЕТ","¿Seguro que quieres eliminar {}?\n\n(+) - SÍ, otra tecla - NO"
"Вы уверены, что хотите удалить\n{}?\n\n(+) - ДА  В - Отмена",¿Seguro que quieres eliminar\n{}?\n\n(+) - SÍ  B - Cancelar
Выберите пользователя,Seleccionar usuario
Выберите тип сохранения,Selecciona el tipo de partida guardada
Выбрать все файлы игры,Seleccionar todos los archivos del juego
Выбрать того же пользователя,Seleccionar el mismo usuario
Выбрать ту же игру,Seleccionar el mismo juego
Выйти из DBI           : ,Salir de DBI           : 
Выключать экран,Apagar pantalla
Выключить экран        : ,Apagar pantalla        : 
 Запуск игры, Iniciar juego
Вырезать,Cortar
Выход на рабочий стол,Salir al menú HOME
Вычисление хэша,Calculando hash
Вычисленное время конца : {},Hora de fin calculada : {}
Вычисленное время начала: {},Hora de inicio calculada: {}
Генерация DLC [{:016X}][v{}],Generando DLC [{:016X}][v{}]
Генерация DLC анлокера...,Generando desbloqueador de DLC...
Генерируется анлокер для {:016X} с номером {} и версией {}...,Generando desbloqueador para {:016X} con número {} y versión {}...
Генерируется ярлык для пути '{}' и аргументов '{}'...,Generando acceso directo para la ruta '{}' y los argumentos '{}'...
 Логаут пользователя \x1b[36;1m{}\x1b[37;1m,Cerrar sesión usuario \x1b[36;1m{}\x1b[37;1m
Главное меню,Menú principal
Голландский,Neerlandés
Да,Sí
"Да, я уверен","Sí, estoy seguro"
Дамп анлокера в '{}'...,Volcando desbloqueador a '{}'...
Дамп текущей прошивки,Volcar firmware actual
Дамп ярлыка в '{}'...,Volcando acceso a '{}'...
Дата первого игрового события : {},Fecha del primer evento de juego : {}
Действия с файлами,Acciones con archivos
Действия с файлами ({}),Acciones con archivos ({})
 Логин пользователя \x1b[36;1m{}\x1b[37;1m,Iniciar sesión usuario \x1b[36;1m{}\x1b[37;1m
Декабрь,Diciembre
День,Día
Диаграмма активности,Diagrama de actividad
Для бекапов,Para backups
Для выхода нажмите любую кнопку,Pulse cualquier tecla para salir
Для дампов,Para volcados
Для логов,Para registros
Добавить в любимые,Añadir a favoritos
Добавлять суффикс к имени файла,Añadir sufijo al nombre del archivo
Достаточное питание            : {},Alimentación suficiente        : {}
 Переключение на игру, Cambiar a juego
Европа,Europa
Есть исправление RCM бага   : {},Tiene corrección del bug RCM: {}
"Есть несохранёные изменения.\nВы хотите их сохранить?\n\n(+) - Да, сохранить\n\n(-) - Выйти без сохранения\n\nДругая кнопка - Отмена","Hay cambios sin guardar.\n¿Quieres guardarlos?\n\n(+) - Sí, guardar\n\n(-) - Salir sin guardar\n\nOtra tecla - Cancelar"
Желаемая версия: {},Versión deseada: {}
Журнал активности,Registro de actividad
Журналирование действий,Registro de actividad
Завершено,Completado
Загружается список обновлений...,Descargando lista de actualizaciones...
Загружено ,Descargado 
Загрузка изображения...,Cargando imagen...
 Режим работы изменился: {}, El modo de funcionamiento ha cambiado: {}
Загрузка текста...{}%,Cargando texto...{}%
Загрузка файла... {}%,Cargando archivo... {}%
Задать размер файла {} не удалось: {},No se pudo establecer el tamaño del archivo {}: {}
Закладки на SD,Marcadores en SD
Закончено за {:02d}:{:02d}:{:02d},Finalizado en {:02d}:{:02d}:{:02d}
Закончилась память при посылке ответа,Memoria insuficiente al enviar la respuesta
Закончились дополнительные буферы. Скорость записи на носитель слишком низка,Se han agotado los búferes adicionales. La velocidad de escritura en el medio es demasiado baja
Закрытие соединения,Cerrando conexión
Закрытие соединения к {}:{},Cerrando conexión a {}:{}
 Сброс системных часов, Reinicio del reloj del sistema
Запаковать LFS в romfs.bin,Empaquetar LFS en romfs.bin
Запаковать в romfs.bin,Empaquetar en romfs.bin
Запаковка папки в RomFS,Empaquetar carpeta en RomFS
Записанное время конца  : {},Hora de fin registrada  : {}
Записанное время начала : {},Hora de inicio registrada : {}
Запись в CAL0 разрешена     : {},Escritura en CAL0 permitida: {}
Запись в файл...,Escribiendo archivo...
Запись за пределами файла,Escritura fuera de los límites del archivo
Заполнение нулями,Llenando con ceros
Заполнить свободное место на SD нулями,Llenar el espacio libre de la SD con ceros
 Сворачивание игры, Minimizando juego
Запрет захвата видео,Restringir captura de vídeo
Запрет скриншотов,Restringir capturas de pantalla
Запрещено,No permitido
Запрос на удаление ,Solicitud de eliminación 
Запускавшиеся игры,Juegos iniciados
Запускать точку доступа,Iniciar punto de acceso
Запустить FTP сервер,Iniciar servidor FTP
Запустить FTP сервер...,Iniciar servidor FTP...
Запустить HTTP сервер,Iniciar servidor HTTP
Запустить HTTP сервер...,Iniciar servidor HTTP...
 Состояние электропитания изменилось: {}, El estado de la alimentación ha cambiado: {}
Запустить МТР соединение,Iniciar conexión MTP
Запустить случайную игру,Iniciar juego aleatorio
Заряд батареи                  : {},Carga de la batería          : {}
Заряд батареи                  : {}%,Carga de la batería          : {}%
Заряд батареи (сырое значение) : {}%,Carga de la batería (valor bruto): {}%
Зарядка батареи                : {},Cargando batería               : {}
Здесь пусто,Aquí no hay nada
Игра анонсирует SDK {},El juego anuncia el SDK {}
" и {} новое DLC,"," y {} nuevo DLC,"
"Игра анонсирует более новый SDK ({}), чем текущая прошивка ({})",El juego anuncia un SDK más nuevo ({}) que el firmware actual ({})
Игра использует titleId от дополнения,El juego usa un titleId de un DLC
Игра использует titleId от обновления,El juego usa un titleId de una actualización
Извлечь в LFS,Extraer a LFS
Изменение размера сохранения на {} [{}]...,Redimensionando partida guardada a {} [{}]...
Изменить версию DLC (десятичную),Cambiar versión de DLC (decimal)
Изменить номер DLC (десятичный),Cambiar número de DLC (decimal)
Изменить номер DLC (шестнадцатеричный),Cambiar número de DLC (hexadecimal)
Изменён размер SaveFS,SaveFS redimensionado
"    Великий колдун сказал, что ракеты",    El Gran Hechicero dijo que los cohetes
" и {} новых DLC,"," y {} nuevos DLC,"
Импорт исправленного тикета...,Importando tique corregido...
Импорт тикета...,Importando tique...
Имя     : ,Nombre  : 
"Имя каталога\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","El nombre del directorio\n'{}'\ncontiene caracteres no válidos.\nNo se puede crear.\n\nPulsa A para cancelar, B para omitir, X para renombrar"
"Имя файла\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","El nombre del archivo\n'{}'\ncontiene caracteres no válidos.\nNo se puede crear.\n\nPulsa A para cancelar, B para omitir, X para renombrar"
Инсталлируется romfs.bin,Instalando romfs.bin
Инструменты,Herramientas
Информация о зарядке батареи,Información de carga de la batería
Информация о контенте,Información del contenido
Информация о контенте ({}),Información del contenido ({})
 сортировка по дате создания, ordenar por fecha de creación
Информация о прошивке,Información del firmware
Информация о системе,Información del sistema
Информация о сохранении,Información de la partida guardada
Информация о сохранении...,Información de la partida guardada...
Информация о тикете,Información del tique
Информация о тикете...,Información del tique...
Информация об NSP,Información del NSP
Информация об атмосфере,Información de Atmosphère
Информация об игровой активности,Información de la actividad de juego
Информация об источние питания,Información de la fuente de alimentación
 сортировка по имени, ordenar por nombre
Информация об оборудовании,Información del hardware
Информация...,Información...
Испанский,Español
Использовано дополнительной памяти: {}. Создано буферов: {},Memoria adicional usada: {}. Búferes creados: {}
Использовать 5 GHz,Usar 5 GHz
Использовать MSG_WAITALL в recv,Usar MSG_WAITALL en recv
Использовать для неё TitleID,Usar TitleID para ella
Использовать папку для...,Usar carpeta para...
Использовать разгон,Usar overclock
Использовать скрытый SSID,Usar SSID oculto
 сортировка по имени игры, ordenar por nombre de juego
Используется ,Usando 
Используется USB{},Usando USB{}
"Испытания ракет продолжаются,","Las pruebas de los cohetes continúan,"
Источник питания                : {},Fuente de alimentación         : {}
Итальянский,Italiano
Ищется control для ProgramId {},Buscando control para ProgramId {}
Ищется exefs/romfs для ProgramId {},Buscando exefs/romfs para ProgramId {}
Ищется exefs/romfs/logo для ProgramId {},Buscando exefs/romfs/logo para ProgramId {}
Ищется {},Buscando {}
 сортировка по месту установки, ordenar por ubicación
Июль,Julio
Июнь,Junio
Канадский французский,Francés canadiense
"Когда ваше устройство подключится, нажмите любую кнопку","Cuando tu dispositivo se conecte, pulsa cualquier tecla"
Код партии батареи    : {} ({}),Código de lote de la batería: {} ({})
Кодировка,Codificación
Конвертация в фейковые ,Convertir a falsos 
Конец игры            : -,Fin del juego            : -
Конец игры            : {},Fin del juego            : {}
 сортировка по общему размеру, ordenar por tamaño total
Контент уже на месте,El contenido ya está en su sitio
Копирование IVFC слой {} в nca: {},Copiando capa IVFC {} a NCA: {}
Копирование PFS0 в nca,Copiando PFS0 a NCA
Копирование PFS0 хэш таблицы в nca,Copiando tabla de hash PFS0 a NCA
Копирование SDK {} в файл: {}...,Copiando SDK {} al archivo: {}...
Копировать,Copiar
Корейский,Coreano
Корень не найден,Raíz no encontrada
Корень сохранения не существует,La raíz de la partida guardada no existe
 сортировка по пользователю, ordenar por usuario
Корея,Corea
Курсор на обеих панелях,Cursor en ambos paneles
Латиноамериканский испанский,Español latinoamericano
Май,Mayo
Март,Marzo
Масштаб: По ширине,Escala: Ajustar a ancho
Масштаб: По экрану,Escala: Ajustar a pantalla
Масштаб: Точка в точку,Escala: 1:1
Масштаб: Увеличение x2,Escala: Aumentar x2
 сортировка по порядку игры, ordenar por orden de juego
Место в  NAND         : {},Espacio en NAND         : {}
Место на SD карте     : {},Espacio en tarjeta SD     : {}
Место на приставке не занято,No se ocupa espacio en la consola
Место установки        : ,Ubicación de la instalación        : 
Мета контент отсутствует,Falta el metadato de contenido
Миссия провалена\n\nНажмите А для выхода,Misión fallida\n\nPulsa A para salir
Миссия успешна\n\nОсталось ходов: {}\n\nНажмите А для выхода,Misión cumplida\n\nMovimientos restantes: {}\n\nPulsa A para salir
Модификация файла не удалась,La modificación del archivo ha fallado
На выбранном устройстве нет достаточного свободного места для установки,No hay suficiente espacio libre en el dispositivo seleccionado para la instalación
На месте нет достаточно свободного места,No hay suficiente espacio libre en el destino
 сортировка по размеру, ordenar por tamaño
Нажмите (+) для перезаписи конфига обновлённым\n\nЛюбую другую кнопку для пропуска,Pulsa (+) para sobrescribir la configuración con la actualizada\n\nCualquier otra tecla para omitir
"Нажмите (+) для удаления, любую другую кнопку для пропуска...\n (-) Удалять все, больше не спрашивая","Pulsa (+) para eliminar, cualquier otra tecla para omitir...\n (-) Eliminar todo, no volver a preguntar"
"Нажмите A, чтобы продолжить, другую кнопку, чтобы выйти","Pulsa A para continuar, cualquier otra tecla para salir"
"Нажмите B, чтобы вернуться",Pulsa B para volver
Нажмите любую кнопку,Pulsa cualquier tecla
Название: ,Título: 
Найден SDK: {},SDK encontrado: {}
Найден {} зарегистрированный контент-файл,Se ha encontrado {} archivo de contenido registrado
Найден {} контент-файл,Encontrado {} arch. cont.
Найден {} пользователь,Se ha encontrado {} usuario
%% заряд-разряд    : {},%% carga-descarga  : {}
Найден {} потерянный контент-файл,Se ha encontrado {} archivo de contenido perdido
Найден {} файл,Encontrado {} archivo
Найден {} файл с ошибками,Se ha encontrado {} archivo con errores
Найден и удалён {} неиспользуемый тикет,Se ha encontrado y eliminado {} tique no utilizado
Найдена {} запись об игре,Se ha encontrado {} registro de juego
Найдена {} запись об ошибках,Se ha encontrado {} registro de error
Найдена {} установленная игра,Se ha encontrado {} juego instalado
Найдено {} записей об играх,Se han encontrado {} registros de juego
Найдено {} записей об ошибках,Se han encontrado {} registros de error
Найдено {} записи об играх,Se han encontrado {} registros de juego
    Дело здесь в одном из основных,    Esto se debe a uno de los principios
({}/{}) Устанавливается {},({}/{}) Instalando {}
Найдено {} записи об ошибках,Se han encontrado {} registros de error
Найдено {} зарегистрированных контент-файла,Se han encontrado {} archivos de contenido registrados
Найдено {} зарегистрированных контент-файлов,Se han encontrado {} archivos de contenido registrados
Найдено {} контент-файла,Se han encontrado {} archivos de contenido
Найдено {} контент-файлов,Se han encontrado {} archivos de contenido
Найдено {} обновление,Se ha encontrado {} actualización
Найдено {} обновлений,Se han encontrado {} actualizaciones
Найдено {} обновления,Se han encontrado {} actualizaciones
Найдено {} пользователей,Se han encontrado {} usuarios
Найдено {} пользователя,Se han encontrado {} usuarios
Найдено {} потерянных контент-файла,Se han encontrado {} archivos de contenido perdidos
Найдено {} потерянных контент-файлов,Se han encontrado {} archivos de contenido perdidos
Найдено {} сохранение,Se ha encontrado {} partida guardada
Найдено {} сохранение...,Se ha encontrado {} partida guardada...
Найдено {} сохранений,Encontradas {} partidas
Найдено {} сохранений...,Encontradas {} partidas...
Найдено {} сохранения,Encontradas {} partidas
Найдено {} сохранения...,Encontradas {} partidas...
Найдено {} установленные игры,Se han encontrado {} juegos instalados
Найдено {} установленных игр,Se han encontrado {} juegos instalados
Найдено {} файла,Encontrados {} archivos
Найдено {} файла с ошибками,Se han encontrado {} archivos con errores
Найдено {} файлов,Se han encontrado {} archivos
Найдено {} файлов с ошибками,Se han encontrado {} archivos con errores
Найдено и удалено {} неиспользуемых тикета,Se han encontrado y eliminado {} tiques no utilizados
Найдено и удалено {} неиспользуемых тикетов,Se han encontrado y eliminado {} tiques no utilizados
Найдено существующее сохранение. Восстанавливаю бекап в него...,Se ha encontrado una partida guardada. Restaurando la copia en ella...
Настройки,Ajustes
Настройки DBI,Ajustes de DBI
Настройки FB2,Ajustes de FB2
Начало игры           : -,Inicio del juego           : -
Начало игры           : {},Inicio del juego           : {}
Начало создания Control.nca,Iniciando creación de Control.nca
Начало создания Program.nca,Iniciando creación de Program.nca
Начало установки. Место установки: ,Iniciando instalación. Ubicación de la instalación: 
Начать установку,Iniciar instalación
Не доступно,No disponible
Не известно,Desconocido
"Не найден USB диск, который смог бы вместить получившийся дамп. Убедитесь, что он отформатирован в ExFAT.",No se ha encontrado una unidad USB con espacio suficiente para el volcado. Asegúrate de que está formateada en ExFAT.
Не найдены требуемые тикеты,No se han encontrado los tiques necesarios
. Время простоя \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m,. T. inactivo \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m
Не получилось создать NSP,No se pudo crear el NSP
Не удалось получить список,No se pudo obtener la lista
Не удалось установить аватар\n{},No se pudo establecer el avatar\n{}
Не установлен,No establecido
Невозможно найти путь,No se puede encontrar la ruta
Невозможно открыть папку журналов ошибок,No se puede abrir la carpeta de registros de errores
Невозможно переименовать '{}' в '{}':,No se puede renombrar '{}' a '{}':
Невозможно получить список LFS,No se puede obtener la lista de LFS
Невозможно получить список пользователей,No se puede obtener la lista de usuarios
Невозможно получить статус связи с Nintendo Account,No se puede obtener el estado de vinculación de la cuenta Nintendo
...готово,...listo
Невозможно получить число записей об ошибках,No se puede obtener el número de registros de error
Невозможно прочитать общие тикеты,No se pueden leer los tiques comunes
Невозможно прочитать персонализированные тикеты,No se pueden leer los tiques personalizados
Невозможно разобрать content meta,No se puede analizar content meta
Невозможно разобрать content meta. Неожиданная ошибка,No se puede analizar content meta. Error inesperado
Невозможно разобрать content meta. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,No se puede analizar content meta. FIRMWARE OBSOLETO. Se requiere actualizar HOS
Невозможно разобрать nca. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,No se puede analizar el NCA. FIRMWARE OBSOLETO. Se requiere actualizar HOS
Невозможно разобрать индекс кеша,No se puede analizar el índice de la caché
Невозможно распаковать '{}':,No se puede descomprimir '{}':
Невозможно скопировать файл\n   '{}'\n➡ '{}'\n,No se puede copiar el archivo\n   '{}'\n➡ '{}'\n
Невозможно смонтировать сохранение,No se puede montar la partida guardada
Невозможно смонтировать устройство сохраниения,No se puede montar el dispositivo de guardado
Невозможно создать выходной zip-файл: ,No se puede crear el archivo zip de salida: 
Невозможно создать каталог,No se puede crear el directorio
Невозможно создать каталог '{}':,No se puede crear el directorio '{}':
Невозможно создать файл,No se puede crear el archivo
Невозможно создать файл '{}':,No se puede crear el archivo '{}':
Недопустимый идентификатор,Identificador no válido
Неизвестная игра [{:016x}],Juego desconocido [{:016x}]
: {:>4} сохранение,: {:>4} partida guardada
Неизвестно,Desconocido
Неизвестный тайтл,Título desconocido
Неиспользуемый тикет: ,Tique no utilizado: 
Немецкий,Alemán
Неправильное хранилище,Almacenamiento incorrecto
Неправильный родительский объект,Objeto padre incorrecto
Нет,No
Нет ,No 
Нет VFS. Прекращение работы,No hay VFS. Abortando
Нет exefs VFS. Прекращение работы,No hay exefs VFS. Abortando
: {:>4} сохранений,: {:>4} partidas guardadas
Нет logo VFS. Прекращение работы,No hay logo VFS. Abortando
Нет romfs VFS. Прекращение работы,No hay romfs VFS. Abortando
Нет лого,Sin logo
Нечего устанавливать,Nada que instalar
Никнейм консоли         : {},Apodo de la consola       : {}
Но у гиби транзисторы собирают с,Pero los gibis recogen los transistores de
Новое имя для '{}',Nuevo nombre para '{}'
Новый каталог,Nuevo directorio
Новый размер сохранения в МБ,Nuevo tamaño de la partida guardada en MB
Новый рейтинг (-1 для удаления),Nueva clasificación (-1 para eliminar)
: {:>4} сохранения,: {:>4} partidas guardadas
Номер страницы,Número de página
Ночь,Noche
Нужен связанный аккаунт,Se necesita una cuenta vinculada
ОШИБКА ПОЛУЧЕНИЯ ЭКСТРА ДАННЫХ,ERROR AL OBTENER DATOS ADICIONALES
Обнаружены недопустимые символы,Se han detectado caracteres no válidos
Обновить DBI,Actualizar DBI
Обновить DBI из этого файла,Actualizar DBI desde este archivo
Обновить TitleDB,Actualizar TitleDB
   {:>3} мин,   {:>3} min
Обновление TitleDB,Actualizar TitleDB
Обновление базы данных...,Actualizando la base de datos...
Обновление версии до {} {}\n\nНажмите (+) для продолжения\nЛюбую другую кнопку для отмены,Actualizando la versión a {} {}\n\nPulsa (+) para continuar\nCualquier otra tecla para cancelar
Обновление времени...,Actualizando hora...
Обновление закончено\n\nНажмите любую кнопку\nдля перезапуска DBI,Actualización completada\n\nPulsa cualquier tecla\npara reiniciar DBI
Обновление фейковой записи {} ➡ [v{}],Actualizando registro falso {} ➡ [v{}]
Обновление. Пожалуйста подождите...,"Actualizando. Por favor, espera..."
Обновляется запись об игре...,Actualizando registro del juego...
Обрабатывается запись {:016X},Procesando registro {:016X}
Обратный альбом (180°),Apaisado invertido (180°)
Обратный портрет (270°),Vertical invertido (270°)
Общее время активной игры     : {} часов,Tiempo total de juego activo     : {} horas
Общее время дампа {:d}:{:02d}:{:02d},Tiempo total de volcado {:d}:{:02d}:{:02d}
Общее время запущенных игр    : {} часов,Tiempo total con juegos iniciados: {} horas
Общее время игры      : -,Tiempo total de juego      : -
Общее время игры      : {:d} часов {:02d} минут,Tiempo total de juego      : {:d} horas {:02d} minutos
Общее время установки: {:d}:{:02d}:{:02d},Tiempo total de instalación: {:d}:{:02d}:{:02d}
Общее время: {:02}:{:02}:{:02},Tiempo total: {:02}:{:02}:{:02}
Общее занимаемое место: N:{} + S:{} = {},Espacio total ocupado: N:{} + S:{} = {}
Общее число запусков  : -,Total de inicios  : -
Общее число игровых сессий    : {},Número total de sesiones de juego: {}
Общие,General
Общий размер передачи  : ,Tamaño total de transferencia  : 
Общий размер установки : ,Tamaño total de instalación : 
Общий размер установки: {},Tamaño total de la instalación: {}
Объединение списков,Combinando listas
Объект {} не допустим,El objeto {} no es válido
Объект {} не может быть создан,El objeto {} no se puede crear
Объект не открыт для редактирования,El objeto no está abierto para edición
Объект удалён,Objeto eliminado
Bluetooth MAC адрес   : {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X},Dirección MAC Bluetooth   : {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X}
Объект уже открыт для редактирования,El objeto ya está abierto para edición
Огибка получения адреса сокета: {} {},Error al obtener la dirección del socket: {} {}
Ожидаемый размер: {},Tamaño esperado: {}
Ожидается ,Esperando 
Ожидается большой (>4GB) файл,Se espera un archivo grande (>4 GB)
Ожидается запуск dbibackend на стороне ПК...,Esperando el inicio de dbibackend en el PC...
Ожидание включения интерфейса: ,Esperando a que la interfaz se active: 
Ожидание: {} секунд,Esperando: {} segundos
Ожидание: {} секунда,Esperando: {} segundo
Ожидание: {} секунды,Esperando: {} segundos
CDIR в листинге,CDIR en listado
Ориентация,Orientación
Ориентация...,Orientación...
Освобождено места в NAND: ,Espacio liberado en la NAND: 
Освобождено места на SD : ,Espacio liberado en la SD: 
Основной SDK не найден. Пробуем мультипрограмный вариант,SDK principal no encontrado. Probando variante multiprograma
Оставить сохранения,Mantener partidas guardadas
Осталось ходов:    {:>3},Movimientos restantes: {:>3}
Остаток файла пропускается,Omitiendo el resto del archivo
Отключение связи с мобильным приложением...,Desvinculando de la aplicación móvil...
Configuration Id1     : {},Configuration Id1     : {}
Открываем папку прошивки...,Abriendo carpeta del firmware...
Открыть,Abrir
Открыть вторую панель,Abrir segundo panel
Открыть как 7Z,Abrir como 7Z
Открыть как RAR,Abrir como RAR
Открыть как ZIP,Abrir como ZIP
Открыть как hex,Abrir como hex
Открыть как текст,Abrir como texto
Открыть контент по MTP,Abrir contenido por MTP
Открыть папку LFS,Abrir carpeta LFS
Content meta не найден. Установка прервана,No se ha encontrado content meta. Instalación cancelada
Отослано {}/{} байт,Enviados {}/{} bytes
Отсутствуют ES сигпатчи!,¡Faltan sigpatches de ES!
Очистка /atmosphere/contents,Limpiando /atmosphere/contents
Очистка кеша rightsId...,Limpiando caché de rightsId...
Очистка папки...,Limpiando carpeta...
Очистка плейсхолдеров...,Limpiando marcadores de posición...
Очистка системы от мусора,Limpiar basura del sistema
Очистка сохранений,Limpiando partidas guardadas
Очистка...,Limpiando...
Ошибка FTP сервера,Error del servidor FTP
DBI Просмотр альбома,DBI Visor de álbum
Ошибка во время копирования файла,Error al copiar el archivo
Ошибка во время обновления тайтла,Error al actualizar el título
Ошибка выделения сокета: {},Error al asignar el socket: {}
Ошибка завершения соединения: {},Error al finalizar la conexión: {}
Ошибка загрузки картинки,Error al cargar la imagen
Ошибка загрузки файла из альбома: {},Error al cargar el archivo del álbum: {}
Ошибка закрытия сокета: {},Error al cerrar el socket: {}
Ошибка записи файла: {},Error al escribir el archivo: {}
Ошибка изменения размера файла,Error al cambiar el tamaño del archivo
Ошибка инициализации {}: {},Error al inicializar {}: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз","DPAD y sticks - desplazar, L - Re Pág, R - Av Pág"
Ошибка опроса сокета: {},Error al sondear el socket: {}
Ошибка открытия каталога: {},Error al abrir el directorio: {}
Ошибка открытия сокета: {},Error al abrir el socket: {}
Ошибка открытия файла,Error al abrir el archivo
Ошибка открытия файла '{}': {},Error al abrir el archivo '{}': {}
Ошибка открытия файла: {},Error al abrir el archivo: {}
Ошибка отсылки: {},Error al enviar: {}
Ошибка переименования: {},Error al renombrar: {}
Ошибка подключения: {},Error de conexión: {}
Ошибка подмены SDK: {},Error al sustituir SDK: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз, R3 - Текст/Hex","DPAD y sticks - desplazar, L - Re Pág, R - Av Pág, R3 - Texto/Hex"
Ошибка получения адреса узла: {},Error al obtener la dirección del host: {}
Ошибка получения внеочередных данных: {},Error al recibir datos fuera de banda: {}
Ошибка получения имени сокета: {} {},Error al obtener el nombre del socket: {} {}
Ошибка получения информаци о файле: {},Error al obtener la información del archivo: {}
Ошибка получения размера файла: {},Error al obtener el tamaño del archivo: {}
Ошибка получения флагов сокета: {},Error al obtener los flags del socket: {}
Ошибка получения хранилища {},Error al obtener el almacenamiento {}
Ошибка получения: {},Error al recibir: {}
Ошибка получения: {} {},Error al recibir: {} {}
Ошибка посылки файла: {},Error al enviar el archivo: {}
   Получение списка бекапов...   ,   Obteniendo lista de copias de seguridad...   
Ошибка привязки сокета к порту {}: {},Error al vincular el socket al puerto {}: {}
Ошибка привязки: {},Error al vincular: {}
Ошибка принятия соединения: {} {},Error al aceptar la conexión: {} {}
Ошибка приёма соединения: {},Error al aceptar la conexión: {}
Ошибка проверси метки сокета: {},Error al verificar la marca del socket: {}
Ошибка прослушивания: {},Error al escuchar: {}
Ошибка прослушки сокета: {},Error al escuchar en el socket: {}
Ошибка сжатия,Error de compresión
Ошибка создания каталога: {},Error al crear el directorio: {}
Ошибка создания сокета: {},Error al crear el socket: {}
DPAD/Стики - Навигация по страницам\n\n     ZR+ZL - Переход к странице... \n\n       L/R - Навигация по главам   \n\n       (-) - Эта подсказка         \n\n       (+) - Меню                  ,DPAD/Sticks - Navegar páginas\n\n     ZR+ZL - Ir a la página... \n\n       L/R - Navegar capítulos   \n\n       (-) - Esta ayuda         \n\n       (+) - Menú                  
Ошибка создания сохранения,Error al crear la partida guardada
Ошибка удаления каталога: {},Error al eliminar el directorio: {}
Ошибка удаления файла: {},Error al eliminar el archivo: {}
Ошибка установки флагов сокета: {},Error al establecer los flags del socket: {}
Ошибка чтения записи об игре: {},Error al leer el registro del juego: {}
Ошибка чтения каталога: {},Error al leer el directorio: {}
Ошибка чтения регистров max17050: ,Error al leer los registros de max17050: 
Ошибка чтения сохранённых параметров контроллера: ,Error al leer los parámetros guardados del controlador: 
Ошибка чтения файла: {},Error al leer el archivo: {}
DeviceId                : {0:} ({0:016X}),DeviceId                : {0:} ({0:016X})
Ошибок не найдено,No se han encontrado errores
Ошибочный номер DLC (Должен быть в диапазоне 0x001-0x7FF),Número de DLC erróneo (Debe estar entre 0x001 y 0x7FF)
Ошибочный номер DLC (Должен быть в диапазоне 1-2047),Número de DLC erróneo (Debe estar entre 1 y 2047)
"Ошибочный тикет {0}: kg {1:02X}, pm {2:02X}","Tique erróneo {0}: kg {1:02X}, pm {2:02X}"
Папка LFS не найдена,Carpeta LFS no encontrada
Папка для бекапа сохранений,Carpeta para copias de seguridad
Папка для дампа игр,Carpeta para volcado de juegos
Папка журналов,Carpeta de registros
Папка обновления очищена,Carpeta de actualización vaciada
DramId                  : {} ({}),DramId                  : {} ({})
Параметры FTP,Opciones de FTP
Параметры MTP,Opciones de MTP
Параметры установки,Opciones de instalación
Пароль,Contraseña
Перевернуть джойконы,Invertir Joy-Cons
Перевернуть экран,Girar pantalla
Передача окончена,Transferencia finalizada
Переименование объекта,Renombrando objeto
Переименовать,Renombrar
Перейти к первой странице,Ir a la primera página
Emummc включён              : {},EmuMMC activada           : {}
Перейти к последней странице,Ir a la última página
Перейти к странице...,Ir a la página...
Переместить,Mover
