original,translation
Время передачи {:d}:{:02d}:{:02d},Edastusaeg {:d}:{:02d}:{:02d}
Все игровые сессии,Kõik mängusessioonid
Все игроки,Kõik mängijad
Все объекты,Kõik objektid
Все файлы в порядке,Kõik failid korras
Всего {} байт получен,Kokku saadud {} baiti
Всего {} байт послан,Kokku saadetud {} baiti
Всего {} байта получено,Kokku {} baiti saadud
 Да,Jah
Всего {} байта послано,Kokku {} baiti saadetud
Всего {} байтов получено,Kokku {} baiti saadud
Всего {} байтов послано,Kokku {} baiti saadetud
Всего записей: {},Kirjeid kokku: {}
Всего освобождено места : ,Ruumi vabastatud :
Всего отослано: {} ({}/сек),Saadetud: {} ({}/s)
Всего программ: {},Programme kokku: {}
Вставить,Aseta
Вставка...,Asetamine...
Всё время. Всего: {} час,Aeg kokku: {} tund
 Да ,Jah
Всё время. Всего: {} часа,Aeg kokku: {} tundi
Всё время. Всего: {} часов,Aeg kokku: {} tundi
Вы собираетесь удалить следующие бекапы:,Kustutate järgmised varukoopiad:
Вы собираетесь удалить следующие игры:,Kustutate järgmised mängud:
Вы собираетесь удалить следующие сохранения:,Kustutate järgmised salvestused:
Вы собираетесь удалить следующие тикеты:,Kustutate järgmised piletid:
Вы уверены в удалении {} записей?\n\n(+) - ДА   B - Отмена,Kustuta {} kirjet?\n\n(+) - JAH   B - Loobu
Вы уверены в удалении {} записи?\n\n(+) - ДА   B - Отмена,Kustuta {} kirje?\n\n(+) - JAH   B - Loobu
Вы уверены в удалении {} объекта?\n\n(+) - ДА   B - Отмена,Kustuta {} objekt?\n\n(+) - JAH   B - Loobu
Вы уверены в удалении {} объектов?\n\n(+) - ДА   B - Отмена,Kustuta {} objekti?\n\n(+) - JAH   B - Loobu
    {:>2} сек,{:>2} sek
 Закрытие игры,Mängu sulgemine
"Вы уверены, что хотите удалить {}?\n\n(+) - ДА, другая кнопка - НЕТ","Kustuta {}?\n\n(+) - JAH, muu nupp - EI"
"Вы уверены, что хотите удалить\n{}?\n\n(+) - ДА  В - Отмена",Kustuta\n{}?\n\n(+) - JAH  B - Loobu
Выберите пользователя,Vali kasutaja
Выберите тип сохранения,Vali salvestuse tüüp
Выбрать все файлы игры,Vali kõik mängu failid
Выбрать того же пользователя,Vali sama kasutaja
Выбрать ту же игру,Vali sama mäng
Выйти из DBI           : ,Välju DBI-st           :
Выключать экран,Lülita ekraan välja
Выключить экран        : ,Lülita ekraan välja    :
 Запуск игры,Mängu käivitamine
Вырезать,Lõika
Выход на рабочий стол,Välju avakuvale
Вычисление хэша,Räsi arvutamine
Вычисленное время конца : {},Arvutatud lõppaeg : {}
Вычисленное время начала: {},Arvutatud algusaeg: {}
Генерация DLC [{:016X}][v{}],DLC loomine [{:016X}][v{}]
Генерация DLC анлокера...,DLC avaja loomine...
Генерируется анлокер для {:016X} с номером {} и версией {}...,Luuakse avaja {:016X}-le nr {} ja ver {}...
Генерируется ярлык для пути '{}' и аргументов '{}'...,Luuakse otsetee rajale '{}' ja arg-dele '{}'...
 Логаут пользователя \x1b[36;1m{}\x1b[37;1m,Kasutaja väljalogimine \x1b[36;1m{}\x1b[37;1m
Главное меню,Peamenüü
Голландский,Hollandi
Да,Jah
"Да, я уверен","Jah, olen kindel"
Дамп анлокера в '{}'...,Avaja tõmmis '{}'-sse...
Дамп текущей прошивки,Püsivara tõmmis
Дамп ярлыка в '{}'...,Otsetee tõmmis '{}'-sse...
Дата первого игрового события : {},Esimese mängusündmuse aeg : {}
Действия с файлами,Failitoimingud
Действия с файлами ({}),Failitoimingud ({})
 Логин пользователя \x1b[36;1m{}\x1b[37;1m,Kasutaja sisselogimine \x1b[36;1m{}\x1b[37;1m
Декабрь,Detsember
День,Päev
Диаграмма активности,Aktiivsusdiagramm
Для бекапов,Varukoopiatele
Для выхода нажмите любую кнопку,Väljumiseks vajuta suvalist nuppu
Для дампов,Tõmmistele
Для логов,Logidele
Добавить в любимые,Lisa lemmikutesse
Добавлять суффикс к имени файла,Lisa failinimele sufiks
Достаточное питание            : {},Piisav toide                 : {}
 Переключение на игру,Lülitumine mängule
Европа,Euroopa
Есть исправление RCM бага   : {},RCM vea parandus olemas     : {}
"Есть несохранёные изменения.\nВы хотите их сохранить?\n\n(+) - Да, сохранить\n\n(-) - Выйти без сохранения\n\nДругая кнопка - Отмена","Salvestamata muudatused.\nKas soovid salvestada?\n\n(+) - Jah, salvesta\n\n(-) - Välju salvestamata\n\nMuu nupp - Loobu"
Желаемая версия: {},Soovitud versioon: {}
Журнал активности,Aktiivsuslogi
Журналирование действий,Tegevuste logimine
Завершено,Lõpetatud
Загружается список обновлений...,Laaditakse uuenduste nimekirja...
Загружено ,Laaditud
Загрузка изображения...,Pildi laadimine...
 Режим работы изменился: {},Töörežiim muutus: {}
Загрузка текста...{}%,Teksti laadimine...{}%
Загрузка файла... {}%,Faili laadimine... {}%
Задать размер файла {} не удалось: {},Faili {} suuruse määramine ebaõnnestus: {}
Закладки на SD,Järjehoidjad SD-l
Закончено за {:02d}:{:02d}:{:02d},Aega kulus {:02d}:{:02d}:{:02d}
Закончилась память при посылке ответа,Mälu sai vastuse saatmisel otsa
Закончились дополнительные буферы. Скорость записи на носитель слишком низка,Lisapuhvrid said otsa. Kirjutamiskiirus andmekandjale on liiga madal
Закрытие соединения,Ühenduse sulgemine
Закрытие соединения к {}:{},Ühenduse sulgemine {}:{}:
 Сброс системных часов,Süsteemi kella lähtestamine
Запаковать LFS в romfs.bin,Paki LFS romfs.bin-i
Запаковать в romfs.bin,Paki romfs.bin-i
Запаковка папки в RomFS,Kausta pakkimine RomFS-i
Записанное время конца  : {},Salvestatud lõppaeg     : {}
Записанное время начала : {},Salvestatud algusaeg    : {}
Запись в CAL0 разрешена     : {},Kirjutamine CAL0-i lubatud  : {}
Запись в файл...,Faili kirjutamine...
Запись за пределами файла,Kirjutamine väljaspool faili
Заполнение нулями,Nullidega täitmine
Заполнить свободное место на SD нулями,Täida SD vaba ruum nullidega
 Сворачивание игры,Mängu minimeerimine
Запрет захвата видео,Keela video hõivamine
Запрет скриншотов,Keela kuvatõmmised
Запрещено,Keelatud
Запрос на удаление ,Kustutamispäring
Запускавшиеся игры,Käivitatud mängud
Запускать точку доступа,Käivita pääsupunkt
Запустить FTP сервер,Käivita FTP server
Запустить FTP сервер...,Käivita FTP server...
Запустить HTTP сервер,Käivita HTTP server
Запустить HTTP сервер...,Käivita HTTP server...
 Состояние электропитания изменилось: {},Toite olek muutus: {}
Запустить МТР соединение,Käivita MTP ühendus
Запустить случайную игру,Käivita juhuslik mäng
Заряд батареи                  : {},Aku tase                     : {}
Заряд батареи                  : {}%,Aku tase                     : {}%
Заряд батареи (сырое значение) : {}%,Aku tase (toorväärtus)       : {}%
Зарядка батареи                : {},Aku laadimine                : {}
Здесь пусто,Siin on tühi
Игра анонсирует SDK {},Mäng teatab SDK {}
" и {} новое DLC,","ja {} uus DLC,"
"Игра анонсирует более новый SDK ({}), чем текущая прошивка ({})",Mäng teatab uuemat SDK-d ({}) kui püsivara ({})
Игра использует titleId от дополнения,Mäng kasutab DLC TitleID-d
Игра использует titleId от обновления,Mäng kasutab uuenduse TitleID-d
Извлечь в LFS,Ekstrakti LFS-i
Изменение размера сохранения на {} [{}]...,Salvestuse suuruse muutmine {} [{}]...
Изменить версию DLC (десятичную),Muuda DLC versiooni (dec)
Изменить номер DLC (десятичный),Muuda DLC numbrit (dec)
Изменить номер DLC (шестнадцатеричный),Muuda DLC numbrit (hex)
Изменён размер SaveFS,SaveFS suurus muudetud
"    Великий колдун сказал, что ракеты","Suur võlur ütles, et raketid"
" и {} новых DLC,","ja {} uut DLC-d,"
Импорт исправленного тикета...,Parandatud pileti import...
Импорт тикета...,Pileti import...
Имя     : ,Nimi    :
"Имя каталога\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","Kausta nimi\n'{}'\nsisaldab lubamatuid sümboleid.\nSeda ei saa luua.\n\nVajuta A - katkesta, B - jäta vahele, X - nimeta ümber"
"Имя файла\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","Faili nimi\n'{}'\nsisaldab lubamatuid sümboleid.\nSeda ei saa luua.\n\nVajuta A - katkesta, B - jäta vahele, X - nimeta ümber"
Инсталлируется romfs.bin,Installitakse romfs.bin
Инструменты,Tööriistad
Информация о зарядке батареи,Aku laadimise info
Информация о контенте,Sisu info
Информация о контенте ({}),Sisu info ({})
 сортировка по дате создания,sortimine loomisaja järgi
Информация о прошивке,Püsivara info
Информация о системе,Süsteemi info
Информация о сохранении,Salvestuse info
Информация о сохранении...,Salvestuse info...
Информация о тикете,Pileti info
Информация о тикете...,Pileti info...
Информация об NSP,NSP info
Информация об атмосфере,Atmosphere'i info
Информация об игровой активности,Mänguaktiivsuse info
Информация об источние питания,Toiteallika info
 сортировка по имени,sortimine nime järgi
Информация об оборудовании,Riistvara info
Информация...,Info...
Испанский,Hispaania
Использовано дополнительной памяти: {}. Создано буферов: {},Lisamälu kasutatud: {}. Puhvreid loodud: {}
Использовать 5 GHz,Kasuta 5 GHz
Использовать MSG_WAITALL в recv,Kasuta recv-is MSG_WAITALL
Использовать для неё TitleID,Kasuta sellel TitleID-d
Использовать папку для...,Kasuta kausta...
Использовать разгон,Kasuta ülekiirendust
Использовать скрытый SSID,Kasuta peidetud SSID-d
 сортировка по имени игры,sortimine mängu nime järgi
Используется ,Kasutusel
Используется USB{},Kasutusel USB{}
"Испытания ракет продолжаются,","Raketikatsetused jätkuvad,"
Источник питания                : {},Toiteallikas                : {}
Итальянский,Itaalia
Ищется control для ProgramId {},Otsitakse control-i ProgramId {}
Ищется exefs/romfs для ProgramId {},Otsitakse exefs/romfs ProgramId {}
Ищется exefs/romfs/logo для ProgramId {},Otsitakse exefs/romfs/logo ProgramId {}
Ищется {},Otsitakse {}
 сортировка по месту установки,sortimine asukoha järgi
Июль,Juuli
Июнь,Juuni
Канадский французский,Kanada prantsuse
"Когда ваше устройство подключится, нажмите любую кнопку","Kui seade ühendub, vajuta suvalist nuppu"
Код партии батареи    : {} ({}),Aku partii kood       : {} ({})
Кодировка,Kodeering
Конвертация в фейковые ,Teisendamine võltsiks
Конец игры            : -,Mängu lõpp            : -
Конец игры            : {},Mängu lõpp            : {}
 сортировка по общему размеру,sortimine kogusuuruse järgi
Контент уже на месте,Sisu on juba olemas
Копирование IVFC слой {} в nca: {},IVFC kihi {} kopeerimine nca-sse: {}
Копирование PFS0 в nca,PFS0 kopeerimine nca-sse
Копирование PFS0 хэш таблицы в nca,PFS0 räsitabeli kopeerimine nca-sse
Копирование SDK {} в файл: {}...,SDK {} kopeerimine faili: {}...
Копировать,Kopeeri
Корейский,Korea
Корень не найден,Juurt ei leitud
Корень сохранения не существует,Salvestuse juurt ei eksisteeri
 сортировка по пользователю,sortimine kasutaja järgi
Корея,Korea
Курсор на обеих панелях,Kursor mõlemal paneelil
Латиноамериканский испанский,Ladina-Ameerika hispaania
Май,Mai
Март,Märts
Масштаб: По ширине,Skaala: Laiusesse
Масштаб: По экрану,Skaala: Ekraanile
Масштаб: Точка в точку,Skaala: Punkt-punkti
Масштаб: Увеличение x2,Skaala: Suurendus x2
 сортировка по порядку игры,sortimine mängu järjekorra järgi
Место в  NAND         : {},Ruumi NAND-is         : {}
Место на SD карте     : {},Ruumi SD-kaardil      : {}
Место на приставке не занято,Konsooli ruum pole hõivatud
Место установки        : ,Paigalduskoht          :
Мета контент отсутствует,Metasisu puudub
Миссия провалена\n\nНажмите А для выхода,Missioon ebaõnnestus\n\nVajuta A väljumiseks
Миссия успешна\n\nОсталось ходов: {}\n\nНажмите А для выхода,Missioon edukas\n\nKäike jäänud: {}\n\nVajuta A väljumiseks
Модификация файла не удалась,Faili muutmine ebaõnnestus
На выбранном устройстве нет достаточного свободного места для установки,Valitud seadmel pole paigaldamiseks piisavalt vaba ruumi
На месте нет достаточно свободного места,Sihtkohas pole piisavalt vaba ruumi
 сортировка по размеру,sortimine suuruse järgi
Нажмите (+) для перезаписи конфига обновлённым\n\nЛюбую другую кнопку для пропуска,Vajuta (+) konfi ülekirjutamiseks uuendatuga\n\nMuu nupp vahelejätmiseks
"Нажмите (+) для удаления, любую другую кнопку для пропуска...\n (-) Удалять все, больше не спрашивая","Vajuta (+) kustutamiseks, muu nupp vahelejätmiseks...\n (-) Kustuta kõik, ära enam küsi"
"Нажмите A, чтобы продолжить, другую кнопку, чтобы выйти","Vajuta A jätkamiseks, muud nuppu väljumiseks"
"Нажмите B, чтобы вернуться",Vajuta B naasmiseks
Нажмите любую кнопку,Vajuta suvalist nuppu
Название: ,Nimi:
Найден SDK: {},Leitud SDK: {}
Найден {} зарегистрированный контент-файл,Leitud {} registreeritud sisufail
Найден {} контент-файл,Leitud {} sisufail
Найден {} пользователь,Leitud {} kasutaja
%% заряд-разряд    : {},%% laadimine-tühjenemine : {}
Найден {} потерянный контент-файл,Leitud {} kadunud sisufail
Найден {} файл,Leitud {} fail
Найден {} файл с ошибками,Leitud {} vigane fail
Найден и удалён {} неиспользуемый тикет,Leitud ja kustutatud {} kasutamata pilet
Найдена {} запись об игре,Leitud {} mängukirje
Найдена {} запись об ошибках,Leitud {} veakirje
Найдена {} установленная игра,Leitud {} paigaldatud mäng
Найдено {} записей об играх,Leitud {} mängukirjet
Найдено {} записей об ошибках,Leitud {} veakirjet
Найдено {} записи об играх,Leitud {} mängukirjet
    Дело здесь в одном из основных,Asi on ühes peamises
({}/{}) Устанавливается {},({}/{}) Installitakse {}
Найдено {} записи об ошибках,Leitud {} veakirjet
Найдено {} зарегистрированных контент-файла,Leitud {} registreeritud sisufaili
Найдено {} зарегистрированных контент-файлов,Leitud {} registreeritud sisufaili
Найдено {} контент-файла,Leitud {} sisufaili
Найдено {} контент-файлов,Leitud {} sisufaili
Найдено {} обновление,Leitud {} uuendus
Найдено {} обновлений,Leitud {} uuendust
Найдено {} обновления,Leitud {} uuendust
Найдено {} пользователей,Leitud {} kasutajat
Найдено {} пользователя,Leitud {} kasutajat
Найдено {} потерянных контент-файла,Leitud {} kadunud sisufaili
Найдено {} потерянных контент-файлов,Leitud {} kadunud sisufaili
Найдено {} сохранение,Leitud {} salvestus
Найдено {} сохранение...,Leitud {} salvestus...
Найдено {} сохранений,Leitud {} salvestust
Найдено {} сохранений...,Leitud {} salvestust...
Найдено {} сохранения,Leitud {} salvestust
Найдено {} сохранения...,Leitud {} salvestust...
Найдено {} установленные игры,Leitud {} paigaldatud mängu
Найдено {} установленных игр,Leitud {} paigaldatud mängu
Найдено {} файла,Leitud {} faili
Найдено {} файла с ошибками,Leitud {} vigast faili
Найдено {} файлов,Leitud {} faili
Найдено {} файлов с ошибками,Leitud {} vigast faili
Найдено и удалено {} неиспользуемых тикета,Leitud ja kustutatud {} kasutamata piletit
Найдено и удалено {} неиспользуемых тикетов,Leitud ja kustutatud {} kasutamata piletit
Найдено существующее сохранение. Восстанавливаю бекап в него...,Leitud olemasolev salvestus. Taastan varukoopia sellesse...
Настройки,Seaded
Настройки DBI,DBI seaded
Настройки FB2,FB2 seaded
Начало игры           : -,Mängu algus : -
Начало игры           : {},Mängu algus : {}
Начало создания Control.nca,Control.nca loomise algus
Начало создания Program.nca,Program.nca loomise algus
Начало установки. Место установки: ,Paigalduse algus. Paigalduskoht:
Начать установку,Alusta paigaldust
Не доступно,Pole saadaval
Не известно,Teadmata
"Не найден USB диск, который смог бы вместить получившийся дамп. Убедитесь, что он отформатирован в ExFAT.","Ei leitud USB-ketast, mis mahutaks tõmmise. Veendu, et see on ExFAT-vormingus."
Не найдены требуемые тикеты,Vajalikke pileteid ei leitud
. Время простоя \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m,. Ooteaeg \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m
Не получилось создать NSP,NSP loomine ebaõnnestus
Не удалось получить список,Nimekirja hankimine ebaõnnestus
Не удалось установить аватар\n{},Avatari määramine ebaõnnestus\n{}
Не установлен,Pole paigaldatud
Невозможно найти путь,Rada ei leitud
Невозможно открыть папку журналов ошибок,Vealogide kausta ei saa avada
Невозможно переименовать '{}' в '{}':,Ei saa nimetada '{}' ümber '{}':
Невозможно получить список LFS,Ei saa LFS nimekirja
Невозможно получить список пользователей,Ei saa kasutajate nimekirja
Невозможно получить статус связи с Nintendo Account,Ei saa Nintendo konto seose staatust
...готово,...valmis
Невозможно получить число записей об ошибках,Ei saa veakirjete arvu
Невозможно прочитать общие тикеты,Ei saa lugeda üldisi pileteid
Невозможно прочитать персонализированные тикеты,Ei saa lugeda isiklikke pileteid
Невозможно разобрать content meta,Ei saa parsida sisu metaandmeid
Невозможно разобрать content meta. Неожиданная ошибка,Ei saa parsida sisu metaandmeid. Ootamatu viga
Невозможно разобрать content meta. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,Ei saa parsida sisu metaandmeid. AEGUNUD PÜSIVARA. HOS uuendus vajalik
Невозможно разобрать nca. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,Ei saa parsida nca-d. AEGUNUD PÜSIVARA. HOS uuendus vajalik
Невозможно разобрать индекс кеша,Ei saa parsida vahemälu indeksit
Невозможно распаковать '{}':,Ei saa lahti pakkida '{}':
Невозможно скопировать файл\n   '{}'\n➡ '{}'\n,Ei saa kopeerida faili\n   '{}'\n➡ '{}'\n
Невозможно смонтировать сохранение,Ei saa haakida salvestust
Невозможно смонтировать устройство сохраниения,Ei saa haakida salvestusseadet
Невозможно создать выходной zip-файл: ,Ei saa luua väljund-zip-faili:
Невозможно создать каталог,Ei saa luua kausta
Невозможно создать каталог '{}':,Ei saa luua kausta '{}':
Невозможно создать файл,Ei saa luua faili
Невозможно создать файл '{}':,Ei saa luua faili '{}':
Недопустимый идентификатор,Lubamatu identifikaator
Неизвестная игра [{:016x}],Tundmatu mäng [{:016x}]
: {:>4} сохранение,: {:>4} salvestus
Неизвестно,Teadmata
Неизвестный тайтл,Tundmatu tiitel
Неиспользуемый тикет: ,Kasutamata pilet:
Немецкий,Saksa
Неправильное хранилище,Vale andmehoidla
Неправильный родительский объект,Vale vanemobjekt
Нет,Ei
Нет ,Ei
Нет VFS. Прекращение работы,VFS puudub. Töö lõpetamine
Нет exefs VFS. Прекращение работы,Exefs VFS puudub. Töö lõpetamine
: {:>4} сохранений,: {:>4} salvestust
Нет logo VFS. Прекращение работы,Logo VFS puudub. Töö lõpetamine
Нет romfs VFS. Прекращение работы,Romfs VFS puudub. Töö lõpetamine
Нет лого,Logo puudub
Нечего устанавливать,Pole midagi paigaldada
Никнейм консоли         : {},Konsooli hüüdnimi       : {}
Но у гиби транзисторы собирают с,Kuid Gibi transistorid kogutakse
Новое имя для '{}',Uus nimi '{}'-le
Новый каталог,Uus kataloog
Новый размер сохранения в МБ,Uus salvestuse suurus MB
Новый рейтинг (-1 для удаления),Uus hinne (-1 kustutamiseks)
: {:>4} сохранения,: {:>4} salvestust
Номер страницы,Lehekülje number
Ночь,Öö
Нужен связанный аккаунт,Seotud konto vajalik
ОШИБКА ПОЛУЧЕНИЯ ЭКСТРА ДАННЫХ,VIGA LISAANDMETE HANKIMISEL
Обнаружены недопустимые символы,Tuvastati lubamatud sümbolid
Обновить DBI,Uuenda DBI-d
Обновить DBI из этого файла,Uuenda DBI sellest failist
Обновить TitleDB,Uuenda TitleDB-d
   {:>3} мин,{:>3} min
Обновление TitleDB,TitleDB uuendamine
Обновление базы данных...,Andmebaasi uuendamine...
Обновление версии до {} {}\n\nНажмите (+) для продолжения\nЛюбую другую кнопку для отмены,Versiooni uuendus {} {}\n\nVajuta (+) jätkamiseks\nMuu nupp loobumiseks
Обновление времени...,Aja uuendamine...
Обновление закончено\n\nНажмите любую кнопку\nдля перезапуска DBI,Uuendamine valmis\n\nVajuta suvalist nuppu\nDBI taaskäivitamiseks
Обновление фейковой записи {} ➡ [v{}],Võltskirje uuendus {} ➡ [v{}]
Обновление. Пожалуйста подождите...,Uuendamine. Palun oota...
Обновляется запись об игре...,Mängukirje uuendamine...
Обрабатывается запись {:016X},Töödeldakse kirjet {:016X}
Обратный альбом (180°),Pööratud rõht (180°)
Обратный портрет (270°),Pööratud püst (270°)
Общее время активной игры     : {} часов,Aktiivne mänguaeg kokku     : {} tundi
Общее время дампа {:d}:{:02d}:{:02d},Tõmmise koguaeg {:d}:{:02d}:{:02d}
Общее время запущенных игр    : {} часов,Käivitatud mängude aeg kokku  : {} tundi
Общее время игры      : -,Mänguaeg kokku        : -
Общее время игры      : {:d} часов {:02d} минут,Mänguaeg kokku        : {:d} tundi {:02d} minutit
Общее время установки: {:d}:{:02d}:{:02d},Paigalduse koguaeg: {:d}:{:02d}:{:02d}
Общее время: {:02}:{:02}:{:02},Aeg kokku: {:02}:{:02}:{:02}
Общее занимаемое место: N:{} + S:{} = {},Hõivatud ruum kokku: N:{} + S:{} = {}
Общее число запусков  : -,Käivitusi kokku       : -
Общее число игровых сессий    : {},Mängusessioone kokku          : {}
Общие,Üldine
Общий размер передачи  : ,Edastuse kogusuurus    :
Общий размер установки : ,Paigalduse kogusuurus  :
Общий размер установки: {},Paigalduse kogusuurus: {}
Объединение списков,Nimekirjade ühendamine
Объект {} не допустим,Objekt {} on lubamatu
Объект {} не может быть создан,Objekti {} ei saa luua
Объект не открыт для редактирования,Objekt pole muutmiseks avatud
Объект удалён,Objekt kustutatud
Bluetooth MAC адрес   : {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X},Bluetooth MAC aadress : {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X}
Объект уже открыт для редактирования,Objekt on juba muutmiseks avatud
Огибка получения адреса сокета: {} {},Sokli aadressi hankimise viga: {} {}
Ожидаемый размер: {},Oodatav suurus: {}
Ожидается ,Ootel
Ожидается большой (>4GB) файл,Oodatakse suurt (>4GB) faili
Ожидается запуск dbibackend на стороне ПК...,Oodatakse dbibackend käivitust PC-l...
Ожидание включения интерфейса: ,Liidese sisselülitamise ootamine:
Ожидание: {} секунд,Ootel: {} sekundit
Ожидание: {} секунда,Ootel: {} sekund
Ожидание: {} секунды,Ootel: {} sekundit
CDIR в листинге,CDIR loendis
Ориентация,Suund
Ориентация...,Suund...
Освобождено места в NAND: ,Ruumi vabastatud NAND-is:
Освобождено места на SD : ,Ruumi vabastatud SD-l :
Основной SDK не найден. Пробуем мультипрограмный вариант,Põhi-SDK puudub. Proovin mitmeprogrammilist
Оставить сохранения,Jäta salvestused
Осталось ходов:    {:>3},Käike jäänud:      {:>3}
Остаток файла пропускается,Faili ülejääk jäetakse vahele
Отключение связи с мобильным приложением...,Mobiilirakenduse ühenduse katkestamine...
Configuration Id1     : {},Configuration Id1     : {}
Открываем папку прошивки...,Püsivara kausta avamine...
Открыть,Ava
Открыть вторую панель,Ava teine paneel
Открыть как 7Z,Ava 7Z-ina
Открыть как RAR,Ava RAR-ina
Открыть как ZIP,Ava ZIP-ina
Открыть как hex,Ava hex-ina
Открыть как текст,Ava tekstina
Открыть контент по MTP,Ava sisu MTP kaudu
Открыть папку LFS,Ava LFS kaust
Content meta не найден. Установка прервана,Content meta puudub. Installimine katkestatud
Отослано {}/{} байт,Saadetud {}/{} baiti
Отсутствуют ES сигпатчи!,ES sigpatchid puuduvad!
Очистка /atmosphere/contents,/atmosphere/contents puhastus
Очистка кеша rightsId...,rightsId vahemälu puhastus...
Очистка папки...,Kausta puhastus...
Очистка плейсхолдеров...,Kohatäitjate puhastus...
Очистка системы от мусора,Süsteemi puhastus prügist
Очистка сохранений,Salvestuste puhastus
Очистка...,Puhastamine...
Ошибка FTP сервера,FTP serveri viga
DBI Просмотр альбома,DBI Albumi vaataja
Ошибка во время копирования файла,Viga faili kopeerimisel
Ошибка во время обновления тайтла,Viga tiitli uuendamisel
Ошибка выделения сокета: {},Sokli eraldamise viga: {}
Ошибка завершения соединения: {},Ühenduse lõpetamise viga: {}
Ошибка загрузки картинки,Pildi laadimise viga
Ошибка загрузки файла из альбома: {},Viga faili laadimisel albumist: {}
Ошибка закрытия сокета: {},Sokli sulgemise viga: {}
Ошибка записи файла: {},Faili kirjutamise viga: {}
Ошибка изменения размера файла,Faili suuruse muutmise viga
Ошибка инициализации {}: {},Initsialiseerimise viga {}: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз","DPAD ja kangid - kerimine, L - lk üles, R - lk alla"
Ошибка опроса сокета: {},Sokli küsitluse viga: {}
Ошибка открытия каталога: {},Kausta avamise viga: {}
Ошибка открытия сокета: {},Sokli avamise viga: {}
Ошибка открытия файла,Faili avamise viga
Ошибка открытия файла '{}': {},Faili '{}' avamise viga: {}
Ошибка открытия файла: {},Faili avamise viga: {}
Ошибка отсылки: {},Saatmise viga: {}
Ошибка переименования: {},Ümbernimetamise viga: {}
Ошибка подключения: {},Ühenduse viga: {}
Ошибка подмены SDK: {},SDK asendamise viga: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз, R3 - Текст/Hex","DPAD ja kangid - kerimine, L/R - lk, R3 - Tekst/Hex"
Ошибка получения адреса узла: {},Sõlme aadressi hankimise viga: {}
Ошибка получения внеочередных данных: {},OOB andmete hankimise viga: {}
Ошибка получения имени сокета: {} {},Sokli nime hankimise viga: {} {}
Ошибка получения информаци о файле: {},Faili info hankimise viga: {}
Ошибка получения размера файла: {},Faili suuruse hankimise viga: {}
Ошибка получения флагов сокета: {},Sokli lippude hankimise viga: {}
Ошибка получения хранилища {},Hoidla {} hankimise viga
Ошибка получения: {},Hankimise viga: {}
Ошибка получения: {} {},Hankimise viga: {} {}
Ошибка посылки файла: {},Faili saatmise viga: {}
   Получение списка бекапов...   ,Varukoopiate loendi hankimine...
Ошибка привязки сокета к порту {}: {},Sokli sidumise viga pordiga {}: {}
Ошибка привязки: {},Sidumise viga: {}
Ошибка принятия соединения: {} {},Ühenduse vastuvõtu viga: {} {}
Ошибка приёма соединения: {},Ühenduse vastuvõtu viga: {}
Ошибка проверси метки сокета: {},Sokli sildi kontrolli viga: {}
Ошибка прослушивания: {},Kuulamise viga: {}
Ошибка прослушки сокета: {},Sokli kuulamise viga: {}
Ошибка сжатия,Pakkimise viga
Ошибка создания каталога: {},Kausta loomise viga: {}
Ошибка создания сокета: {},Sokli loomise viga: {}
DPAD/Стики - Навигация по страницам\n\n     ZR+ZL - Переход к странице... \n\n       L/R - Навигация по главам   \n\n       (-) - Эта подсказка         \n\n       (+) - Меню                  ,DPAD/Kangid - Lehtedel liikumine\n\n     ZR+ZL - Mine lehele... \n\n       L/R - Peatükkidel liikumine   \n\n       (-) - See vihje         \n\n       (+) - Menüü
Ошибка создания сохранения,Salvestuse loomise viga
Ошибка удаления каталога: {},Kausta kustutamise viga: {}
Ошибка удаления файла: {},Faili kustutamise viga: {}
Ошибка установки флагов сокета: {},Sokli lippude seadmise viga: {}
Ошибка чтения записи об игре: {},Mängukirje lugemise viga: {}
Ошибка чтения каталога: {},Kausta lugemise viga: {}
Ошибка чтения регистров max17050: ,Max17050 registrite lugemise viga:
Ошибка чтения сохранённых параметров контроллера: ,Kontrolleri salvestatud parameetrite lugemise viga:
Ошибка чтения файла: {},Faili lugemise viga: {}
DeviceId                : {0:} ({0:016X}),DeviceId                : {0:} ({0:016X})
Ошибок не найдено,Vigu ei leitud
Ошибочный номер DLC (Должен быть в диапазоне 0x001-0x7FF),Vigane DLC nr (Peab olema 0x001-0x7FF)
Ошибочный номер DLC (Должен быть в диапазоне 1-2047),Vigane DLC nr (Peab olema 1-2047)
"Ошибочный тикет {0}: kg {1:02X}, pm {2:02X}","Vigane pilet {0}: kg {1:02X}, pm {2:02X}"
Папка LFS не найдена,LFS kausta ei leitud
