original,translation
Всего {} байта послано,Inviati un totale di {} byte
Всего {} байтов получено,Ricevuti un totale di {} byte
Всего {} байтов послано,Inviati un totale di {} byte
Всего записей: {},Voci totali: {}
Всего освобождено места : ,Spazio totale liberato :
Всего отослано: {} ({}/сек),Totale inviato: {} ({}/s)
Всего программ: {},Programmi totali: {}
Вставить,Incolla
Вставка...,Incollo...
Всё время. Всего: {} час,Sempre. Totale: {} ora
 Да ,Sì
Всё время. Всего: {} часа,Sempre. Totale: {} ore
Всё время. Всего: {} часов,Sempre. Totale: {} ore
Вы собираетесь удалить следующие бекапы:,Stai per eliminare i seguenti backup:
Вы собираетесь удалить следующие игры:,Stai per eliminare i seguenti giochi:
Вы собираетесь удалить следующие сохранения:,Stai per eliminare i seguenti salvataggi:
Вы собираетесь удалить следующие тикеты:,Stai per eliminare i seguenti ticket:
Вы уверены в удалении {} записей?\n\n(+) - ДА   B - Отмена,Sei sicuro di voler eliminare {} voci?\n\n(+) - SÌ   B - Annulla
Вы уверены в удалении {} записи?\n\n(+) - ДА   B - Отмена,Sei sicuro di voler eliminare {} voce?\n\n(+) - SÌ   B - Annulla
Вы уверены в удалении {} объекта?\n\n(+) - ДА   B - Отмена,Sei sicuro di voler eliminare {} oggetto?\n\n(+) - SÌ   B - Annulla
Вы уверены в удалении {} объектов?\n\n(+) - ДА   B - Отмена,Sei sicuro di voler eliminare {} oggetti?\n\n(+) - SÌ   B - Annulla
    {:>2} сек,    {:>2} sec
 Закрытие игры, Chiusura del gioco
"Вы уверены, что хотите удалить {}?\n\n(+) - ДА, другая кнопка - НЕТ","Sei sicuro di voler eliminare {}?\n\n(+) - SÌ, altro pulsante - NO"
"Вы уверены, что хотите удалить\n{}?\n\n(+) - ДА  В - Отмена",Sei sicuro di voler eliminare\n{}?\n\n(+) - SÌ  B - Annulla
Выберите пользователя,Seleziona utente
Выберите тип сохранения,Seleziona tipo di salvataggio
Выбрать все файлы игры,Seleziona tutti i file del gioco
Выбрать того же пользователя,Seleziona lo stesso utente
Выбрать ту же игру,Seleziona lo stesso gioco
Выйти из DBI           : ,Esci da DBI           :
Выключать экран,Spegni schermo
Выключить экран        : ,Spegni schermo        :
 Запуск игры, Avvio del gioco
Вырезать,Taglia
Выход на рабочий стол,Esci al menu HOME
Вычисление хэша,Calcolo dell'hash
Вычисленное время конца : {},Ora di fine calcolata : {}
Вычисленное время начала: {},Ora di inizio calcolata: {}
Генерация DLC [{:016X}][v{}],Generazione DLC [{:016X}][v{}]
Генерация DLC анлокера...,Generazione sblocco DLC...
Генерируется анлокер для {:016X} с номером {} и версией {}...,Generazione dello sblocco per {:016X} con numero {} e versione {}...
Генерируется ярлык для пути '{}' и аргументов '{}'...,Generazione della scorciatoia per il percorso '{}' e gli argomenti '{}'...
 Логаут пользователя \x1b[36;1m{}\x1b[37;1m,Logout utente \x1b[36;1m{}\x1b[37;1m
Главное меню,Menu principale
Голландский,Olandese
Да,Sì
"Да, я уверен","Sì, sono sicuro"
Дамп анлокера в '{}'...,Dump dello sblocco in '{}'...
Дамп текущей прошивки,Dump del firmware attuale
Дамп ярлыка в '{}'...,Dump scorciatoia in '{}'...
Дата первого игрового события : {},Data del primo evento di gioco : {}
Действия с файлами,Azioni sui file
Действия с файлами ({}),Azioni sui file ({})
 Логин пользователя \x1b[36;1m{}\x1b[37;1m,Login utente \x1b[36;1m{}\x1b[37;1m
Декабрь,Dicembre
День,Дeнь
Диаграмма активности,Grafico attività
Для бекапов,Per i backup
Для выхода нажмите любую кнопку,Premi un pulsante qualsiasi per uscire
Для дампов,Per i dump
Для логов,Per i log
Добавить в любимые,Aggiungi ai preferiti
Добавлять суффикс к имени файла,Aggiungi suffisso al nome del file
Достаточное питание            : {},Alimentazione sufficiente            : {}
 Переключение на игру, Passaggio al gioco
Европа,Europa
Есть исправление RCM бага   : {},Correzione del bug RCM presente   : {}
"Есть несохранёные изменения.\nВы хотите их сохранить?\n\n(+) - Да, сохранить\n\n(-) - Выйти без сохранения\n\nДругая кнопка - Отмена","Ci sono modifiche non salvate.\nVuoi salvarle?\n\n(+) - Sì, salva\n\n(-) - Esci senza salvare\n\nAltro pulsante - Annulla"
Желаемая версия: {},Versione desiderata: {}
Журнал активности,Registro attività
Журналирование действий,Registrazione attività
Завершено,Completato
Загружается список обновлений...,Download dell'elenco aggiornamenti...
Загружено ,Scaricato
Загрузка изображения...,Caricamento immagine...
 Режим работы изменился: {}, Modalità operativa cambiata: {}
Загрузка текста...{}%,Caricamento testo...{}%
Загрузка файла... {}%,Caricamento file... {}%
Задать размер файла {} не удалось: {},Impossibile impostare la dimensione del file {}: {}
Закладки на SD,Segnalibri su SD
Закончено за {:02d}:{:02d}:{:02d},Completato in {:02d}:{:02d}:{:02d}
Закончилась память при посылке ответа,Memoria esaurita durante l'invio della risposta
Закончились дополнительные буферы. Скорость записи на носитель слишком низка,Esauriti i buffer aggiuntivi. La velocità di scrittura sul supporto è troppo bassa
Закрытие соединения,Chiusura della connessione
Закрытие соединения к {}:{},Chiusura della connessione a {}:{}
 Сброс системных часов,Reset orologio di sistema
Запаковать LFS в romfs.bin,Impacchetta LFS in romfs.bin
Запаковать в romfs.bin,Impacchetta in romfs.bin
Запаковка папки в RomFS,Impacchetto cartella in RomFS
Записанное время конца  : {},Ora di fine registrata  : {}
Записанное время начала : {},Ora di inizio registrata: {}
Запись в CAL0 разрешена     : {},Scrittura su CAL0 permessa     : {}
Запись в файл...,Scrittura su file...
Запись за пределами файла,Scrittura oltre i limiti del file
Заполнение нулями,Riempimento con zeri
Заполнить свободное место на SD нулями,Riempi lo spazio libero su SD con zeri
 Сворачивание игры, Riduzione a icona del gioco
Запрет захвата видео,Disabilita cattura video
Запрет скриншотов,Disabilita screenshot
Запрещено,Vietato
Запрос на удаление ,Richiesta di eliminazione
Запускавшиеся игры,Giochi avviati
Запускать точку доступа,Avvia punto di accesso
Запустить FTP сервер,Avvia server FTP
Запустить FTP сервер...,Avvia server FTP...
Запустить HTTP сервер,Avvia server HTTP
Запустить HTTP сервер...,Avvia server HTTP...
 Состояние электропитания изменилось: {}, Stato di alimentazione cambiato: {}
Запустить МТР соединение,Avvia connessione MTP
Запустить случайную игру,Avvia gioco casuale
Заряд батареи                  : {},Carica della batteria                  : {}
Заряд батареи                  : {}%,Carica della batteria                  : {}%
Заряд батареи (сырое значение) : {}%,Carica della batteria (valore grezzo) : {}%
Зарядка батареи                : {},Carica della batteria                : {}
Здесь пусто,Qui è vuoto
Игра анонсирует SDK {},Gioco annuncia SDK {}
" и {} новое DLC,"," e {} nuovo DLC,"
"Игра анонсирует более новый SDK ({}), чем текущая прошивка ({})",Gioco annuncia SDK ({}) più recente del FW ({})
Игра использует titleId от дополнения,Il gioco usa un titleId di un DLC
Игра использует titleId от обновления,Il gioco usa un titleId di un aggiornamento
Извлечь в LFS,Estrai in LFS
Изменение размера сохранения на {} [{}]...,Ridimensionamento del salvataggio a {} [{}]...
Изменить версию DLC (десятичную),Cambia versione DLC (decimale)
Изменить номер DLC (десятичный),Cambia numero DLC (decimale)
Изменить номер DLC (шестнадцатеричный),Cambia numero DLC (esadecimale)
Изменён размер SaveFS,SaveFS ridimensionato
"    Великий колдун сказал, что ракеты",    Il grande stregone ha detto che i razzi
" и {} новых DLC,"," e {} nuovi DLC,"
Импорт исправленного тикета...,Importazione del ticket corretto...
Импорт тикета...,Importazione ticket...
Имя     : ,Имя     : 
"Имя каталога\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","Il nome della directory\n'{}'\ncontiene caratteri non validi.\nNon può essere creata.\n\nPremi A per annullare, B per saltare, X per rinominare"
"Имя файла\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","Il nome del file\n'{}'\ncontiene caratteri non validi.\nNon può essere creato.\n\nPremi A per annullare, B per saltare, X per rinominare"
Инсталлируется romfs.bin,Installazione di romfs.bin
Инструменты,Strumenti
Информация о зарядке батареи,Informazioni sulla carica della batteria
Информация о контенте,Informazioni sul contenuto
Информация о контенте ({}),Informazioni sul contenuto ({})
 сортировка по дате создания, ordina per data di creazione
Информация о прошивке,Informazioni sul firmware
Информация о системе,Informazioni di sistema
Информация о сохранении,Informazioni sul salvataggio
Информация о сохранении...,Informazioni sul salvataggio...
Информация о тикете,Informazioni sul ticket
Информация о тикете...,Informazioni sul ticket...
Информация об NSP,Informazioni su NSP
Информация об атмосфере,Informazioni su Atmosphere
Информация об игровой активности,Informazioni sull'attività di gioco
Информация об источние питания,Informazioni sull'alimentazione
 сортировка по имени, ordina per nome
Информация об оборудовании,Informazioni hardware
Информация...,Informazioni...
Испанский,Spagnolo
Использовано дополнительной памяти: {}. Создано буферов: {},Memoria aggiuntiva utilizzata: {}. Buffer creati: {}
Использовать 5 GHz,Usa 5 GHz
Использовать MSG_WAITALL в recv,Usa MSG_WAITALL in recv
Использовать для неё TitleID,Usa TitleID per essa
Использовать папку для...,Usa cartella per...
Использовать разгон,Usa overclock
Использовать скрытый SSID,Usa SSID nascosto
 сортировка по имени игры, ordina per nome del gioco
Используется ,In uso
Используется USB{},In uso USB{}
"Испытания ракет продолжаются,","I test dei razzi continuano,"
Источник питания                : {},Alimentazione                : {}
Итальянский,Italiano
Ищется control для ProgramId {},Ricerca di control per ProgramId {}
Ищется exefs/romfs для ProgramId {},Ricerca di exefs/romfs per ProgramId {}
Ищется exefs/romfs/logo для ProgramId {},Ricerca di exefs/romfs/logo per ProgramId {}
Ищется {},Ricerca di {}
 сортировка по месту установки, ordina per destinazione
Июль,Luglio
Июнь,Giugno
Канадский французский,Francese canadese
"Когда ваше устройство подключится, нажмите любую кнопку","Quando il dispositivo è connesso, premi un pulsante qualsiasi"
Код партии батареи    : {} ({}),Codice lotto batteria    : {} ({})
Кодировка,Codifica
Конвертация в фейковые ,Converti in fittizi
Конец игры            : -,Fine del gioco            : -
Конец игры            : {},Fine del gioco            : {}
 сортировка по общему размеру, ordina per dimensione totale
Контент уже на месте,Contenuto già presente
Копирование IVFC слой {} в nca: {},Copia del livello IVFC {} in nca: {}
Копирование PFS0 в nca,Copia di PFS0 in nca
Копирование PFS0 хэш таблицы в nca,Copia della tabella hash PFS0 in nca
Копирование SDK {} в файл: {}...,Copia dell'SDK {} nel file: {}...
Копировать,Copia
Корейский,Coreano
Корень не найден,Radice non trovata
Корень сохранения не существует,La radice del salvataggio non esiste
 сортировка по пользователю, ordina per utente
Корея,Corea
Курсор на обеих панелях,Cursore su entrambi i pannelli
Латиноамериканский испанский,Spagnolo latinoamericano
Май,Maй
Март,Marzo
Масштаб: По ширине,Scala: Adatta alla larghezza
Масштаб: По экрану,Scala: Adatta allo schermo
Масштаб: Точка в точку,Scala: Punto per punto
Масштаб: Увеличение x2,Scala: Ingrandimento x2
 сортировка по порядку игры, ordina per ordine di gioco
Место в  NAND         : {},Spazio su NAND         : {}
Место на SD карте     : {},Spazio su scheda SD     : {}
Место на приставке не занято,Nessuno spazio occupato sulla console
Место установки        : ,Destinazione installazione:
Мета контент отсутствует,Metadati del contenuto mancanti
Миссия провалена\n\nНажмите А для выхода,Missione fallita\n\nPremi A per uscire
Миссия успешна\n\nОсталось ходов: {}\n\nНажмите А для выхода,Missione compiuta\n\nMosse rimaste: {}\n\nPremi A per uscire
Модификация файла не удалась,Modifica del file fallita
На выбранном устройстве нет достаточного свободного места для установки,Spazio libero insufficiente sul dispositivo selezionato per l'installazione
На месте нет достаточно свободного места,Spazio libero insufficiente nella destinazione
 сортировка по размеру, ordina per dimensione
Нажмите (+) для перезаписи конфига обновлённым\n\nЛюбую другую кнопку для пропуска,Premi (+) per sovrascrivere la configurazione con quella aggiornata\n\nQualsiasi altro pulsante per saltare
"Нажмите (+) для удаления, любую другую кнопку для пропуска...\n (-) Удалять все, больше не спрашивая","Premi (+) per eliminare, qualsiasi altro pulsante per saltare...\n (-) Elimina tutto, non chiedere più"
"Нажмите A, чтобы продолжить, другую кнопку, чтобы выйти","Premi A per continuare, un altro pulsante per uscire"
"Нажмите B, чтобы вернуться",Premi B per tornare indietro
Нажмите любую кнопку,Premi un pulsante qualsiasi
Название: ,Titolo:
Найден SDK: {},Trovato SDK: {}
Найден {} зарегистрированный контент-файл,Trovato {} file di contenuto registrato
Найден {} контент-файл,Trovato {} file di contenuto
Найден {} пользователь,Trovato {} utente
%% заряд-разряд    : {},%% carica-scarica    : {}
Найден {} потерянный контент-файл,Trovato {} file di contenuto orfano
Найден {} файл,Trovato {} file
Найден {} файл с ошибками,Trovato {} file con errori
Найден и удалён {} неиспользуемый тикет,Trovato ed eliminato {} ticket non utilizzato
Найдена {} запись об игре,Trovata {} voce di gioco
Найдена {} запись об ошибках,Trovata {} voce di errore
Найдена {} установленная игра,Trovato {} gioco installato
Найдено {} записей об играх,Trovate {} voci di gioco
Найдено {} записей об ошибках,Trovate {} voci di errore
Найдено {} записи об играх,Trovate {} voci di gioco
    Дело здесь в одном из основных,    La questione risiede in uno dei principi
({}/{}) Устанавливается {},({}/{}) Installazione di {}
Найдено {} записи об ошибках,Trovate {} voci di errore
Найдено {} зарегистрированных контент-файла,Trovati {} file di contenuto registrati
Найдено {} зарегистрированных контент-файлов,Trovati {} file di contenuto registrati
Найдено {} контент-файла,Trovati {} file di contenuto
Найдено {} контент-файлов,Trovati {} file di contenuto
Найдено {} обновление,Trovato {} aggiornamento
Найдено {} обновлений,Trovati {} aggiornamenti
Найдено {} обновления,Trovati {} aggiornamenti
Найдено {} пользователей,Trovati {} utenti
Найдено {} пользователя,Trovati {} utenti
Найдено {} потерянных контент-файла,Trovati {} file di contenuto orfani
Найдено {} потерянных контент-файлов,Trovati {} file di contenuto orfani
Найдено {} сохранение,Trovato {} salvataggio
Найдено {} сохранение...,Trovato {} salvataggio...
Найдено {} сохранений,Trovati {} salvataggi
Найдено {} сохранений...,Trovati {} salvataggi...
Найдено {} сохранения,Trovati {} salvataggi
Найдено {} сохранения...,Trovati {} salvataggi...
Найдено {} установленные игры,Trovati {} giochi installati
Найдено {} установленных игр,Trovati {} giochi installati
Найдено {} файла,Trovati {} file
Найдено {} файла с ошибками,Trovati {} file con errori
Найдено {} файлов,Trovati {} file
Найдено {} файлов с ошибками,Trovati {} file con errori
Найдено и удалено {} неиспользуемых тикета,Trovati ed eliminati {} ticket non utilizzati
Найдено и удалено {} неиспользуемых тикетов,Trovati ed eliminati {} ticket non utilizzati
Найдено существующее сохранение. Восстанавливаю бекап в него...,Trovato salvataggio esistente. Ripristino del backup al suo interno...
Настройки,Impostazioni
Настройки DBI,Impostazioni DBI
Настройки FB2,Impostazioni FB2
Начало игры           : -,Inizio del gioco           : -
Начало игры           : {},Inizio del gioco           : {}
Начало создания Control.nca,Inizio creazione Control.nca
Начало создания Program.nca,Inizio creazione Program.nca
Начало установки. Место установки: ,Inizio installazione. Destinazione:
Начать установку,Avvia installazione
Не доступно,Non disponibile
Не известно,Sconosciuto
"Не найден USB диск, который смог бы вместить получившийся дамп. Убедитесь, что он отформатирован в ExFAT.",Nessun disco USB trovato che possa contenere il dump risultante. Assicurati che sia formattato in ExFAT.
Не найдены требуемые тикеты,Ticket richiesti non trovati
. Время простоя \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m,. Tempo inatt. \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m
Не получилось создать NSP,Impossibile creare NSP
Не удалось получить список,Impossibile ottenere l'elenco
Не удалось установить аватар\n{},Impossibile impostare l'avatar\n{}
Не установлен,Non impostato
Невозможно найти путь,Impossibile trovare il percorso
Невозможно открыть папку журналов ошибок,Impossibile aprire la cartella dei registri errori
Невозможно переименовать '{}' в '{}':,Impossibile rinominare '{}' in '{}':
Невозможно получить список LFS,Impossibile ottenere l'elenco LFS
Невозможно получить список пользователей,Impossibile ottenere l'elenco degli utenti
Невозможно получить статус связи с Nintendo Account,Impossibile ottenere lo stato di collegamento con l'account Nintendo
...готово,...fatto
Невозможно получить число записей об ошибках,Impossibile ottenere il numero di voci di errore
Невозможно прочитать общие тикеты,Impossibile leggere i ticket comuni
Невозможно прочитать персонализированные тикеты,Impossibile leggere i ticket personalizzati
Невозможно разобрать content meta,Impossibile analizzare i metadati del contenuto
Невозможно разобрать content meta. Неожиданная ошибка,Impossibile analizzare i metadati del contenuto. Errore inatteso
Невозможно разобрать content meta. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,Impossibile analizzare i metadati del contenuto. FIRMWARE OBSOLETO. È necessario aggiornare HOS
Невозможно разобрать nca. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,Impossibile analizzare nca. FIRMWARE OBSOLETO. È necessario aggiornare HOS
Невозможно разобрать индекс кеша,Impossibile analizzare l'indice della cache
Невозможно распаковать '{}':,Impossibile estrarre '{}':
Невозможно скопировать файл\n   '{}'\n➡ '{}'\n,Impossibile copiare il file\n   '{}'\n➡ '{}'\n
Невозможно смонтировать сохранение,Impossibile montare il salvataggio
Невозможно смонтировать устройство сохраниения,Impossibile montare il dispositivo di salvataggio
Невозможно создать выходной zip-файл: ,Impossibile creare il file zip di output:
Невозможно создать каталог,Impossibile creare la directory
Невозможно создать каталог '{}':,Impossibile creare la directory '{}':
Невозможно создать файл,Impossibile creare il file
Невозможно создать файл '{}':,Impossibile creare il file '{}':
Недопустимый идентификатор,Identificatore non valido
Неизвестная игра [{:016x}],Gioco sconosciuto [{:016x}]
: {:>4} сохранение,: {:>4} salvataggio
Неизвестно,Sconosciuto
Неизвестный тайтл,Titolo sconosciuto
Неиспользуемый тикет: ,Ticket non utilizzato:
Немецкий,Tedesco
Неправильное хранилище,Archivio non valido
Неправильный родительский объект,Oggetto genitore non valido
Нет,No
Нет ,Heт 
Нет VFS. Прекращение работы,Nessun VFS. Interruzione.
Нет exefs VFS. Прекращение работы,Nessun VFS exefs. Interruzione.
: {:>4} сохранений,: {:>4} salvataggi
Нет logo VFS. Прекращение работы,Nessun VFS logo. Interruzione.
Нет romfs VFS. Прекращение работы,Nessun VFS romfs. Interruzione.
Нет лого,Nessun logo
Нечего устанавливать,Niente da installare
Никнейм консоли         : {},Nickname della console         : {}
Но у гиби транзисторы собирают с,Ma i Gibi raccolgono i transistor da
Новое имя для '{}',Nuovo nome per '{}'
Новый каталог,Nuova directory
Новый размер сохранения в МБ,Nuova dimensione del salvataggio in MB
Новый рейтинг (-1 для удаления),Nuova classificazione (-1 per rimuovere)
: {:>4} сохранения,: {:>4} salvataggi
Номер страницы,Numero di pagina
Ночь,Hoчь
Нужен связанный аккаунт,Account collegato richiesto
ОШИБКА ПОЛУЧЕНИЯ ЭКСТРА ДАННЫХ,ERRORE NEL RECUPERO DEI DATI EXTRA
Обнаружены недопустимые символы,Rilevati caratteri non validi
Обновить DBI,Aggiorna DBI
Обновить DBI из этого файла,Aggiorna DBI da questo file
Обновить TitleDB,Aggiorna TitleDB
   {:>3} мин,   {:>3} min
Обновление TitleDB,Aggiornamento TitleDB
Обновление базы данных...,Aggiornamento del database...
Обновление версии до {} {}\n\nНажмите (+) для продолжения\nЛюбую другую кнопку для отмены,Aggiornamento alla versione {} {}\n\nPremi (+) per continuare\nQualsiasi altro pulsante per annullare
Обновление времени...,Aggiornamento dell'ora...
Обновление закончено\n\nНажмите любую кнопку\nдля перезапуска DBI,Aggiornamento completato\n\nPremi un pulsante qualsiasi\nper riavviare DBI
Обновление фейковой записи {} ➡ [v{}],Aggiornamento della voce fittizia {} ➡ [v{}]
Обновление. Пожалуйста подождите...,Aggiornamento. Attendere prego...
Обновляется запись об игре...,Aggiornamento della voce del gioco...
Обрабатывается запись {:016X},Elaborazione della voce {:016X}
Обратный альбом (180°),Orizzontale inverso (180°)
Обратный портрет (270°),Verticale inverso (270°)
Общее время активной игры     : {} часов,Tempo totale di gioco attivo     : {} ore
Общее время дампа {:d}:{:02d}:{:02d},Tempo totale del dump {:d}:{:02d}:{:02d}
Общее время запущенных игр    : {} часов,Tempo totale di avvio dei giochi    : {} ore
Общее время игры      : -,Tempo di gioco totale      : -
Общее время игры      : {:d} часов {:02d} минут,Tempo di gioco totale      : {:d} ore {:02d} minuti
Общее время установки: {:d}:{:02d}:{:02d},Tempo totale di installazione: {:d}:{:02d}:{:02d}
Общее время: {:02}:{:02}:{:02},Tempo totale: {:02}:{:02}:{:02}
Общее занимаемое место: N:{} + S:{} = {},Spazio totale occupato: N:{} + S:{} = {}
Общее число запусков  : -,Numero totale di avvii  : -
Общее число игровых сессий    : {},Numero totale di sessioni di gioco    : {}
Общие,Oбщиe
Общий размер передачи  : ,Dimensione totale trasferimento:
Общий размер установки : ,Dimensione totale installazione:
Общий размер установки: {},Dimensione totale installazione: {}
Объединение списков,Unione degli elenchi
Объект {} не допустим,Oggetto {} non valido
Объект {} не может быть создан,Impossibile creare l'oggetto {}
Объект не открыт для редактирования,Oggetto non aperto per la modifica
Объект удалён,Oggetto eliminato
Bluetooth MAC адрес   : {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X},Indirizzo MAC Bluetooth   : {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X}
Объект уже открыт для редактирования,Oggetto già aperto per la modifica
Огибка получения адреса сокета: {} {},Errore nel recupero dell'indirizzo del socket: {} {}
Ожидаемый размер: {},Dimensione prevista: {}
Ожидается ,Previsto
Ожидается большой (>4GB) файл,Previsto file di grandi dimensioni (>4GB)
Ожидается запуск dbibackend на стороне ПК...,In attesa dell'avvio di dbibackend sul PC...
Ожидание включения интерфейса: ,In attesa dell'abilitazione dell'interfaccia:
Ожидание: {} секунд,In attesa: {} secondi
Ожидание: {} секунда,In attesa: {} secondo
Ожидание: {} секунды,In attesa: {} secondi
CDIR в листинге,CDIR nell'elenco
Ориентация,Orientamento
Ориентация...,Orientamento...
Освобождено места в NAND: ,Spazio liberato sulla NAND:
Освобождено места на SD : ,Spazio liberato sulla SD :
Основной SDK не найден. Пробуем мультипрограмный вариант,SDK principale non trovato. Tentativo con opzione multiprogramma
Оставить сохранения,Mantieni salvataggi
Осталось ходов:    {:>3},Mosse rimaste:     {:>3}
Остаток файла пропускается,Salto del resto del file
Отключение связи с мобильным приложением...,Disconnessione dall'app mobile...
Configuration Id1     : {},Configuration Id1     : {}
Открываем папку прошивки...,Apertura della cartella del firmware...
Открыть,Oткpыть
Открыть вторую панель,Apri secondo pannello
Открыть как 7Z,Apri come 7Z
Открыть как RAR,Apri come RAR
Открыть как ZIP,Apri come ZIP
Открыть как hex,Apri come hex
Открыть как текст,Apri come testo
Открыть контент по MTP,Apri contenuto via MTP
Открыть папку LFS,Apri cartella LFS
Content meta не найден. Установка прервана,Metadati del contenuto non trovati. Installazione annullata
Отослано {}/{} байт,Inviati {}/{} byte
Отсутствуют ES сигпатчи!,Mancano le ES sigpatch!
Очистка /atmosphere/contents,Pulizia di /atmosphere/contents
Очистка кеша rightsId...,Pulizia della cache rightsId...
Очистка папки...,Pulizia della cartella...
Очистка плейсхолдеров...,Pulizia dei segnaposto...
Очистка системы от мусора,Pulizia del sistema da file inutili
Очистка сохранений,Pulizia dei salvataggi
Очистка...,Pulizia...
Ошибка FTP сервера,Errore server FTP
DBI Просмотр альбома,DBI Visualizzazione album
Ошибка во время копирования файла,Errore durante la copia del file
Ошибка во время обновления тайтла,Errore durante l'aggiornamento del titolo
Ошибка выделения сокета: {},Errore di allocazione del socket: {}
Ошибка завершения соединения: {},Errore di chiusura della connessione: {}
Ошибка загрузки картинки,Errore nel caricamento dell'immagine
Ошибка загрузки файла из альбома: {},Errore nel caricamento del file dall'album: {}
Ошибка закрытия сокета: {},Errore di chiusura del socket: {}
Ошибка записи файла: {},Errore nella scrittura del file: {}
Ошибка изменения размера файла,Errore nel ridimensionamento del file
Ошибка инициализации {}: {},Errore durante l'inizializzazione di {}: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз","DPAD e stick - scorrimento, L - pag. su, R - pag. giù"
Ошибка опроса сокета: {},Errore di polling del socket: {}
Ошибка открытия каталога: {},Errore nell'apertura della directory: {}
Ошибка открытия сокета: {},Errore di apertura del socket: {}
Ошибка открытия файла,Errore nell'apertura del file
Ошибка открытия файла '{}': {},Errore nell'apertura del file '{}': {}
Ошибка открытия файла: {},Errore nell'apertura del file: {}
Ошибка отсылки: {},Errore di invio: {}
Ошибка переименования: {},Errore di ridenominazione: {}
Ошибка подключения: {},Errore di connessione: {}
Ошибка подмены SDK: {},Errore sostituzione SDK: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз, R3 - Текст/Hex","DPAD e stick - scorrimento, L - pag. su, R - pag. giù, R3 - Testo/Hex"
Ошибка получения адреса узла: {},Errore nel recupero dell'indirizzo host: {}
Ошибка получения внеочередных данных: {},Errore nel recupero dei dati fuori banda: {}
Ошибка получения имени сокета: {} {},Errore nel recupero del nome del socket: {} {}
Ошибка получения информаци о файле: {},Errore nel recupero delle informazioni sul file: {}
Ошибка получения размера файла: {},Errore nel recupero della dimensione del file: {}
Ошибка получения флагов сокета: {},Errore nel recupero dei flag del socket: {}
Ошибка получения хранилища {},Errore nell'ottenere l'archivio {}
Ошибка получения: {},Errore di ricezione: {}
Ошибка получения: {} {},Errore di ricezione: {} {}
Ошибка посылки файла: {},Errore nell'invio del file: {}
   Получение списка бекапов...   ,   Recupero elenco backup...
Ошибка привязки сокета к порту {}: {},Errore di binding del socket alla porta {}: {}
Ошибка привязки: {},Errore di binding: {}
Ошибка принятия соединения: {} {},Errore nell'accettazione della connessione: {} {}
Ошибка приёма соединения: {},Errore nell'accettazione della connessione: {}
Ошибка проверси метки сокета: {},Errore di controllo del tag del socket: {}
Ошибка прослушивания: {},Errore di ascolto: {}
Ошибка прослушки сокета: {},Errore di ascolto del socket: {}
Ошибка сжатия,Errore di compressione
Ошибка создания каталога: {},Errore nella creazione della directory: {}
Ошибка создания сокета: {},Errore nella creazione del socket: {}
DPAD/Стики - Навигация по страницам\n\n     ZR+ZL - Переход к странице... \n\n       L/R - Навигация по главам   \n\n       (-) - Эта подсказка         \n\n       (+) - Меню                  ,DPAD/Stick - Navigazione pagine\n\n     ZR+ZL - Vai alla pagina... \n\n       L/R - Navigazione capitoli   \n\n       (-) - Aiuto                 \n\n       (+) - Menu
Ошибка создания сохранения,Errore nella creazione del salvataggio
Ошибка удаления каталога: {},Errore nell'eliminazione della directory: {}
Ошибка удаления файла: {},Errore nell'eliminazione del file: {}
Ошибка установки флагов сокета: {},Errore nell'impostazione dei flag del socket: {}
Ошибка чтения записи об игре: {},Errore nella lettura della voce del gioco: {}
Ошибка чтения каталога: {},Errore nella lettura della directory: {}
Ошибка чтения регистров max17050: ,Errore nella lettura dei registri max17050:
Ошибка чтения сохранённых параметров контроллера: ,Errore nella lettura dei parametri del controller salvati:
Ошибка чтения файла: {},Errore nella lettura del file: {}
DeviceId                : {0:} ({0:016X}),DeviceId                : {0:} ({0:016X})
Ошибок не найдено,Nessun errore trovato
Ошибочный номер DLC (Должен быть в диапазоне 0x001-0x7FF),Numero DLC non valido (Deve essere compreso tra 0x001 e 0x7FF)
Ошибочный номер DLC (Должен быть в диапазоне 1-2047),Numero DLC non valido (Deve essere compreso tra 1 e 2047)
"Ошибочный тикет {0}: kg {1:02X}, pm {2:02X}","Ticket errato {0}: kg {1:02X}, pm {2:02X}"
Папка LFS не найдена,Cartella LFS non trovata
Папка для бекапа сохранений,Cartella per il backup dei salvataggi
Папка для дампа игр,Cartella per il dump dei giochi
Папка журналов,Cartella dei registri
Папка обновления очищена,Cartella di aggiornamento pulita
DramId                  : {} ({}),DramId                  : {} ({})
Параметры FTP,Opzioni FTP
Параметры MTP,Opzioni MTP
Параметры установки,Opzioni di installazione
