original,translation
"Есть несохранёные изменения.\nВы хотите их сохранить?\n\n(+) - Да, сохранить\n\n(-) - Выйти без сохранения\n\nДругая кнопка - Отмена","There are unsaved changes.\nDo you want to save them?\n\n(+) - Yes, save\n\n(-) - Exit without saving\n\nAny other button - Cancel"
Желаемая версия: {},Desired version: {}
Журнал активности,Activity log
Журналирование действий,Action logging
Завершено,Finished
Загружается список обновлений...,Downloading update list...
Загружено ,Downloaded 
Загрузка изображения...,Loading image...
 Режим работы изменился: {}, Operation mode changed: {}
Загрузка текста...{}%,Loading text...{}%
Загрузка файла... {}%,Loading file... {}%
Задать размер файла {} не удалось: {},Failed to set file size {}: {}
Закладки на SD,SD shortcuts
Закончено за {:02d}:{:02d}:{:02d},Finished in {:02d}:{:02d}:{:02d}
Закончилась память при посылке ответа,Out of memory while sending response
Закончились дополнительные буферы. Скорость записи на носитель слишком низка,Ran out of extra buffers. Write speed to media is too low
Закрытие соединения,Closing connection
Закрытие соединения к {}:{},Closing connection to {}:{}
 Сброс системных часов, System clock reset
Запаковать LFS в romfs.bin,Pack LFS to romfs.bin
Запаковать в romfs.bin,Pack to romfs.bin
Запаковка папки в RomFS,Packing folder into RomFS
Записанное время конца  : {},Recorded end time   : {}
Записанное время начала : {},Recorded start time : {}
Запись в CAL0 разрешена     : {},Writing to CAL0 allowed     : {}
Запись в файл...,Writing to file...
Запись за пределами файла,Write beyond file bounds
Заполнение нулями,Filling with zeros
Заполнить свободное место на SD нулями,Fill free space on SD with zeros
 Сворачивание игры, Game minimize
Запрет захвата видео,Disable video capture
Запрет скриншотов,Disable screenshots
Запрещено,Disallowed
Запрос на удаление ,Request to delete 
Запускавшиеся игры,Launched games
Запускать точку доступа,Start access point
Запустить FTP сервер,Start FTP server
Запустить FTP сервер...,Start FTP server...
Запустить HTTP сервер,Start HTTP server
Запустить HTTP сервер...,Start HTTP server...
 Состояние электропитания изменилось: {}, Power state changed: {}
Запустить МТР соединение,Start MTP connection
Запустить случайную игру,Launch random game
Заряд батареи                  : {},Battery charge                 : {}
Заряд батареи                  : {}%,Battery charge                 : {}%
Заряд батареи (сырое значение) : {}%,Battery charge (raw)           : {}%
Зарядка батареи                : {},Battery charging               : {}
Здесь пусто,Empty here
Игра анонсирует SDK {},Game announces SDK {}
" и {} новое DLC,"," and {} new DLC,"
"Игра анонсирует более новый SDK ({}), чем текущая прошивка ({})",Game announces newer SDK ({}) than current firmware ({})
Игра использует titleId от дополнения,Game uses titleId from DLC
Игра использует titleId от обновления,Game uses titleId from update
Извлечь в LFS,Extract to LFS
Изменение размера сохранения на {} [{}]...,Resizing save to {} [{}]...
Изменить версию DLC (десятичную),Change DLC version (decimal)
Изменить номер DLC (десятичный),Change DLC number (decimal)
Изменить номер DLC (шестнадцатеричный),Change DLC number (hexadecimal)
Изменён размер SaveFS,SaveFS resized
"    Великий колдун сказал, что ракеты",    The great sorcerer said that rockets
" и {} новых DLC,"," and {} new DLCs,"
Импорт исправленного тикета...,Importing fixed ticket...
Импорт тикета...,Importing ticket...
Имя     : ,Name    : 
"Имя каталога\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","Directory name\n'{}'\ncontains invalid characters.\nIt cannot be created.\n\nPress A - abort, B - skip, X - rename"
"Имя файла\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","File name\n'{}'\ncontains invalid characters.\nIt cannot be created.\n\nPress A - abort, B - skip, X - rename"
Инсталлируется romfs.bin,Installing romfs.bin
Инструменты,Tools
Информация о зарядке батареи,Battery charging info
Информация о контенте,Content info
Информация о контенте ({}),Content info ({})
 сортировка по дате создания, sort by creation date
Информация о прошивке,Firmware info
Информация о системе,System info
Информация о сохранении,Save info
Информация о сохранении...,Save info...
Информация о тикете,Ticket info
Информация о тикете...,Ticket info...
Информация об NSP,NSP info
Информация об атмосфере,Atmosphere info
Информация об игровой активности,Play activity info
Информация об источние питания,Power source info
 сортировка по имени, sort by name
Информация об оборудовании,Hardware info
Информация...,Info...
Испанский,Spanish
Использовано дополнительной памяти: {}. Создано буферов: {},Extra memory used: {}. Buffers created: {}
Использовать 5 GHz,Use 5 GHz
Использовать MSG_WAITALL в recv,Use MSG_WAITALL in recv
Использовать для неё TitleID,Use TitleID for it
Использовать папку для...,Use folder for...
Использовать разгон,Use overclocking
Использовать скрытый SSID,Use hidden SSID
 сортировка по имени игры, sort by game name
Используется ,Using 
Используется USB{},Using USB{}
"Испытания ракет продолжаются,","Rocket tests continue,"
Источник питания                : {},Power source                    : {}
Итальянский,Italian
Ищется control для ProgramId {},Searching control for ProgramId {}
Ищется exefs/romfs для ProgramId {},Searching exefs/romfs for ProgramId {}
Ищется exefs/romfs/logo для ProgramId {},Searching exefs/romfs/logo for ProgramId {}
Ищется {},Searching {}
 сортировка по месту установки, sort by install location
Июль,July
Июнь,June
Канадский французский,Canadian French
"Когда ваше устройство подключится, нажмите любую кнопку","When your device connects, press any button"
Код партии батареи    : {} ({}),Battery lot code        : {} ({})
Кодировка,Encoding
Конвертация в фейковые ,Converting to fake 
Конец игры            : -,Game end              : -
Конец игры            : {},Game end              : {}
 сортировка по общему размеру, sort by total size
Контент уже на месте,Content already in place
Копирование IVFC слой {} в nca: {},Copying IVFC layer {} to nca: {}
Копирование PFS0 в nca,Copying PFS0 to nca
Копирование PFS0 хэш таблицы в nca,Copying PFS0 hash table to nca
Копирование SDK {} в файл: {}...,Copying SDK {} to file: {}...
Копировать,Copy
Корейский,Korean
Корень не найден,Root not found
Корень сохранения не существует,Save root does not exist
 сортировка по пользователю, sort by user
Корея,Korea
Курсор на обеих панелях,Cursor on both panels
Латиноамериканский испанский,Latin American Spanish
Май,May
Март,March
Масштаб: По ширине,Scale: Fit width
Масштаб: По экрану,Scale: Fit screen
Масштаб: Точка в точку,Scale: Dot by dot
Масштаб: Увеличение x2,Scale: Zoom x2
 сортировка по порядку игры, sort by game order
Место в  NAND         : {},Space in NAND         : {}
Место на SD карте     : {},Space on SD card      : {}
Место на приставке не занято,Space on console not occupied
Место установки        : ,Install location       : 
Мета контент отсутствует,Meta content missing
Миссия провалена\n\nНажмите А для выхода,Mission failed\n\nPress A to exit
Миссия успешна\n\nОсталось ходов: {}\n\nНажмите А для выхода,Mission successful\n\nMoves left: {}\n\nPress A to exit
Модификация файла не удалась,File modification failed
На выбранном устройстве нет достаточного свободного места для установки,Not enough free space on selected device for installation
На месте нет достаточно свободного места,Not enough free space in place
 сортировка по размеру, sort by size
Нажмите (+) для перезаписи конфига обновлённым\n\nЛюбую другую кнопку для пропуска,Press (+) to overwrite config with updated one\n\nAny other button to skip
"Нажмите (+) для удаления, любую другую кнопку для пропуска...\n (-) Удалять все, больше не спрашивая","Press (+) to delete, any other button to skip...\n (-) Delete all without asking"
"Нажмите A, чтобы продолжить, другую кнопку, чтобы выйти","Press A to continue, any other button to exit"
"Нажмите B, чтобы вернуться",Press B to return
Нажмите любую кнопку,Press any button
Название: ,Title   : 
Найден SDK: {},Found SDK: {}
Найден {} зарегистрированный контент-файл,Found {} registered content file
Найден {} контент-файл,Found {} content file
Найден {} пользователь,Found {} user
%% заряд-разряд    : {},%% charge-discharge: {}
Найден {} потерянный контент-файл,Found {} orphaned content file
Найден {} файл,Found {} file
Найден {} файл с ошибками,Found {} file with errors
Найден и удалён {} неиспользуемый тикет,Found and deleted {} unused ticket
Найдена {} запись об игре,Found {} game record
Найдена {} запись об ошибках,Found {} error record
Найдена {} установленная игра,Found {} installed game
Найдено {} записей об играх,Found {} game records
Найдено {} записей об ошибках,Found {} error records
Найдено {} записи об играх,Found {} game records
    Дело здесь в одном из основных,    The issue here lies in one of the basic
({}/{}) Устанавливается {},({}/{}) Installing {}
Найдено {} записи об ошибках,Found {} error records
Найдено {} зарегистрированных контент-файла,Found {} registered content files
Найдено {} зарегистрированных контент-файлов,Found {} registered content files
Найдено {} контент-файла,Found {} content files
Найдено {} контент-файлов,Found {} content files
Найдено {} обновление,Found {} update
Найдено {} обновлений,Found {} updates
Найдено {} обновления,Found {} updates
Найдено {} пользователей,Found {} users
Найдено {} пользователя,Found {} users
Найдено {} потерянных контент-файла,Found {} orphaned content files
Найдено {} потерянных контент-файлов,Found {} orphaned content files
Найдено {} сохранение,Found {} save
Найдено {} сохранение...,Found {} save...
Найдено {} сохранений,Found {} saves
Найдено {} сохранений...,Found {} saves...
Найдено {} сохранения,Found {} saves
Найдено {} сохранения...,Found {} saves...
Найдено {} установленные игры,Found {} installed games
Найдено {} установленных игр,Found {} installed games
Найдено {} файла,Found {} files
Найдено {} файла с ошибками,Found {} files with errors
Найдено {} файлов,Found {} files
Найдено {} файлов с ошибками,Found {} files with errors
Найдено и удалено {} неиспользуемых тикета,Found and deleted {} unused tickets
Найдено и удалено {} неиспользуемых тикетов,Found and deleted {} unused tickets
Найдено существующее сохранение. Восстанавливаю бекап в него...,Found existing save. Restoring backup into it...
Настройки,Settings
Настройки DBI,DBI settings
Настройки FB2,FB2 Settings
Начало игры           : -,Game start            : -
Начало игры           : {},Game start            : {}
Начало создания Control.nca,Start creating Control.nca
Начало создания Program.nca,Start creating Program.nca
Начало установки. Место установки: ,Installation start. Install location: 
Начать установку,Start install
Не доступно,Not available
Не известно,Unknown
"Не найден USB диск, который смог бы вместить получившийся дамп. Убедитесь, что он отформатирован в ExFAT.",USB drive capable of holding the resulting dump not found. Ensure it is formatted as ExFAT.
Не найдены требуемые тикеты,Required tickets not found
. Время простоя \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m,. Idle time \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m
Не получилось создать NSP,Failed to create NSP
Не удалось получить список,Failed to get list
Не удалось установить аватар\n{},Failed to set avatar\n{}
Не установлен,Not set
Невозможно найти путь,Cannot find path
Невозможно открыть папку журналов ошибок,Cannot open error logs folder
Невозможно переименовать '{}' в '{}':,Cannot rename '{}' to '{}':
Невозможно получить список LFS,Cannot get LFS list
Невозможно получить список пользователей,Cannot get user list
Невозможно получить статус связи с Nintendo Account,Cannot get Nintendo Account link status
...готово,...done
Невозможно получить число записей об ошибках,Cannot get error record count
Невозможно прочитать общие тикеты,Cannot read common tickets
Невозможно прочитать персонализированные тикеты,Cannot read personalized tickets
Невозможно разобрать content meta,Cannot parse content meta
Невозможно разобрать content meta. Неожиданная ошибка,Cannot parse content meta. Unexpected error
Невозможно разобрать content meta. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,Cannot parse content meta. OUTDATED FIRMWARE. HOS update required
Невозможно разобрать nca. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,Cannot parse nca. OUTDATED FIRMWARE. HOS update required
Невозможно разобрать индекс кеша,Cannot parse cache index
Невозможно распаковать '{}':,Cannot extract '{}':
Невозможно скопировать файл\n   '{}'\n➡ '{}'\n,Cannot copy file\n   '{}'\n➡ '{}'\n
Невозможно смонтировать сохранение,Cannot mount save
Невозможно смонтировать устройство сохраниения,Cannot mount save device
Невозможно создать выходной zip-файл: ,Cannot create output zip file: 
Невозможно создать каталог,Cannot create directory
Невозможно создать каталог '{}':,Cannot create directory '{}':
Невозможно создать файл,Cannot create file
Невозможно создать файл '{}':,Cannot create file '{}':
Недопустимый идентификатор,Invalid identifier
Неизвестная игра [{:016x}],Unknown game [{:016x}]
: {:>4} сохранение,: {:>4} save
Неизвестно,Unknown
Неизвестный тайтл,Unknown title
Неиспользуемый тикет: ,Unused ticket: 
Немецкий,German
Неправильное хранилище,Invalid storage
Неправильный родительский объект,Invalid parent object
Нет,No
Нет ,No
Нет VFS. Прекращение работы,No VFS. Aborting
Нет exefs VFS. Прекращение работы,No exefs VFS. Aborting
: {:>4} сохранений,: {:>4} saves
Нет logo VFS. Прекращение работы,No logo VFS. Aborting
Нет romfs VFS. Прекращение работы,No romfs VFS. Aborting
Нет лого,No logo
Нечего устанавливать,Nothing to install
Никнейм консоли         : {},Console nickname        : {}
Но у гиби транзисторы собирают с,But the Gibis harvest transistors from
Новое имя для '{}',New name for '{}'
Новый каталог,New directory
Новый размер сохранения в МБ,New save size in MB
Новый рейтинг (-1 для удаления),New rating (-1 to remove)
: {:>4} сохранения,: {:>4} saves
Номер страницы,Page number
Ночь,Night
Нужен связанный аккаунт,Linked account required
ОШИБКА ПОЛУЧЕНИЯ ЭКСТРА ДАННЫХ,ERROR GETTING EXTRA DATA
Обнаружены недопустимые символы,Invalid characters detected
Обновить DBI,Update DBI
Обновить DBI из этого файла,Update DBI from this file
Обновить TitleDB,Update TitleDB
   {:>3} мин,   {:>3} min
Обновление TitleDB,Updating TitleDB
Обновление базы данных...,Updating database...
Обновление версии до {} {}\n\nНажмите (+) для продолжения\nЛюбую другую кнопку для отмены,Updating version to {} {}\n\nPress (+) to continue\nAny other button to cancel
Обновление времени...,Updating time...
Обновление закончено\n\nНажмите любую кнопку\nдля перезапуска DBI,Update finished\n\nPress any button\nto restart DBI
Обновление фейковой записи {} ➡ [v{}],Updating fake record {} ➡ [v{}]
Обновление. Пожалуйста подождите...,Updating. Please wait...
Обновляется запись об игре...,Updating game record...
Обрабатывается запись {:016X},Processing record {:016X}
Обратный альбом (180°),Reverse Landscape (180°)
Обратный портрет (270°),Reverse Portrait (270°)
Общее время активной игры     : {} часов,Total active game time        : {} hours
Общее время дампа {:d}:{:02d}:{:02d},Total dump time {:d}:{:02d}:{:02d}
Общее время запущенных игр    : {} часов,Total launched game time      : {} hours
Общее время игры      : -,Total play time       : -
Общее время игры      : {:d} часов {:02d} минут,Total play time       : {:d} hours {:02d} minutes
Общее время установки: {:d}:{:02d}:{:02d},Total install time: {:d}:{:02d}:{:02d}
Общее время: {:02}:{:02}:{:02},Total time: {:02}:{:02}:{:02}
Общее занимаемое место: N:{} + S:{} = {},Total occupied space  : N:{} + S:{} = {}
Общее число запусков  : -,Total launch count    : -
Общее число игровых сессий    : {},Total game sessions           : {}
Общие,General
Общий размер передачи  : ,Total transfer size    : 
Общий размер установки : ,Total install size     : 
Общий размер установки: {},Total install size: {}
Объединение списков,Merging lists
Объект {} не допустим,Object {} is invalid
Объект {} не может быть создан,Object {} cannot be created
Объект не открыт для редактирования,Object not open for editing
Объект удалён,Object deleted
Bluetooth MAC адрес   : {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X},Bluetooth MAC address   : {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X}
Объект уже открыт для редактирования,Object already open for editing
Огибка получения адреса сокета: {} {},Socket address error: {} {}
Ожидаемый размер: {},Expected size: {}
Ожидается ,Expected 
Ожидается большой (>4GB) файл,Large (>4GB) file expected
Ожидается запуск dbibackend на стороне ПК...,Waiting for dbibackend on PC side...
Ожидание включения интерфейса: ,Waiting for interface activation: 
Ожидание: {} секунд,Waiting: {} seconds
Ожидание: {} секунда,Waiting: {} second
Ожидание: {} секунды,Waiting: {} seconds
CDIR в листинге,CDIR in listing
Ориентация,Orientation
Ориентация...,Orientation...
Освобождено места в NAND: ,Freed space in NAND: 
Освобождено места на SD : ,Freed space on SD  : 
Основной SDK не найден. Пробуем мультипрограмный вариант,Main SDK not found. Trying multiprogram variant
Оставить сохранения,Keep saves
Осталось ходов:    {:>3},Moves left:        {:>3}
Остаток файла пропускается,Skipping remainder of file
Отключение связи с мобильным приложением...,Unlinking mobile app...
Configuration Id1     : {},Configuration Id1     : {}
Открываем папку прошивки...,Opening firmware folder...
Открыть,Open
Открыть вторую панель,Open second panel
Открыть как 7Z,Open as 7Z
Открыть как RAR,Open as RAR
Открыть как ZIP,Open as ZIP
Открыть как hex,Open as hex
Открыть как текст,Open as text
Открыть контент по MTP,Open content via MTP
Открыть папку LFS,Open LFS folder
Content meta не найден. Установка прервана,Content meta not found. Installation aborted
Отослано {}/{} байт,Sent {}/{} bytes
Отсутствуют ES сигпатчи!,Missing ES sigpatches!
Очистка /atmosphere/contents,Cleaning /atmosphere/contents
Очистка кеша rightsId...,Cleaning rightsId cache...
Очистка папки...,Cleaning folder...
Очистка плейсхолдеров...,Cleaning placeholders...
Очистка системы от мусора,Cleaning system from junk
Очистка сохранений,Cleaning saves
Очистка...,Cleaning...
Ошибка FTP сервера,FTP server error
DBI Просмотр альбома,DBI Browse album
Ошибка во время копирования файла,Error while copying file
Ошибка во время обновления тайтла,Error during title update
Ошибка выделения сокета: {},Socket allocation error: {}
Ошибка завершения соединения: {},Connection termination error: {}
Ошибка загрузки картинки,Error loading image
Ошибка загрузки файла из альбома: {},Error loading file from album: {}
Ошибка закрытия сокета: {},Socket close error: {}
Ошибка записи файла: {},Error writing file: {}
Ошибка изменения размера файла,Error resizing file
Ошибка инициализации {}: {},Error initializing {}: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз","DPAD and sticks - scroll, L - pg up, R - pg down"
Ошибка опроса сокета: {},Socket poll error: {}
Ошибка открытия каталога: {},Error opening directory: {}
Ошибка открытия сокета: {},Socket open error: {}
Ошибка открытия файла,Error opening file
Ошибка открытия файла '{}': {},Error opening file '{}': {}
Ошибка открытия файла: {},Error opening file: {}
Ошибка отсылки: {},Send error: {}
Ошибка переименования: {},Rename error: {}
Ошибка подключения: {},Connection error: {}
Ошибка подмены SDK: {},SDK spoof error: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз, R3 - Текст/Hex","DPAD and sticks - scroll, L - pg up, R - pg down, R3 - Text/Hex"
Ошибка получения адреса узла: {},Error getting peer address: {}
Ошибка получения внеочередных данных: {},Error getting OOB data: {}
Ошибка получения имени сокета: {} {},Socket name error: {} {}
Ошибка получения информаци о файле: {},Error getting file info: {}
Ошибка получения размера файла: {},Error getting file size: {}
Ошибка получения флагов сокета: {},Error getting socket flags: {}
Ошибка получения хранилища {},Error getting storage {}
Ошибка получения: {},Receive error: {}
Ошибка получения: {} {},Receive error: {} {}
Ошибка посылки файла: {},Error sending file: {}
   Получение списка бекапов...   ,   Getting backup list...   
Ошибка привязки сокета к порту {}: {},Error binding socket to port {}: {}
Ошибка привязки: {},Bind error: {}
Ошибка принятия соединения: {} {},Connection accept error: {} {}
Ошибка приёма соединения: {},Connection accept error: {}
Ошибка проверси метки сокета: {},Socket tag check error: {}
Ошибка прослушивания: {},Listen error: {}
Ошибка прослушки сокета: {},Socket listen error: {}
Ошибка сжатия,Compression error
Ошибка создания каталога: {},Error creating directory: {}
Ошибка создания сокета: {},Socket creation error: {}
DPAD/Стики - Навигация по страницам\n\n     ZR+ZL - Переход к странице... \n\n       L/R - Навигация по главам   \n\n       (-) - Эта подсказка         \n\n       (+) - Меню                  ,DPAD/Sticks - Page navigation\n\n     ZR+ZL - Go to page... \n\n       L/R - Chapter navigation   \n\n       (-) - This help         \n\n       (+) - Menu                  
Ошибка создания сохранения,Error creating save
Ошибка удаления каталога: {},Error deleting directory: {}
Ошибка удаления файла: {},Error deleting file: {}
Ошибка установки флагов сокета: {},Error setting socket flags: {}
Ошибка чтения записи об игре: {},Error reading game record: {}
Ошибка чтения каталога: {},Error reading directory: {}
Ошибка чтения регистров max17050: ,Error reading max17050 registers: 
Ошибка чтения сохранённых параметров контроллера: ,Error reading saved controller parameters: 
Ошибка чтения файла: {},Error reading file: {}
DeviceId                : {0:} ({0:016X}),DeviceId                : {0:} ({0:016X})
Ошибок не найдено,No errors found
Ошибочный номер DLC (Должен быть в диапазоне 0x001-0x7FF),Invalid DLC number (Must be in range 0x001-0x7FF)
Ошибочный номер DLC (Должен быть в диапазоне 1-2047),Invalid DLC number (Must be in range 1-2047)
"Ошибочный тикет {0}: kg {1:02X}, pm {2:02X}","Erroneous ticket {0}: kg {1:02X}, pm {2:02X}"
Папка LFS не найдена,LFS folder not found
Папка для бекапа сохранений,Save backup folder
Папка для дампа игр,Game dump folder
Папка журналов,Log folder
Папка обновления очищена,Update folder cleaned
DramId                  : {} ({}),DramId                  : {} ({})
Параметры FTP,FTP options
Параметры MTP,MTP options
Параметры установки,Install options
Пароль,Password
Перевернуть джойконы,Rotate Joy-Cons
Перевернуть экран,Rotate screen
Передача окончена,Transfer finished
Переименование объекта,Renaming object
Переименовать,Rename
Перейти к первой странице,Go to first page
Emummc включён              : {},Emummc enabled              : {}
Перейти к последней странице,Go to last page
Перейти к странице...,Go to page...
Переместить,Move
Переместить в NAND,Move to NAND
Переместить на SD карту,Move to SD card
"Перемещение {} ({}, {}) в {}","Moving {} ({}, {}) to {}"
Перемещение {} записей,Moving {} records
Перемещение {} записи,Moving {} record
Перемещение {} игр,Moving {} games
Перемещение {} игры,Moving {} game
FTP сервер (нажмите B для остановки),FTP server (press B to stop)
Перемещение контента,Move content
Перенос строк,Word wrap
Переносить слова,Word wrap
Переоткрытие ФС сохранения: {},Reopening save FS: {}
Пишется новая запись о контенте...,Writing new content record...
Пишется новый cnmt.nca...,Writing new cnmt.nca...
Платформа               : {},Platform                : {}
Подготовка...,Preparing...
Подключаемся к {}...,Connecting to {}...
FullCap              : {:04x} ({} mAh),FullCap              : {:04x} ({} mAh)
Подключено к {}:{},Connected to {}:{}
Подмена SDK,SDK spoofing
Подменить SDK,Spoof SDK
Подсвечивать файлы обновлений,Highlight update files
Подсчитывается размер установки...,Calculating install size...
Подсчитывается размер установки...{}%,Calculating install size...{}%
Подсчитываются объекты в альбоме в NAND,Counting album items in NAND
Подсчитываются объекты в альбоме на SD карте,Counting album items on SD card
Подсчёт метаданных...,Counting metadata...
Подсчёт основного хэша,Calculating main hash
FullCapNom           : {:04x} ({} mAh),FullCapNom           : {:04x} ({} mAh)
Подсчёт хэша секции,Calculating section hash
"Пожалуйста, подключите вашу консоль к ПК кабелем USB Type-C или нажмите B",Please connect your console to PC via USB Type-C cable or press B
"Пожалуйста, подождите...",Please wait...
Поиск записей об ошибках,Searching error records
Поиск неиспользуемых тикетов,Searching unused tickets
Поиск подготовленного системного обновления,Searching prepared system update
Поиск потерянных тайтлов,Searching orphaned titles
Поиск потерянных файлов в NAND,Searching orphaned files in NAND
Поиск потерянных файлов на SD,Searching orphaned files on SD
Поиск сохранений удалённых пользователей...,Searching saves of deleted users...
Get chargeInfoFields : {},Get chargeInfoFields : {}
Показываемая версия     : {},Display version         : {}
Показываемое название   : {},Display title           : {}
Показывать 'Обновить отсюда',Show 'Update from here'
Показывать объединённый NSP,Show combined NSP
Показывать папку 'Mods&Cheats',Show 'Mods&Cheats' folder
Показывать прогрев кеша,Show cache warming
Показывать размер LFS (долго),Show LFS size (slow)
Показывать секунды,Show seconds
Показывать часы в статусе,Show clock in status
Поколение ключа             : {},Key generation              : {}
Git commit hash             : {:016X},Git commit hash             : {:016X}
Полная ёмкость     : {} mAh,Full capacity      : {} mAh
Получен список из {} записей,Received list of {} records
Получен список из {} записи,Received list of {} record
Получение версий установленных игр,Getting installed game versions
Получение информации из hac_versionlist...,Getting info from hac_versionlist...
Получение информации из системы...,Getting info from system...
Получение информации об играх...,Getting game info...
Получение списка тикетов...,Getting ticket list...
Получение файла: {} МБ ({:.2f} МБ/сек),Receiving file: {} MB ({:.2f} MB/s)
Получение файла: {}/\x1b[36;1m{}\x1b[37;1m МБ (\x1b[32;1m{}%\x1b[37;1m) (\x1b[33;1m{:.2f}\x1b[37;1m МБ/сек),Receiving file: {}/\x1b[36;1m{}\x1b[37;1m MB (\x1b[32;1m{}%\x1b[37;1m) (\x1b[33;1m{:.2f}\x1b[37;1m MB/s)
   Получение списка бекапов...{}/{}    ,   Getting backup list...{}/{}    
IavgEmpty            : {:04x},IavgEmpty            : {:04x}
Полученное время: {},Received time: {}
Полученный размер: {},Received size: {}
"Получено: {}, ({:.2f} МБ/сек)","Received: {}, ({:.2f} MB/s)"
Пользователь {} не найден. Создание сохранения невозможно,User {} not found. Cannot create save
Пользователь не найден,User not found
Пользовательские хранилища,Custom storages
Попытаться разобрать,Try to parse
Попытка исправить,Attempting to fix
Портрет (90°),Portrait (90°)
Португальский,Portuguese
"L+⬅-Начало, L+➡-Конец, ZL-Регистр, ZR-Ввод, Y-Пробел, X-Забой, R3-Язык","L+⬅-Home, L+➡-End, ZL-Case, ZR-Enter, Y-Space, X-Backspace, R3-Lang"
После удаления игры не будут запускаться,"After deletion, games will not launch"
Посылается файл: {},Sending file: {}
Посылается файл: {}/\x1b[36;1m{}\x1b[37;1m МБ (\x1b[32;1m{}\x1b[37;1m%) (\x1b[33;1m{:.2f}\x1b[37;1m МБ/сек),Sending file: {}/\x1b[36;1m{}\x1b[37;1m MB (\x1b[32;1m{}\x1b[37;1m%) (\x1b[33;1m{:.2f}\x1b[37;1m MB/s)
Превышен размер командного буфера,Command buffer size exceeded
Предел входного тока            : {} mA,Input current limit             : {} mA
Предел напряжения заряда батареи: {} mV,Battery charge voltage limit    : {} mV
LFS мод.: -,LFS mod : -
Предназначение          : {},Target                  : {}
Предоставить по FTP,Serve via FTP
Предупреждения: ,Warnings: 
Прекращение прослушивания на {}:{},Stop listening on {}:{}
Прервано пользователем,Aborted by user
Привязка к {}:{},Binding to {}:{}
Принято соединение от {}:{},Accepted connection from {}:{}
Проверить целостность,Check integrity
"LFS мод.: Присутствует, Размер: ","LFS mod : Present, Size: "
Проверка magic...,Checking magic...
"Проверка {} ({}, {}), {}","Checking {} ({}, {}), {}"
Проверка картриджа...,Checking gamecard...
Проверка на наличие  {}...,Checking for presence of {}...
Проверка обновлений,Checking updates
Проверка обновлений игр,Check for game updates
Проверка сохранений,Checking saves
Проверка целостности ({}),Integrity check ({})
Проверяется: {},Checking: {}
Проверять хэш при установке,Check hash during install
"LFS мод.: Присутствует, Размер: подсчёт отключен в настройках","LFS mod : Present, Size: calculation disabled in settings"
Проверяются бекапы...,Checking backups...
Проверяются сохранения,Checking saves
Программа {}. Control не найдена,Program {}. Control not found
Программа {}. Exefs не найдена,Program {}. Exefs not found
Программа {}. Romfs не найдена,Program {}. Romfs not found
Произошла неизвестная ошибка,Unknown error occurred
Произошла ошибка:,An error occurred:
Произошла ошибка: ,An error occurred: 
Произошла ошибка: {},An error occurred: {}
Пропускаем файл до начала secure раздела ,Skipping file until start of secure partition 
LFS папка игры,Game LFS folder
Пропускается: {}          \r,Skipping: {}          \r
Прослушивание на {}:{},Listening on {}:{}
Просмотр SD карты,Browse SD card
Просмотр USB носителей,Browse USB drives
Просмотр альбома по HTTP,Browse album via HTTP
Просмотр раздела SYSTEM,Browse SYSTEM partition
Просмотр раздела USER,Browse USER partition
Просмотр сети,Browse network
MTP Респондер (нажмите B для остановки),MTP Responder (press B to stop)
Просмотр сохранений,Browse saves
Просмотр тикетов,Browse tickets
Просмотр установленных игр,Browse installed games
Просмотреть игры,Browse games
Просто запуск,Just launch
Разбор,Parsing
Раздел secure не найден,Secure partition not found
Размер  : ,Size    : 
"Размер  : {}, {} файл","Size    : {}, {} file"
"Размер  : {}, {} файла","Size    : {}, {} files"
"Размер  : {}, {} файлов","Size    : {}, {} files"
Размер посылаемого файла   : {},Sending file size          : {}
Размер сохранений     : {},Saves size            : {}
Размер: {},Size: {}
Разрешено,Allowed
Распаковать в подкаталог,Extract to subdirectory
Распаковать сюда,Extract here
Распаковка файла,Extracting file
Растущие цветы:     {},Growing flowers:    {}
Nintendo Account задан и связан,Nintendo Account set and linked
Регион                  : {},Region                  : {}
Регистрация контента {}...,Registering content {}...
Регистрация файла {}...,Registering file {}...
Регистры котроллера MAX17050,MAX17050 controller registers
Редактирование возрастного рейтинга...,Editing age rating...
Редактирование запретов,Edit restrictions
Режим HiZ зарядки       : {},HiZ charging mode       : {}
Режим киоска            : {},Kiosk mode              : {}
Рендеринг FB2,FB2 Rendering
Решено послать одного из шадоков на,It was decided to send one of the Shadoks to
"Nintendo Account задан, но не связан","Nintendo Account set, but not linked"
Родительский PIN        : {},Parental PIN            : {}
