original,translation
Время игры: {:02}:{:02}:{:02},Speeltijd: {:02}:{:02}:{:02}
Время передачи {:d}:{:02d}:{:02d},Overdrachtstijd {:d}:{:02d}:{:02d}
Все игровые сессии,Alle spelsessies
Все игроки,Alle spelers
Все объекты,Alle objecten
Все файлы в порядке,Alle bestanden zijn in orde
Всего {} байт получен,Totaal {} byte ontvangen
Всего {} байт послан,Totaal {} byte verzonden
Всего {} байта получено,Totaal {} bytes ontvangen
 Да,Ja
Всего {} байта послано,Totaal {} bytes verzonden
Всего {} байтов получено,Totaal {} bytes ontvangen
Всего {} байтов послано,Totaal {} bytes verzonden
Всего записей: {},Totaal records: {}
Всего освобождено места : ,Totaal vrijgemaakte ruimte :
Всего отослано: {} ({}/сек),Totaal verzonden: {} ({}/s)
Всего программ: {},Totaal programma's: {}
Вставить,Plakken
Вставка...,Plakken...
Всё время. Всего: {} час,Alle tijd. Totaal: {} uur
 Да ,Ja
Всё время. Всего: {} часа,Alle tijd. Totaal: {} uur
Всё время. Всего: {} часов,Alle tijd. Totaal: {} uur
Вы собираетесь удалить следующие бекапы:,U staat op het punt de volgende back-ups te verwijderen:
Вы собираетесь удалить следующие игры:,U staat op het punt de volgende spellen te verwijderen:
Вы собираетесь удалить следующие сохранения:,U staat op het punt de volgende savegames te verwijderen:
Вы собираетесь удалить следующие тикеты:,U staat op het punt de volgende tickets te verwijderen:
Вы уверены в удалении {} записей?\n\n(+) - ДА   B - Отмена,Weet u zeker dat u {} records wilt verwijderen?\n\n(+) - JA   B - Annuleren
Вы уверены в удалении {} записи?\n\n(+) - ДА   B - Отмена,Weet u zeker dat u {} record wilt verwijderen?\n\n(+) - JA   B - Annuleren
Вы уверены в удалении {} объекта?\n\n(+) - ДА   B - Отмена,Weet u zeker dat u {} object wilt verwijderen?\n\n(+) - JA   B - Annuleren
Вы уверены в удалении {} объектов?\n\n(+) - ДА   B - Отмена,Weet u zeker dat u {} objecten wilt verwijderen?\n\n(+) - JA   B - Annuleren
    {:>2} сек,    {:>2} sec
 Закрытие игры, Spel sluiten
"Вы уверены, что хотите удалить {}?\n\n(+) - ДА, другая кнопка - НЕТ","Weet u zeker dat u {} wilt verwijderen?\n\n(+) - JA, andere knop - NEE"
"Вы уверены, что хотите удалить\n{}?\n\n(+) - ДА  В - Отмена",Weet u zeker dat u wilt verwijderen\n{}?\n\n(+) - JA  B - Annuleren
Выберите пользователя,Selecteer gebruiker
Выберите тип сохранения,Selecteer savegame-type
Выбрать все файлы игры,Alle spelbestanden selecteren
Выбрать того же пользователя,Dezelfde gebruiker selecteren
Выбрать ту же игру,Hetzelfde spel selecteren
Выйти из DBI           : ,DBI afsluiten           :
Выключать экран,Scherm uitschakelen
Выключить экран        : ,Scherm uitschakelen        :
 Запуск игры, Spel starten
Вырезать,Knippen
Выход на рабочий стол,Afsluiten naar bureaublad
Вычисление хэша,Hash berekenen
Вычисленное время конца : {},Berekende eindtijd : {}
Вычисленное время начала: {},Berekende starttijd: {}
Генерация DLC [{:016X}][v{}],DLC genereren [{:016X}][v{}]
Генерация DLC анлокера...,DLC-unlocker genereren...
Генерируется анлокер для {:016X} с номером {} и версией {}...,Unlocker genereren voor {:016X} met nummer {} en versie {}...
Генерируется ярлык для пути '{}' и аргументов '{}'...,Snelkoppeling genereren voor pad '{}' en argumenten '{}'...
 Логаут пользователя \x1b[36;1m{}\x1b[37;1m,Gebruiker afmelden \x1b[36;1m{}\x1b[37;1m
Главное меню,Hoofdmenu
Голландский,Nederlands
Да,Ja
"Да, я уверен","Ja, ik weet het zeker"
Дамп анлокера в '{}'...,Unlocker dumpen naar '{}'...
Дамп текущей прошивки,Huidige firmware dumpen
Дамп ярлыка в '{}'...,Snelkoppeling dumpen '{}'...
Дата первого игрового события : {},Datum van eerste spelgebeurtenis : {}
Действия с файлами,Bestandsacties
Действия с файлами ({}),Bestandsacties ({})
 Логин пользователя \x1b[36;1m{}\x1b[37;1m,Gebruiker aanmelden \x1b[36;1m{}\x1b[37;1m
Декабрь,December
День,Dag
Диаграмма активности,Activiteitendiagram
Для бекапов,Voor back-ups
Для выхода нажмите любую кнопку,Druk op een knop om af te sluiten
Для дампов,Voor dumps
Для логов,Voor logs
Добавить в любимые,Aan favorieten toevoegen
Добавлять суффикс к имени файла,Achtervoegsel toevoegen aan bestandsnaam
Достаточное питание            : {},Voldoende stroom            : {}
 Переключение на игру, Overschakelen naar spel
Европа,Europa
Есть исправление RCM бага   : {},Heeft RCM-bugfix   : {}
"Есть несохранёные изменения.\nВы хотите их сохранить?\n\n(+) - Да, сохранить\n\n(-) - Выйти без сохранения\n\nДругая кнопка - Отмена","Er zijn niet-opgeslagen wijzigingen.\nWilt u ze opslaan?\n\n(+) - Ja, opslaan\n\n(-) - Afsluiten zonder opslaan\n\nAndere knop - Annuleren"
Желаемая версия: {},Gewenste versie: {}
Журнал активности,Activiteitenlogboek
Журналирование действий,Acties loggen
Завершено,Voltooid
Загружается список обновлений...,Updatelijst downloaden...
Загружено ,Gedownload
Загрузка изображения...,Afbeelding laden...
 Режим работы изменился: {}, Werkmodus gewijzigd: {}
Загрузка текста...{}%,Tekst laden...{}%
Загрузка файла... {}%,Bestand laden... {}%
Задать размер файла {} не удалось: {},Instellen van bestandsgrootte {} mislukt: {}
Закладки на SD,Bladwijzers op SD
Закончено за {:02d}:{:02d}:{:02d},Voltooid in {:02d}:{:02d}:{:02d}
Закончилась память при посылке ответа,Geheugen op bij verzenden van antwoord
Закончились дополнительные буферы. Скорость записи на носитель слишком низка,Extra buffers zijn op. Schrijfsnelheid naar media is te laag
Закрытие соединения,Verbinding sluiten
Закрытие соединения к {}:{},Verbinding met {}:{} sluiten
 Сброс системных часов,Systeemklok resetten
Запаковать LFS в romfs.bin,LFS inpakken in romfs.bin
Запаковать в romfs.bin,Inpakken in romfs.bin
Запаковка папки в RomFS,Map inpakken in RomFS
Записанное время конца  : {},Vastgelegde eindtijd  : {}
Записанное время начала : {},Vastgelegde starttijd : {}
Запись в CAL0 разрешена     : {},Schrijven naar CAL0 toegestaan     : {}
Запись в файл...,Schrijven naar bestand...
Запись за пределами файла,Schrijven buiten het bestand
Заполнение нулями,Vullen met nullen
Заполнить свободное место на SD нулями,Vrije ruimte op SD vullen met nullen
 Сворачивание игры, Spel minimaliseren
Запрет захвата видео,Video-opname verbieden
Запрет скриншотов,Screenshots verbieden
Запрещено,Verboden
Запрос на удаление ,Verwijderingsverzoek
Запускавшиеся игры,Gespeelde spellen
Запускать точку доступа,Toegangspunt starten
Запустить FTP сервер,FTP-server starten
Запустить FTP сервер...,FTP-server starten...
Запустить HTTP сервер,HTTP-server starten
Запустить HTTP сервер...,HTTP-server starten...
 Состояние электропитания изменилось: {}, Stroomstatus gewijzigd: {}
Запустить МТР соединение,MTP-verbinding starten
Запустить случайную игру,Willekeurig spel starten
Заряд батареи                  : {},Batterijlading                  : {}
Заряд батареи                  : {}%,Batterijlading                  : {}%
Заряд батареи (сырое значение) : {}%,Batterijlading (ruwe waarde) : {}%
Зарядка батареи                : {},Batterij opladen                : {}
Здесь пусто,Hier is het leeg
Игра анонсирует SDK {},Spel meldt SDK {}
" и {} новое DLC,"," en {} nieuwe DLC,"
"Игра анонсирует более новый SDK ({}), чем текущая прошивка ({})",Spel meldt nieuwere SDK ({}) dan huidige firmware ({})
Игра использует titleId от дополнения,Spel gebruikt titleId van een add-on
Игра использует titleId от обновления,Spel gebruikt titleId van een update
Извлечь в LFS,Uitpakken naar LFS
Изменение размера сохранения на {} [{}]...,Savegame-grootte wijzigen naar {} [{}]...
Изменить версию DLC (десятичную),DLC-versie wijzigen (decimaal)
Изменить номер DLC (десятичный),DLC-nummer wijzigen (decimaal)
Изменить номер DLC (шестнадцатеричный),DLC-nummer wijzigen (hexadecimaal)
Изменён размер SaveFS,SaveFS-grootte gewijzigd
"    Великий колдун сказал, что ракеты",    De grote tovenaar zei dat de raketten
" и {} новых DLC,"," en {} nieuwe DLC's,"
Импорт исправленного тикета...,Gecorrigeerd ticket importeren...
Импорт тикета...,Ticket importeren...
Имя     : ,Naam    :
"Имя каталога\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","Mapnaam\n'{}'\nbevat ongeldige tekens.\nDeze kan niet worden aangemaakt.\n\nDruk op A - afbreken, B - overslaan, X - hernoemen"
"Имя файла\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","Bestandsnaam\n'{}'\nbevat ongeldige tekens.\nDeze kan niet worden aangemaakt.\n\nDruk op A - afbreken, B - overslaan, X - hernoemen"
Инсталлируется romfs.bin,romfs.bin installeren
Инструменты,Hulpmiddelen
Информация о зарядке батареи,Informatie over batterijlading
Информация о контенте,Contentinformatie
Информация о контенте ({}),Contentinformatie ({})
 сортировка по дате создания, sorteren op aanmaakdatum
Информация о прошивке,Firmware-informatie
Информация о системе,Systeeminformatie
Информация о сохранении,Savegame-informatie
Информация о сохранении...,Savegame-informatie...
Информация о тикете,Ticketinformatie
Информация о тикете...,Ticketinformatie...
Информация об NSP,NSP-informatie
Информация об атмосфере,Atmosphere-informatie
Информация об игровой активности,Informatie over spelactiviteit
Информация об источние питания,Informatie over stroombron
 сортировка по имени, sorteren op naam
Информация об оборудовании,Hardware-informatie
Информация...,Informatie...
Испанский,Spaans
Использовано дополнительной памяти: {}. Создано буферов: {},Extra geheugen gebruikt: {}. Buffers aangemaakt: {}
Использовать 5 GHz,5 GHz gebruiken
Использовать MSG_WAITALL в recv,MSG_WAITALL gebruiken in recv
Использовать для неё TitleID,TitleID hiervoor gebruiken
Использовать папку для...,Map gebruiken voor...
Использовать разгон,Overklokken gebruiken
Использовать скрытый SSID,Verborgen SSID gebruiken
 сортировка по имени игры, sorteren op spelnaam
Используется ,Gebruikt
Используется USB{},USB{} wordt gebruikt
"Испытания ракет продолжаются,","De rakettesten gaan door,"
Источник питания                : {},Stroombron                : {}
Итальянский,Italiaans
Ищется control для ProgramId {},Zoeken naar control voor ProgramId {}
Ищется exefs/romfs для ProgramId {},Zoeken naar exefs/romfs voor ProgramId {}
Ищется exefs/romfs/logo для ProgramId {},Zoeken naar exefs/romfs/logo voor ProgramId {}
Ищется {},Zoeken naar {}
 сортировка по месту установки, sorteren op installatielocatie
Июль,Juli
Июнь,Juni
Канадский французский,Canadees Frans
"Когда ваше устройство подключится, нажмите любую кнопку","Wanneer uw apparaat is verbonden, druk op een willekeurige knop"
Код партии батареи    : {} ({}),Batterijbatchcode    : {} ({})
Кодировка,Codering
Конвертация в фейковые ,Converteren naar dummy
Конец игры            : -,Einde van het spel    : -
Конец игры            : {},Einde van het spel    : {}
 сортировка по общему размеру, sorteren op totale grootte
Контент уже на месте,Content is al aanwezig
Копирование IVFC слой {} в nca: {},IVFC-laag {} kopiëren naar nca: {}
Копирование PFS0 в nca,PFS0 kopiëren naar nca
Копирование PFS0 хэш таблицы в nca,PFS0-hashtabel kopiëren naar nca
Копирование SDK {} в файл: {}...,SDK {} kopiëren naar bestand: {}...
Копировать,Kopiëren
Корейский,Koreaans
Корень не найден,Root niet gevonden
Корень сохранения не существует,Savegame-root bestaat niet
 сортировка по пользователю, sorteren op gebruiker
Корея,Korea
Курсор на обеих панелях,Cursor op beide panelen
Латиноамериканский испанский,Latijns-Amerikaans Spaans
Май,Mei
Март,Maart
Масштаб: По ширине,Schaal: Passend op breedte
Масштаб: По экрану,Schaal: Passend op scherm
Масштаб: Точка в точку,Schaal: Punt voor punt
Масштаб: Увеличение x2,Schaal: Vergroting x2
 сортировка по порядку игры, sorteren op speelvolgorde
Место в  NAND         : {},Ruimte in NAND        : {}
Место на SD карте     : {},Ruimte op SD-kaart    : {}
Место на приставке не занято,Geen ruimte in gebruik op de console
Место установки        : ,Installatielocatie        :
Мета контент отсутствует,Meta-content ontbreekt
Миссия провалена\n\nНажмите А для выхода,Missie mislukt\n\nDruk op A om af te sluiten
Миссия успешна\n\nОсталось ходов: {}\n\nНажмите А для выхода,Missie geslaagd\n\nResterende zetten: {}\n\nDruk op A om af te sluiten
Модификация файла не удалась,Bestandsaanpassing mislukt
На выбранном устройстве нет достаточного свободного места для установки,Er is onvoldoende vrije ruimte op het geselecteerde apparaat voor de installatie
На месте нет достаточно свободного места,Onvoldoende vrije ruimte op de bestemming
 сортировка по размеру, sorteren op grootte
Нажмите (+) для перезаписи конфига обновлённым\n\nЛюбую другую кнопку для пропуска,Druk op (+) om de configuratie te overschrijven met de bijgewerkte versie\n\nDruk op een andere knop om over te slaan
"Нажмите (+) для удаления, любую другую кнопку для пропуска...\n (-) Удалять все, больше не спрашивая","Druk op (+) om te verwijderen, een andere knop om over te slaan...\n (-) Alles verwijderen, niet meer vragen"
"Нажмите A, чтобы продолжить, другую кнопку, чтобы выйти","Druk op A om door te gaan, een andere knop om af te sluiten"
"Нажмите B, чтобы вернуться",Druk op B om terug te keren
Нажмите любую кнопку,Druk op een willekeurige knop
Название: ,Naam:
Найден SDK: {},SDK gevonden: {}
Найден {} зарегистрированный контент-файл,{} geregistreerd contentbestand gevonden
Найден {} контент-файл,{} contentbestand gevonden
Найден {} пользователь,{} gebruiker gevonden
%% заряд-разряд    : {},%% lading-ontlading    : {}
Найден {} потерянный контент-файл,{} verloren contentbestand gevonden
Найден {} файл,{} bestand gevonden
Найден {} файл с ошибками,{} bestand met fouten gevonden
Найден и удалён {} неиспользуемый тикет,{} ongebruikt ticket gevonden en verwijderd
Найдена {} запись об игре,{} spelrecord gevonden
Найдена {} запись об ошибках,{} foutrecord gevonden
Найдена {} установленная игра,{} geïnstalleerd spel gevonden
Найдено {} записей об играх,{} spelrecords gevonden
Найдено {} записей об ошибках,{} foutrecords gevonden
Найдено {} записи об играх,{} spelrecords gevonden
    Дело здесь в одном из основных,    Dit komt door een van de basis-
({}/{}) Устанавливается {},({}/{}) {} installeren
Найдено {} записи об ошибках,{} foutrecords gevonden
Найдено {} зарегистрированных контент-файла,{} geregistreerde contentbestanden gevonden
Найдено {} зарегистрированных контент-файлов,{} geregistreerde contentbestanden gevonden
Найдено {} контент-файла,{} contentbestanden gevonden
Найдено {} контент-файлов,{} contentbestanden gevonden
Найдено {} обновление,{} update gevonden
Найдено {} обновлений,{} updates gevonden
Найдено {} обновления,{} updates gevonden
Найдено {} пользователей,{} gebruikers gevonden
Найдено {} пользователя,{} gebruikers gevonden
Найдено {} потерянных контент-файла,{} verloren contentbestanden gevonden
Найдено {} потерянных контент-файлов,{} verloren contentbestanden gevonden
Найдено {} сохранение,{} savegame gevonden
Найдено {} сохранение...,{} savegame gevonden...
Найдено {} сохранений,{} savegames gevonden
Найдено {} сохранений...,{} savegames gevonden...
Найдено {} сохранения,{} savegames gevonden
Найдено {} сохранения...,{} savegames gevonden...
Найдено {} установленные игры,{} geïnstalleerde spellen gevonden
Найдено {} установленных игр,{} geïnstalleerde spellen gevonden
Найдено {} файла,{} bestanden gevonden
Найдено {} файла с ошибками,{} bestanden met fouten gevonden
Найдено {} файлов,{} bestanden gevonden
Найдено {} файлов с ошибками,{} bestanden met fouten gevonden
Найдено и удалено {} неиспользуемых тикета,{} ongebruikte tickets gevonden en verwijderd
Найдено и удалено {} неиспользуемых тикетов,{} ongebruikte tickets gevonden en verwijderd
Найдено существующее сохранение. Восстанавливаю бекап в него...,Bestaande savegame gevonden. Back-up hiernaar herstellen...
Настройки,Instellingen
Настройки DBI,DBI-instellingen
Настройки FB2,FB2-instellingen
Начало игры           : -,Start van het spel    : -
Начало игры           : {},Start van het spel    : {}
Начало создания Control.nca,Beginnen met aanmaken van Control.nca
Начало создания Program.nca,Beginnen met aanmaken van Program.nca
Начало установки. Место установки: ,Installatie starten. Installatielocatie:
Начать установку,Installatie starten
Не доступно,Niet beschikbaar
Не известно,Onbekend
"Не найден USB диск, который смог бы вместить получившийся дамп. Убедитесь, что он отформатирован в ExFAT.",Geen USB-schijf gevonden die de resulterende dump kan bevatten. Zorg ervoor dat deze is geformatteerd in ExFAT.
Не найдены требуемые тикеты,Vereiste tickets niet gevonden
. Время простоя \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m,. Inactief \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m
Не получилось создать NSP,Kon NSP niet aanmaken
Не удалось получить список,Kon lijst niet ophalen
Не удалось установить аватар\n{},Kon avatar niet instellen\n{}
Не установлен,Niet ingesteld
Невозможно найти путь,Kan pad niet vinden
Невозможно открыть папку журналов ошибок,Kan foutlogmap niet openen
Невозможно переименовать '{}' в '{}':,Kan '{}' niet hernoemen naar '{}':
Невозможно получить список LFS,Kan LFS-lijst niet ophalen
Невозможно получить список пользователей,Kan gebruikerslijst niet ophalen
Невозможно получить статус связи с Nintendo Account,Kan koppelingsstatus met Nintendo Account niet ophalen
...готово,...klaar
Невозможно получить число записей об ошибках,Kan aantal foutrecords niet ophalen
Невозможно прочитать общие тикеты,Kan algemene tickets niet lezen
Невозможно прочитать персонализированные тикеты,Kan gepersonaliseerde tickets niet lezen
Невозможно разобрать content meta,Kan content meta niet parsen
Невозможно разобрать content meta. Неожиданная ошибка,Kan content meta niet parsen. Onverwachte fout
Невозможно разобрать content meta. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,Kan content meta niet parsen. VEROUDERDE FIRMWARE. HOS-update vereist
Невозможно разобрать nca. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,Kan nca niet parsen. VEROUDERDE FIRMWARE. HOS-update vereist
Невозможно разобрать индекс кеша,Kan cache-index niet parsen
Невозможно распаковать '{}':,Kan '{}' niet uitpakken:
Невозможно скопировать файл\n   '{}'\n➡ '{}'\n,Kan bestand niet kopiëren\n   '{}'\n➡ '{}'\n
Невозможно смонтировать сохранение,Kan savegame niet mounten
Невозможно смонтировать устройство сохраниения,Kan savegame-apparaat niet mounten
Невозможно создать выходной zip-файл: ,Kan uitvoer-zip-bestand niet aanmaken:
Невозможно создать каталог,Kan map niet aanmaken
Невозможно создать каталог '{}':,Kan map '{}' niet aanmaken:
Невозможно создать файл,Kan bestand niet aanmaken
Невозможно создать файл '{}':,Kan bestand '{}' niet aanmaken:
Недопустимый идентификатор,Ongeldige identificatie
Неизвестная игра [{:016x}],Onbekend spel [{:016x}]
: {:>4} сохранение,: {:>4} savegame
Неизвестно,Onbekend
Неизвестный тайтл,Onbekende titel
Неиспользуемый тикет: ,Ongebruikt ticket:
Немецкий,Duits
Неправильное хранилище,Onjuiste opslag
Неправильный родительский объект,Onjuist bovenliggend object
Нет,Nee
Нет ,Nee
Нет VFS. Прекращение работы,Geen VFS. Beëindigen.
Нет exefs VFS. Прекращение работы,Geen exefs VFS. Beëindigen.
: {:>4} сохранений,: {:>4} savegames
Нет logo VFS. Прекращение работы,Geen logo VFS. Beëindigen.
Нет romfs VFS. Прекращение работы,Geen romfs VFS. Beëindigen.
Нет лого,Geen logo
Нечего устанавливать,Niets te installeren
Никнейм консоли         : {},Consolenaam         : {}
Но у гиби транзисторы собирают с,Maar bij de Gibi's worden transistors
Новое имя для '{}',Nieuwe naam voor '{}'
Новый каталог,Nieuwe map
Новый размер сохранения в МБ,Nieuwe savegame-grootte in MB
Новый рейтинг (-1 для удаления),Nieuwe classificatie (-1 om te verwijderen)
: {:>4} сохранения,: {:>4} savegames
Номер страницы,Paginanummer
Ночь,Nacht
Нужен связанный аккаунт,Gekoppeld account vereist
ОШИБКА ПОЛУЧЕНИЯ ЭКСТРА ДАННЫХ,FOUT BIJ OPHALEN VAN EXTRA GEGEVENS
Обнаружены недопустимые символы,Ongeldige tekens gedetecteerd
Обновить DBI,DBI bijwerken
Обновить DBI из этого файла,DBI bijwerken vanuit dit bestand
Обновить TitleDB,TitleDB bijwerken
   {:>3} мин,   {:>3} min
Обновление TitleDB,TitleDB bijwerken
Обновление базы данных...,Database bijwerken...
Обновление версии до {} {}\n\nНажмите (+) для продолжения\nЛюбую другую кнопку для отмены,Versie bijwerken naar {} {}\n\nDruk op (+) om door te gaan\nDruk op een andere knop om te annuleren
Обновление времени...,Tijd bijwerken...
Обновление закончено\n\nНажмите любую кнопку\nдля перезапуска DBI,Update voltooid\n\nDruk op een willekeurige knop\nom DBI opnieuw te starten
Обновление фейковой записи {} ➡ [v{}],Dummy record bijwerken {} ➡ [v{}]
Обновление. Пожалуйста подождите...,Bijwerken. Even geduld a.u.b....
Обновляется запись об игре...,Spelrecord bijwerken...
Обрабатывается запись {:016X},Record {:016X} verwerken
Обратный альбом (180°),Omgekeerd liggend (180°)
Обратный портрет (270°),Omgekeerd staand (270°)
Общее время активной игры     : {} часов,Totale actieve speeltijd     : {} uur
Общее время дампа {:d}:{:02d}:{:02d},Totale dumptijd {:d}:{:02d}:{:02d}
Общее время запущенных игр    : {} часов,Totale tijd van gestarte spellen    : {} uur
Общее время игры      : -,Totale speeltijd      : -
Общее время игры      : {:d} часов {:02d} минут,Totale speeltijd      : {:d} uur {:02d} minuten
Общее время установки: {:d}:{:02d}:{:02d},Totale installatietijd: {:d}:{:02d}:{:02d}
Общее время: {:02}:{:02}:{:02},Totale tijd: {:02}:{:02}:{:02}
Общее занимаемое место: N:{} + S:{} = {},Totaal ingenomen ruimte: N:{} + S:{} = {}
Общее число запусков  : -,Totaal aantal keer gestart  : -
Общее число игровых сессий    : {},Totaal aantal spelsessies    : {}
Общие,Algemeen
Общий размер передачи  : ,Totale overdrachtsgrootte  :
Общий размер установки : ,Totale installatiegrootte :
Общий размер установки: {},Totale installatiegrootte: {}
Объединение списков,Lijsten samenvoegen
Объект {} не допустим,Object {} is niet geldig
Объект {} не может быть создан,Object {} kan niet worden aangemaakt
Объект не открыт для редактирования,Object niet geopend voor bewerking
Объект удалён,Object verwijderd
Bluetooth MAC адрес   : {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X},Bluetooth MAC-adres   : {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X}
Объект уже открыт для редактирования,Object is al geopend voor bewerking
Огибка получения адреса сокета: {} {},Fout bij ophalen van socketadres: {} {}
Ожидаемый размер: {},Verwachte grootte: {}
Ожидается ,Verwacht
Ожидается большой (>4GB) файл,Groot (>4GB) bestand verwacht
Ожидается запуск dbibackend на стороне ПК...,Wachten op start van dbibackend aan pc-zijde...
Ожидание включения интерфейса: ,Wachten op inschakelen interface:
Ожидание: {} секунд,Wachten: {} seconden
Ожидание: {} секунда,Wachten: {} seconde
Ожидание: {} секунды,Wachten: {} seconden
CDIR в листинге,CDIR in lijst
Ориентация,Oriëntatie
Ориентация...,Oriëntatie...
Освобождено места в NAND: ,Vrijgemaakte NAND-ruimte:
Освобождено места на SD : ,Vrijgemaakte SD-ruimte :
Основной SDK не найден. Пробуем мультипрограмный вариант,Hoofd-SDK niet gevonden. Multi-programma variant proberen
Оставить сохранения,Savegames behouden
Осталось ходов:    {:>3},Resterende zetten: {:>3}
Остаток файла пропускается,Resterend bestand wordt overgeslagen
Отключение связи с мобильным приложением...,Koppeling met mobiele app verbreken...
Configuration Id1     : {},Configuration Id1     : {}
Открываем папку прошивки...,Firmwaremap openen...
Открыть,Openen
Открыть вторую панель,Tweede paneel openen
Открыть как 7Z,Openen als 7Z
Открыть как RAR,Openen als RAR
Открыть как ZIP,Openen als ZIP
Открыть как hex,Openen als hex
Открыть как текст,Openen als tekst
Открыть контент по MTP,Content openen via MTP
Открыть папку LFS,LFS-map openen
Content meta не найден. Установка прервана,Content meta niet gevonden. Installatie afgebroken
Отослано {}/{} байт,{}/{} bytes verzonden
Отсутствуют ES сигпатчи!,ES sigpatches ontbreken!
Очистка /atmosphere/contents,/atmosphere/contents wissen
Очистка кеша rightsId...,rightsId-cache wissen...
Очистка папки...,Map wissen...
Очистка плейсхолдеров...,Placeholders opschonen...
Очистка системы от мусора,Systeem opschonen van rommel
Очистка сохранений,Savegames wissen
Очистка...,Wissen...
Ошибка FTP сервера,FTP-serverfout
DBI Просмотр альбома,DBI Albumweergave
Ошибка во время копирования файла,Fout tijdens het kopiëren van het bestand
Ошибка во время обновления тайтла,Fout tijdens het bijwerken van de titel
Ошибка выделения сокета: {},Fout bij toewijzen van socket: {}
Ошибка завершения соединения: {},Fout bij afsluiten van verbinding: {}
Ошибка загрузки картинки,Fout bij laden van afbeelding
Ошибка загрузки файла из альбома: {},Fout bij laden van bestand uit album: {}
Ошибка закрытия сокета: {},Fout bij sluiten van socket: {}
Ошибка записи файла: {},Fout bij schrijven van bestand: {}
Ошибка изменения размера файла,Fout bij wijzigen van bestandsgrootte
Ошибка инициализации {}: {},Fout bij initialiseren van {}: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз","DPAD en sticks - scrollen, L - pag. omhoog, R - pag. omlaag"
Ошибка опроса сокета: {},Fout bij pollen van socket: {}
Ошибка открытия каталога: {},Fout bij openen van map: {}
Ошибка открытия сокета: {},Fout bij openen van socket: {}
Ошибка открытия файла,Fout bij openen van bestand
Ошибка открытия файла '{}': {},Fout bij openen van bestand '{}': {}
Ошибка открытия файла: {},Fout bij openen van bestand: {}
Ошибка отсылки: {},Fout bij verzenden: {}
Ошибка переименования: {},Fout bij hernoemen: {}
Ошибка подключения: {},Fout bij verbinden: {}
Ошибка подмены SDK: {},Fout bij vervangen van SDK: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз, R3 - Текст/Hex","DPAD en sticks - scrollen, L - pag. omhoog, R - pag. omlaag, R3 - Tekst/Hex"
Ошибка получения адреса узла: {},Fout bij ophalen van hostadres: {}
Ошибка получения внеочередных данных: {},Fout bij ontvangen van out-of-band gegevens: {}
Ошибка получения имени сокета: {} {},Fout bij ophalen van socketnaam: {} {}
Ошибка получения информаци о файле: {},Fout bij ophalen van bestandsinformatie: {}
Ошибка получения размера файла: {},Fout bij ophalen van bestandsgrootte: {}
Ошибка получения флагов сокета: {},Fout bij ophalen van socket-vlaggen: {}
Ошибка получения хранилища {},Fout bij ophalen van opslag {}
Ошибка получения: {},Fout bij ontvangen: {}
Ошибка получения: {} {},Fout bij ontvangen: {} {}
Ошибка посылки файла: {},Fout bij verzenden van bestand: {}
   Получение списка бекапов...   ,   Lijst met back-ups ophalen...
Ошибка привязки сокета к порту {}: {},Fout bij binden van socket aan poort {}: {}
Ошибка привязки: {},Fout bij binden: {}
Ошибка принятия соединения: {} {},Fout bij accepteren van verbinding: {} {}
Ошибка приёма соединения: {},Fout bij accepteren van verbinding: {}
Ошибка проверси метки сокета: {},Fout bij controleren van socket-label: {}
Ошибка прослушивания: {},Fout bij luisteren: {}
Ошибка прослушки сокета: {},Fout bij luisteren op socket: {}
Ошибка сжатия,Compressiefout
Ошибка создания каталога: {},Fout bij aanmaken van map: {}
Ошибка создания сокета: {},Fout bij aanmaken van socket: {}
DPAD/Стики - Навигация по страницам\n\n     ZR+ZL - Переход к странице... \n\n       L/R - Навигация по главам   \n\n       (-) - Эта подсказка         \n\n       (+) - Меню                  ,DPAD/Sticks - Paginanavigatie\n\n     ZR+ZL - Ga naar pagina... \n\n       L/R - Hoofdstuknavigatie    \n\n       (-) - Deze tip              \n\n       (+) - Menu
Ошибка создания сохранения,Fout bij aanmaken van savegame
Ошибка удаления каталога: {},Fout bij verwijderen van map: {}
Ошибка удаления файла: {},Fout bij verwijderen van bestand: {}
Ошибка установки флагов сокета: {},Fout bij instellen van socket-vlaggen: {}
Ошибка чтения записи об игре: {},Fout bij lezen van spelrecord: {}
Ошибка чтения каталога: {},Fout bij lezen van map: {}
Ошибка чтения регистров max17050: ,Fout bij lezen van max17050-registers:
Ошибка чтения сохранённых параметров контроллера: ,Fout bij lezen van opgeslagen controllerparameters:
Ошибка чтения файла: {},Fout bij lezen van bestand: {}
