original,translation
Восстановление: {},Geri yükleniyor: {}
 {} минуты, {} dakika
Время гашения экрана в секундах,Saniye cinsinden ekran boşta kalma süresi
Время игры: {:02}:{:02}:{:02},Oynatma süresi: {:02}:{:02}:{:02}
Время передачи {:d}:{:02d}:{:02d},Aktarım zamanı {:d}:{:02d}:{:02d}
Все игровые сессии,Tüm oyun oturumları
Все игроки,Tüm oyuncular
Все объекты,Tüm nesneler
Все файлы в порядке,Tüm dosyalar tamam
Всего {} байт получен,Toplam {} bayt alındı
Всего {} байт послан,Toplam {} bayt gönderildi
Всего {} байта получено,Toplam {} bayt alındı
 Да,Evet
Всего {} байта послано,Toplam {} bayt gönderildi
Всего {} байтов получено,Toplam {} bayt alındı
Всего {} байтов послано,Toplam {} bayt gönderildi
Всего записей: {},Toplam kayıt: {}
Всего освобождено места : ,Boşaltılan toplam alan:
Всего отослано: {} ({}/сек),Toplam gönderilen: {} ({}/sn)
Всего программ: {},Toplam program: {}
Вставить,Yapıştır
Вставка...,Yapıştır...
Всё время. Всего: {} час,Tüm zamanlar. Toplam: {} saat
 Да ,Evet
Всё время. Всего: {} часа,Tüm zamanlar. Toplam: {} saat
Всё время. Всего: {} часов,Tüm zamanlar. Toplam: {} saat
Вы собираетесь удалить следующие бекапы:,Aşağıdaki yedeklemeleri silmek üzeresiniz:
Вы собираетесь удалить следующие игры:,Aşağıdaki oyunları silmek üzeresiniz:
Вы собираетесь удалить следующие сохранения:,Aşağıdaki kayıtları silmek üzeresiniz:
Вы собираетесь удалить следующие тикеты:,Aşağıdaki biletleri silmek üzeresiniz:
Вы уверены в удалении {} записей?\n\n(+) - ДА   B - Отмена,{} kayıtlarını silmek istediğinizden emin misiniz?\n\n(+) - EVET   B - İptal
Вы уверены в удалении {} записи?\n\n(+) - ДА   B - Отмена,{} kaydını silmek istediğinizden emin misiniz?\n\n(+) - EVET   B - İptal
Вы уверены в удалении {} объекта?\n\n(+) - ДА   B - Отмена,{} nesnesini silmek istediğinizden emin misiniz?\n\n(+) - EVET   B - İptal
Вы уверены в удалении {} объектов?\n\n(+) - ДА   B - Отмена,{} nesneyi silmek istediğinizden emin misiniz?\n\n(+) - EVET   B - İptal
    {:>2} сек,    {:>2} sn
 Закрытие игры, Oyun kapanışı
"Вы уверены, что хотите удалить {}?\n\n(+) - ДА, другая кнопка - НЕТ","{}?\n\n(+) - EVET, diğer düğme - HAYIR'ı silmek istediğinizden emin misiniz?"
"Вы уверены, что хотите удалить\n{}?\n\n(+) - ДА  В - Отмена",Silmek istediğinize emin misiniz\n{}?\n\n(+) - EVET  B - İptal
Выберите пользователя,Kullanıcı seç
Выберите тип сохранения,Kaydetme türünü seçin
Выбрать все файлы игры,Tüm oyun dosyalarını seç
Выбрать того же пользователя,Aynı kullanıcıyı seç
Выбрать ту же игру,Aynı uygulamayı seç
Выйти из DBI           : ,DBI'dan çık: 
Выключать экран,Ekranı kapat
Выключить экран        : ,Ekranı kapat: 
 Запуск игры, Oyunu başlatma
Вырезать,Kes
Выход на рабочий стол,Ana ekrana doğrudan çıkış
Вычисление хэша,Hash Hesaplanıyor
Вычисленное время конца : {},Hesaplanan bitiş zamanı : {}
Вычисленное время начала: {},Hesaplanan başlangıç zamanı: {}
Генерация DLC [{:016X}][v{}],DLC oluşturuluyor [{:016X}][v{}]
Генерация DLC анлокера...,DLC kilit açıcı oluşturuluyor...
Генерируется анлокер для {:016X} с номером {} и версией {}...,{:016X} için {} numarası ve {} sürümüyle kilit açıcı oluşturuluyor...
Генерируется ярлык для пути '{}' и аргументов '{}'...,'{}' yolu ve '{}' bağımsız değişkenleri için kısayol oluşturuluyor...
 Логаут пользователя \x1b[36;1m{}\x1b[37;1m,Kullanıcı çıkışı \x1b[36;1m{}\x1b[37;1m
Главное меню,Ana menü
Голландский,Hollandaca
Да,Evet
"Да, я уверен",Evet eminim
Дамп анлокера в '{}'...,Kilit açıcı -> '{}'...
Дамп текущей прошивки,Mevcut ürün yazılımı dökümü
Дамп ярлыка в '{}'...,'{}' kısayolu atılıyor...
Дата первого игрового события : {},İlk oyun etkinliği tarihi: {}
Действия с файлами,Dosya işlemleri
Действия с файлами ({}),Dosya işlemleri ({})
 Логин пользователя \x1b[36;1m{}\x1b[37;1m,Kullanıcı girişi \x1b[36;1m{}\x1b[37;1m
Декабрь,Aralık
День,Gün
Диаграмма активности,Etkinlik şeması
Для бекапов,Yedeklemeler için
Для выхода нажмите любую кнопку,Çıkmak için herhangi bir tuşa basın
Для дампов,Çöplükler için
Для логов,Günlükler için
Добавить в любимые,Favorilere Ekle
Добавлять суффикс к имени файла,Dosya adına sonek ekleyin
Достаточное питание            : {},Yeterli güç : {}
 Переключение на игру, Oyun odağı
Европа,Avrupa
Есть исправление RCM бага   : {},RCM hata yaması mevcut: {}
"Есть несохранёные изменения.\nВы хотите их сохранить?\n\n(+) - Да, сохранить\n\n(-) - Выйти без сохранения\n\nДругая кнопка - Отмена","Kaydedilmemiş değişiklikler var.\nBunları kaydetmek istiyor musunuz?\n\n(+) - Evet, kaydet\n\n(-) - Kaydetmeden çık\n\nDiğer düğmesi - İptal"
Желаемая версия: {},İstenen sürüm: {}
Журнал активности,Etkinlik günlüğü
Журналирование действий,Olayları ve işlemleri günlüğe kaydetme
Завершено,Tamamlandı
Загружается список обновлений...,Güncelleme listesi indiriliyor...
Загружено ,İndirildi 
Загрузка изображения...,Resim yükleniyor...
 Режим работы изменился: {}, Çalışma modu değiştirildi: {}
Загрузка текста...{}%,Metin yükleniyor...{}%
Загрузка файла... {}%,Dosya yükleniyor... {}%
Задать размер файла {} не удалось: {},{} dosya boyutu ayarlanamadı: {}
Закладки на SD,SD kısayollarını aç
Закончено за {:02d}:{:02d}:{:02d},Tamamlandı: {:02d}:{:02d}:{:02d}
Закончилась память при посылке ответа,Yanıt gönderilirken bellek yetersiz
Закончились дополнительные буферы. Скорость записи на носитель слишком низка,Fazladan arabellek kalmadı. Medya yazma hızı çok düşük
Закрытие соединения,Bağlantı kapatılıyor
Закрытие соединения к {}:{},{}:{} ile bağlantı kapatılıyor
 Сброс системных часов,Sistem saatini sıfırla
Запаковать LFS в romfs.bin,LFS'yi romfs.bin'e paketleyin
Запаковать в romfs.bin,Romfs.bin'e paketleyin
Запаковка папки в RomFS,Klasörü RomFS'ye paketleme
Записанное время конца  : {},Kaydedilen bitiş zamanı: {}
Записанное время начала : {},Kaydedilen başlangıç zamanı: {}
Запись в CAL0 разрешена     : {},CAL0 yazmaya izin verildi: {}
Запись в файл...,Dosyaya yazılıyor...
Запись за пределами файла,Dosya sonunun ötesine yazma
Заполнение нулями,Sıfırlarla doldurma
Заполнить свободное место на SD нулями,SD boş alanını sıfırlarla doldurun
 Сворачивание игры, Oyun odağını kaybetme
Запрет захвата видео,Video yakalama kısıtlaması
Запрет скриншотов,Ekran görüntüsü kısıtlı
Запрещено,Devre dışı
Запрос на удаление ,İsteği sil
Запускавшиеся игры,Başlatılan oyunlar
Запускать точку доступа,Yerel erişim noktasını başlat
Запустить FTP сервер,FTP sunucusunu çalıştır
Запустить FTP сервер...,FTP sunucusunu çalıştır
Запустить HTTP сервер,HTTP sunucusunu çalıştır
Запустить HTTP сервер...,HTTP sunucusunu çalıştır
 Состояние электропитания изменилось: {}, Güç durumu değişti: {}
Запустить МТР соединение,MTP yanıtlayıcısını çalıştır
Запустить случайную игру,Rastgele oyunu çalıştır
Заряд батареи                  : {},Pil şarjı : {}
Заряд батареи                  : {}%,Pil şarjı: {}%
Заряд батареи (сырое значение) : {}%,Pil şarjı (ham): {}%
Зарядка батареи                : {},Pil şarjı : {}
Здесь пусто,Burası boş
Игра анонсирует SDK {},Oyun SDK {} bildiriyor
" и {} новое DLC,"," ve {} yeni DLC,"
"Игра анонсирует более новый SDK ({}), чем текущая прошивка ({})","Oyun, mevcut sürümden ({}) daha yeni SDK ({}) bildiriyor"
Игра использует titleId от дополнения,Oyun eklenti içeriğindeki titleId'yi kullanıyor
Игра использует titleId от обновления,Oyun güncellemedeki titleId'yi kullanıyor
Извлечь в LFS,LFS'ye çıkart
Изменение размера сохранения на {} [{}]...,Kaydetme {} [{}] olarak yeniden boyutlandırılıyor...
Изменить версию DLC (десятичную),DLC sürümünü değiştir (ondalık)
Изменить номер DLC (десятичный),DLC numarasını değiştir (ondalık)
Изменить номер DLC (шестнадцатеричный),DLC numarasını değiştirin (onaltılı)
Изменён размер SaveFS,SaveFS yeniden boyutlandırıldı
"    Великий колдун сказал, что ракеты","Büyük büyücü dedi ki, roketler"
" и {} новых DLC,"," ve {} yeni DLC,"
Импорт исправленного тикета...,Sabit bilet içe aktarılıyor...
Импорт тикета...,Bilet içe aktarılıyor...
Имя     : ,İsim: 
"Имя каталога\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","Dizin adı\n'{}'\ngeçersiz karakterler içeriyor.\nOluşturulamıyor.\n\nA - iptal et, B - atla, X - yeniden adlandır'a basın"
"Имя файла\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","Dosya adı\n'{}'\ngeçersiz karakterler içeriyor.\nOluşturulamıyor.\n\nA - iptal et, B - atla, X - yeniden adlandır'a basın"
Инсталлируется romfs.bin,Romfs.bin'i yükleme
Инструменты,Araçlar
Информация о зарядке батареи,Pil şarj bilgisi
Информация о контенте,İçerik bilgisi
Информация о контенте ({}),İçerik bilgisi ({})
 сортировка по дате создания, oluşturulma tarihine göre sırala
Информация о прошивке,Ürün yazılımı bilgileri
Информация о системе,Sistem bilgisi
Информация о сохранении,Bilgileri kaydet
Информация о сохранении...,Bilgileri kaydet...
Информация о тикете,Bilet bilgisi
Информация о тикете...,Bilet bilgileri...
Информация об NSP,NSP bilgisi
Информация об атмосфере,Atmosfer bilgisi
Информация об игровой активности,Oyun etkinliği bilgileri
Информация об источние питания,Güç kaynağı bilgileri
 сортировка по имени, isme göre sırala
Информация об оборудовании,Donanım bilgileri
Информация...,Bilgi...
Испанский,İspanyolca
Использовано дополнительной памяти: {}. Создано буферов: {},Kullanılan ekstra bellek: {}. Oluşturulan arabellekler: {}
Использовать 5 GHz,5 GHz kullanın
Использовать MSG_WAITALL в recv,Alıntıda MSG_WAITALL kullanın
Использовать для неё TitleID,Bunun için TitleID'yi kullanın
Использовать папку для...,Klasörü şunun için kullan:
Использовать разгон,Düşük/fazla saat kullanma
Использовать скрытый SSID,Gizli SSID'yi kullan
 сортировка по имени игры, oyun adına göre sırala
Используется ,Kullanma 
Используется USB{},USB kullanma{}
"Испытания ракет продолжаются,","Roket denemeleri devam ediyor,"
Источник питания                : {},Güç kaynağı: {}
Итальянский,İtalyan
Ищется control для ProgramId {},ProgramID {} için kontrol aranıyor
Ищется exefs/romfs для ProgramId {},ProgramID {} için exefs/romfs aranıyor
Ищется exefs/romfs/logo для ProgramId {},ProgramID {} için exefs/romfs/logo aranıyor
Ищется {},{} aranıyor
 сортировка по месту установки, yükleme konumuna göre sırala
Июль,Temmuz
Июнь,Haziran
Канадский французский,Kanada Fransızcası
"Когда ваше устройство подключится, нажмите любую кнопку",Cihazınız bağlandığında herhangi bir düğmeye basın
Код партии батареи    : {} ({}),Pil parti kodu : {} ({})
Кодировка,Kodlama
Конвертация в фейковые ,Sahteye dönüştürme 
Конец игры            : -,Oyunun sonu: -
Конец игры            : {},Oyunun sonu : {}
 сортировка по общему размеру,toplam boyuta göre sırala
Контент уже на месте,İçerik zaten mevcut
Копирование IVFC слой {} в nca: {},IVFC katmanı {} nca'ya kopyalanıyor: {}
Копирование PFS0 в nca,PFS0 nca'ya kopyalanıyor
Копирование PFS0 хэш таблицы в nca,PFS0 hash tablosu nca'ya kopyalanıyor
Копирование SDK {} в файл: {}...,SDK {} dosyaya kopyalanıyor: {}...
Копировать,Kopyala
Корейский,Korece
Корень не найден,Kök bulunamadı
Корень сохранения не существует,Kaydetme kökü mevcut değil
 сортировка по пользователю, kullanıcıya göre sırala
Корея,Kore
Курсор на обеих панелях,Her iki paneldeki imleç
Латиноамериканский испанский,Latin Amerika İspanyolcası
Май,Mayıs
Март,Mart
Масштаб: По ширине,Ölçek: Genişliğe sığdır
Масштаб: По экрану,Yakınlaştır: Ekrana sığdır
Масштаб: Точка в точку,Yakınlaştırma: Mükemmel piksel
Масштаб: Увеличение x2,Yakınlaştırma: 2x büyütme
 сортировка по порядку игры, oyun sırasına göre sırala
Место в  NAND         : {},NAND'daki alan: {}
Место на SD карте     : {},SD karttaki alan: {}
Место на приставке не занято,Cihazda yer kaplamıyor
Место установки        : ,Hedef: 
Мета контент отсутствует,Meta içeriği eksik
Миссия провалена\n\nНажмите А для выхода,Görev Başarısız\n\nÇıkmak için A'ya basın
Миссия успешна\n\nОсталось ходов: {}\n\nНажмите А для выхода,Görev Başarılı\n\nKalan Hamle: {}\n\nÇıkmak için A'ya basın
Модификация файла не удалась,Dosya değişikliği başarısız oldu
На выбранном устройстве нет достаточного свободного места для установки,Seçilen cihazda kurulum için yeterli boş alan yok
На месте нет достаточно свободного места,Hedefte yeterli boş alan yok
 сортировка по размеру, boyuta göre sırala
Нажмите (+) для перезаписи конфига обновлённым\n\nЛюбую другую кнопку для пропуска,Güncellenen yapılandırmanın üzerine yazmak için (+) tuşuna basın\n\nAtlanacak başka bir düğme
"Нажмите (+) для удаления, любую другую кнопку для пропуска...\n (-) Удалять все, больше не спрашивая","Silmek için (+), atlamak için başka bir tuşa basın...\n (-) Tümünü sil, sormayı bırak"
"Нажмите A, чтобы продолжить, другую кнопку, чтобы выйти","Devam etmek için A'ya basın, çıkmak için diğer düğmeye basın"
"Нажмите B, чтобы вернуться",Geri dönmek için B'ye basın
Нажмите любую кнопку,Herhangi bir düğmeye basın
Название: ,Ad      :
Найден SDK: {},SDK bulundu: {}
Найден {} зарегистрированный контент-файл,{} kayıtlı içerik dosyası bulundu
Найден {} контент-файл,{} içerik dosyası bulundu
Найден {} пользователь,{} kullanıcı bulundu
%% заряд-разряд    : {},%% şarj-deşarj : {}
Найден {} потерянный контент-файл,{} artık içerik dosyası bulundu
Найден {} файл,{} dosyası bulundu
Найден {} файл с ошибками,Hatalı {} dosyası bulundu
Найден и удалён {} неиспользуемый тикет,{} kullanılmayan bilet bulundu ve kaldırıldı
Найдена {} запись об игре,{} oyun kaydı bulundu
Найдена {} запись об ошибках,{} hata kaydı bulundu
Найдена {} установленная игра,{} yüklü oyun bulundu
Найдено {} записей об играх,{} oyun kaydı bulundu
Найдено {} записей об ошибках,{} hata kaydı bulundu
Найдено {} записи об играх,{} oyun kaydı bulundu
    Дело здесь в одном из основных,Buradaki mesele temel olanlardan birinde
({}/{}) Устанавливается {},({}/{}) {} Yükleniyor
Найдено {} записи об ошибках,{} hata kaydı bulundu
Найдено {} зарегистрированных контент-файла,{} kayıtlı içerik dosyası bulundu
Найдено {} зарегистрированных контент-файлов,{} kayıtlı içerik dosyası bulundu
Найдено {} контент-файла,{} içerik dosyası bulundu
Найдено {} контент-файлов,{} içerik dosyası bulundu
Найдено {} обновление,{} güncellemesi bulundu
Найдено {} обновлений,{} güncelleme bulundu
Найдено {} обновления,{} güncelleme bulundu
Найдено {} пользователей,{} kullanıcı bulundu
Найдено {} пользователя,{} kullanıcı bulundu
Найдено {} потерянных контент-файла,{} artık içerik dosyası bulundu
Найдено {} потерянных контент-файлов,{} artık içerik dosyası bulundu
Найдено {} сохранение,{} kayıt bulundu
Найдено {} сохранение...,{} kaydetme bulundu...
Найдено {} сохранений,{} kayıt bulundu
Найдено {} сохранений...,{} kayıt bulundu...
Найдено {} сохранения,{} kayıt bulundu
Найдено {} сохранения...,{} kayıt bulundu...
Найдено {} установленные игры,{} yüklü oyun bulundu
Найдено {} установленных игр,{} yüklü oyun bulundu
Найдено {} файла,{} dosya bulundu
Найдено {} файла с ошибками,Hatalı {} dosya bulundu
Найдено {} файлов,{} dosya bulundu
Найдено {} файлов с ошибками,Hatalı {} dosya bulundu
Найдено и удалено {} неиспользуемых тикета,{} kullanılmayan bilet bulundu ve kaldırıldı
Найдено и удалено {} неиспользуемых тикетов,{} kullanılmayan bilet bulundu ve kaldırıldı
Найдено существующее сохранение. Восстанавливаю бекап в него...,Mevcut kayıt bulundu. Yedekleme buraya geri yükleniyor...
Настройки,Ayarlar
Настройки DBI,DBI Ayarları
Настройки FB2,FB2 Ayarları
Начало игры           : -,Oyunun başlangıcı: -
Начало игры           : {},Oyunun başlangıcı: {}
Начало создания Control.nca,Control.nca oluşturuluyor
Начало создания Program.nca,Program.nca oluşturuluyor
Начало установки. Место установки: ,Kurulum başlatılıyor. Hedef: 
Начать установку,Kurulumu başlat
Не доступно,Mevcut değil
Не известно,Bilinmiyor
"Не найден USB диск, который смог бы вместить получившийся дамп. Убедитесь, что он отформатирован в ExFAT.",Ortaya çıkan döküme sığabilecek hiçbir USB sürücüsü bulunamadı. ExFAT olarak biçimlendirildiğinden emin olun.
Не найдены требуемые тикеты,Gerekli bilet bulunamadı
. Время простоя \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m,. Boşta kalma \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m
Не получилось создать NSP,NSP oluşturulamadı
Не удалось получить список,Liste alınamadı
Не удалось установить аватар\n{},Avatar ayarlanamadı\n{}
Не установлен,Ayarlanmadı
Невозможно найти путь,Yol bulunamıyor
Невозможно открыть папку журналов ошибок,Hata günlükleri klasörü açılamıyor
Невозможно переименовать '{}' в '{}':,"'{}', '{}' olarak yeniden adlandırılamıyor:"
Невозможно получить список LFS,LFS listesi alınamıyor
Невозможно получить список пользователей,Kullanıcı listesi alınamıyor
Невозможно получить статус связи с Nintendo Account,Nintendo Hesabı bağlantı durumu alınamıyor
...готово,...bitti
Невозможно получить число записей об ошибках,Hata kayıtlarının sayısı alınamıyor
Невозможно прочитать общие тикеты,Ortak biletler okunamıyor
Невозможно прочитать персонализированные тикеты,Kişiselleştirilmiş biletler okunamıyor
Невозможно разобрать content meta,İçerik metası ayrıştırılamıyor
Невозможно разобрать content meta. Неожиданная ошибка,İçerik metası ayrıştırılamıyor. Beklenmeyen hata
Невозможно разобрать content meta. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,İçerik metası ayrıştırılamıyor. ESKİ YAZILIM
Невозможно разобрать nca. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,nca ayrıştırılamıyor. ESKİ YAZILIM
Невозможно разобрать индекс кеша,Önbellek dizini ayrıştırılamıyor
Невозможно распаковать '{}':,'{}' ayıklanamıyor:
Невозможно скопировать файл\n   '{}'\n➡ '{}'\n,Dosya kopyalanamıyor\n '{}'\n→ '{}'\n
Невозможно смонтировать сохранение,Kayıt eklenemiyor
Невозможно смонтировать устройство сохраниения,Kaydetme cihazı bağlanamıyor
Невозможно создать выходной zip-файл: ,Çıktı zip dosyası oluşturulamıyor: 
Невозможно создать каталог,Dizin oluşturulamıyor
Невозможно создать каталог '{}':,'{}' dizini oluşturulamıyor:
Невозможно создать файл,Dosya oluşturulamıyor
Невозможно создать файл '{}':,'{}' dosyası oluşturulamıyor:
Недопустимый идентификатор,Geçersiz tanımlayıcı
Неизвестная игра [{:016x}],Bilinmeyen oyun [{:016x}]
: {:>4} сохранение,: {:>4} kayıt
Неизвестно,Bilinmiyor
Неизвестный тайтл,Bilinmeyen başlık
Неиспользуемый тикет: ,Kullanılmayan bilet: 
Немецкий,Almanca
Неправильное хранилище,Geçersiz depolama
Неправильный родительский объект,Geçersiz üst nesne
Нет,Hayır
Нет ,Hayır 
Нет VFS. Прекращение работы,VFS yok. İptal ediliyor
Нет exefs VFS. Прекращение работы,exefs VFS yok. İptal ediliyor
: {:>4} сохранений,: {:>4} kayıt
Нет logo VFS. Прекращение работы,logo VFS yok. İptal ediliyor
Нет romfs VFS. Прекращение работы,romfs VFS yok. İptal ediliyor
Нет лого,Logo yok
Нечего устанавливать,Yüklenecek bir şey yok
Никнейм консоли         : {},Konsol takma adı: {}
Но у гиби транзисторы собирают с,Ama hibi transistörleri şuradan toplar
Новое имя для '{}','{}' için yeni ad
Новый каталог,Yeni dizin
Новый размер сохранения в МБ,MB cinsinden yeni kaydetme boyutu
Новый рейтинг (-1 для удаления),Yeni derecelendirme (kaldırılacak -1)
: {:>4} сохранения,: {:>4} kayıt
Номер страницы,Sayfa numarası
Ночь,Gece
Нужен связанный аккаунт,Bağlı hesap gerekli
ОШИБКА ПОЛУЧЕНИЯ ЭКСТРА ДАННЫХ,EKSTRA VERİ ALMA HATASI
Обнаружены недопустимые символы,Geçersiz karakterler algılandı
Обновить DBI,DBI'yi güncelle
Обновить DBI из этого файла,Bu dosyadan DBI'yi güncelleyin
Обновить TitleDB,TitleDB'yi Güncelle
   {:>3} мин,   {:>3} dk.
Обновление TitleDB,TitleDB güncelleniyor
Обновление базы данных...,Veritabanı güncelleniyor...
Обновление версии до {} {}\n\nНажмите (+) для продолжения\nЛюбую другую кнопку для отмены,Sürüm şu şekilde güncelleniyor: {} {}\n\nDevam etmek için (+) tuşuna basın\nİptal etmek için başka herhangi bir tuşa basın
Обновление времени...,Güncelleme zamanı...
Обновление закончено\n\nНажмите любую кнопку\nдля перезапуска DBI,Güncelleme tamamlandı\n\nDBI'yi yeniden başlatmak için herhangi bir düğmeye basın\n
Обновление фейковой записи {} ➡ [v{}],Sahte kayıt güncelleniyor {} → [v{}]
Обновление. Пожалуйста подождите...,Güncelleniyor. Lütfen bekleyin...
Обновляется запись об игре...,Oyun kaydı güncelleniyor...
Обрабатывается запись {:016X},Kayıt işleniyor {:016X}
Обратный альбом (180°),Ters manzara (180°)
Обратный портрет (270°),Ters portre (270°)
Общее время активной игры     : {} часов,Toplam aktif oyun süresi : {} saat
Общее время дампа {:d}:{:02d}:{:02d},Toplam boşaltma süresi {:d}:{:02d}:{:02d}
Общее время запущенных игр    : {} часов,Toplam oyun başlama süresi : {} saat
Общее время игры      : -,Toplam oyun süresi : -
Общее время игры      : {:d} часов {:02d} минут,Toplam oynama süresi : {:d} saat {:02d} dakika
Общее время установки: {:d}:{:02d}:{:02d},Toplam kurulum süresi: {:d}:{:02d}:{:02d}
Общее время: {:02}:{:02}:{:02},Toplam süre: {:02}:{:02}:{:02}
Общее занимаемое место: N:{} + S:{} = {},Toplam alan : N:{} + S:{} = {}
Общее число запусков  : -,Toplam başlatma : -
Общее число игровых сессий    : {},Toplam oyun oturumları : {}
Общие,Genel
Общий размер передачи  : ,Toplam aktarım boyutu : 
Общий размер установки : ,Toplam yükleme boyutu : 
Общий размер установки: {},Toplam yükleme boyutu: {}
Объединение списков,Listeleri birleştirme
Объект {} не допустим,{} nesnesi geçerli değil
Объект {} не может быть создан,{} nesnesi oluşturulamıyor
Объект не открыт для редактирования,Nesne düzenlemeye açık değil
Объект удалён,Nesne silindi
Bluetooth MAC адрес   : {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X},Bluetooth MAC adresi: {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X}
Объект уже открыт для редактирования,Nesne düzenleme için zaten açık
Огибка получения адреса сокета: {} {},Soket adresi hatası alma: {} {}
Ожидаемый размер: {},Beklenen boyut: {}
Ожидается ,Beklenen 
Ожидается большой (>4GB) файл,Büyük (>4 GB) dosya bekleniyor
Ожидается запуск dbibackend на стороне ПК...,Dbibackend'in başlatılması bekleniyor...
Ожидание включения интерфейса: ,Arayüzün etkinleştirilmesi bekleniyor: 
Ожидание: {} секунд,Bekleniyor: {} sn
Ожидание: {} секунда,Bekleniyor: {} sn
Ожидание: {} секунды,Bekleniyor: {} sn
CDIR в листинге,Listelemede CDIR
Ориентация,Oryantasyon
Ориентация...,Oryantasyon...
Освобождено места в NAND: ,NAND alanı serbest bırakıldı: 
Освобождено места на SD : ,Boş SD alanı: 
Основной SDK не найден. Пробуем мультипрограмный вариант,Ana SDK bulunamadı. Çoklu program varyantı deneniyor
Оставить сохранения,Kayıtları koru
Осталось ходов:    {:>3},Kalan hamle:     {:>3}
Остаток файла пропускается,Dosyanın geri kalanı atlanıyor
Отключение связи с мобильным приложением...,Mobil uygulama bağlantısı devre dışı bırakılıyor...
Configuration Id1     : {},Configuration Id1     : {}
Открываем папку прошивки...,Ürün yazılımı klasörü açılıyor...
Открыть,Açık
Открыть вторую панель,İkinci paneli aç
Открыть как 7Z,7Z olarak aç
Открыть как RAR,RAR olarak aç
Открыть как ZIP,ZIP olarak aç
Открыть как hex,Onaltılı olarak aç
Открыть как текст,Metin olarak aç
Открыть контент по MTP,İçerikleri MTP ile aç
Открыть папку LFS,LFS klasörünü aç
Content meta не найден. Установка прервана,İçerik metası bulunamadı. Kurulum iptal edildi
Отослано {}/{} байт,{}/{} bayt gönderildi
Отсутствуют ES сигпатчи!,ES sig yamaları eksik!
Очистка /atmosphere/contents,Temizlik /atmosfer/içerik
Очистка кеша rightsId...,RightsId önbellek temizleniyor...
Очистка папки...,Klasör temizleniyor...
Очистка плейсхолдеров...,Yer tutucular temizleniyor...
Очистка системы от мусора,Sistem temizliği
Очистка сохранений,Temizleme tasarrufu
Очистка...,Temizleniyor...
Ошибка FTP сервера,FTP sunucusu hatası
DBI Просмотр альбома,DBI Albüm Tarayıcı
Ошибка во время копирования файла,Dosya kopyalama sırasında hata
Ошибка во время обновления тайтла,Başlık güncellemesi sırasında hata
Ошибка выделения сокета: {},Soket ayırma hatası: {}
Ошибка завершения соединения: {},Bağlantı sonlandırma hatası: {}
Ошибка загрузки картинки,Resim yükleme hatası
Ошибка загрузки файла из альбома: {},Albüm dosyası indirme hatası: {}
Ошибка закрытия сокета: {},Soket kapatma hatası: {}
Ошибка записи файла: {},Dosya yazılırken hata oluştu: {}
Ошибка изменения размера файла,Dosya yeniden boyutlandırma hatası
Ошибка инициализации {}: {},{} başlatılırken hata oluştu: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз","DPAD ve çubuklar - kaydırma, L - sayfa yukarı, R - sayfa aşağı"
Ошибка опроса сокета: {},Soket yoklama hatası: {}
Ошибка открытия каталога: {},Dizin açma hatası: {}
Ошибка открытия сокета: {},Soket açma hatası: {}
Ошибка открытия файла,Dosya açma hatası
Ошибка открытия файла '{}': {},Dosya açma hatası '{}': {}
Ошибка открытия файла: {},Dosya açma hatası: {}
Ошибка отсылки: {},Gönderim hatası: {}
Ошибка переименования: {},Yeniden adlandırma hatası: {}
Ошибка подключения: {},Bağlantı hatası: {}
Ошибка подмены SDK: {},SDK taklit hatası: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз, R3 - Текст/Hex","DPAD ve çubuklar - kaydırma, L - sayfa yukarı, R - sayfa aşağı, R3 - Metin/Hex"
Ошибка получения адреса узла: {},Ana makine adresi alınırken hata oluştu: {}
Ошибка получения внеочередных данных: {},Bant dışı veri alma hatası: {}
Ошибка получения имени сокета: {} {},Soket adı hatası alma: {} {}
Ошибка получения информаци о файле: {},Dosya bilgisi alınırken hata oluştu: {}
Ошибка получения размера файла: {},Dosya boyutu alınırken hata oluştu: {}
Ошибка получения флагов сокета: {},Soket bayrakları alınırken hata oluştu: {}
Ошибка получения хранилища {},{} depolama alanı alınırken hata oluştu
Ошибка получения: {},Alma hatası: {}
Ошибка получения: {} {},Alma hatası: {} {}
Ошибка посылки файла: {},Dosya gönderme hatası: {}
   Получение списка бекапов...   ,   Yedekleme listesi alınıyor...   
Ошибка привязки сокета к порту {}: {},{} bağlantı noktasına soket bağlama hatası: {}
Ошибка привязки: {},Bağlama hatası: {}
Ошибка принятия соединения: {} {},Bağlantı hatasını kabul et: {} {}
Ошибка приёма соединения: {},Bağlantı hatasını kabul et: {}
Ошибка проверси метки сокета: {},Soket bayrağı kontrol hatası: {}
